age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
34,4,169442,11,0,8,4,2,0,0,0,43,39,0
61,5,270105,11,2,4,0,4,1,0,0,60,39,1
72,4,161642,5,2,3,0,4,1,0,0,40,39,0
47,4,374066,11,2,14,0,4,1,7485,0,19,39,0
56,4,275747,9,2,12,0,4,1,0,0,40,39,1
37,7,262248,6,4,8,1,4,1,0,0,40,33,0
37,7,119046,9,2,4,5,4,0,7376,0,60,39,1
24,4,235609,0,4,12,4,2,0,0,0,49,39,0
21,4,197720,15,4,4,3,4,1,3546,0,51,39,0
41,4,189003,11,2,3,0,4,1,0,0,40,39,0
49,7,223142,12,5,10,4,4,0,0,0,34,39,1
36,4,392964,11,4,12,3,4,0,3458,0,36,39,0
54,4,75651,11,0,8,1,4,0,0,0,38,39,0
36,0,64880,0,4,0,4,4,1,0,0,40,39,0
44,2,172713,11,0,1,4,4,0,0,0,40,39,0
36,7,108797,9,2,10,0,4,1,0,0,6,39,0
40,4,29607,11,2,13,5,4,0,0,0,34,39,1
51,2,138539,8,2,4,0,4,1,0,0,45,39,1
40,4,51551,9,4,10,1,4,1,0,0,29,39,0
38,4,174945,15,5,12,4,4,1,0,0,40,39,0
20,4,280413,9,4,10,1,4,0,0,0,40,39,0
37,4,247560,7,4,4,1,4,1,0,0,50,39,0
63,2,100905,9,2,10,0,4,1,0,0,40,0,1
24,7,59089,15,4,1,1,4,0,0,0,37,0,0
46,4,294421,9,2,12,0,4,1,0,1984,40,39,1
42,4,181331,11,4,6,1,4,1,0,0,40,39,0
39,6,169713,15,0,10,1,4,1,0,0,11,39,0
51,2,512635,11,0,3,4,4,0,0,0,50,39,0
54,6,99536,15,2,7,0,4,1,0,0,50,39,0
52,4,189360,11,2,1,0,2,1,0,0,40,39,0
59,6,174419,11,2,3,0,4,1,100597,0,55,39,1
25,4,184488,9,2,4,5,4,0,0,0,36,0,1
33,2,198582,15,4,11,1,4,0,0,0,45,39,0
62,6,64956,14,6,10,1,4,0,0,0,75,39,0
40,1,247655,9,2,1,0,4,1,0,0,40,39,0
21,4,41881,11,4,3,3,4,1,0,0,40,39,0
35,4,121023,11,4,14,3,4,1,0,0,48,39,0
34,4,204384,15,2,12,0,4,1,0,0,40,39,0
79,4,239892,5,2,3,0,4,1,0,0,40,39,0
23,4,139805,9,4,12,1,4,1,0,0,21,39,0
45,4,191474,11,4,12,1,4,1,0,0,67,39,1
34,4,219619,14,4,10,3,4,0,0,0,60,39,1
31,4,200108,15,4,1,3,4,0,0,0,40,39,0
24,4,450059,9,0,4,4,2,0,0,0,40,39,0
45,2,116325,11,4,8,1,4,0,0,0,28,39,0
44,4,175143,15,2,3,0,4,1,0,0,40,39,1
36,0,168321,1,4,0,3,4,0,0,0,20,39,0
21,4,162411,9,4,1,1,4,0,0,0,42,39,0
19,4,272538,15,4,8,3,4,0,0,0,21,20,0
35,2,220126,15,4,1,1,2,0,0,0,40,3,0
56,4,240992,10,2,10,0,4,1,23841,0,50,39,1
40,4,219161,11,2,6,0,4,1,0,1708,38,39,0
39,4,34077,2,2,14,0,4,1,3544,0,70,35,0
18,4,129695,11,4,3,3,4,1,0,0,40,39,0
33,4,68356,9,2,10,0,4,1,0,0,60,39,0
66,4,269081,15,2,4,0,4,1,0,0,50,39,1
42,4,221907,11,5,8,3,4,0,0,0,40,39,0
70,0,178293,15,0,0,3,4,1,0,0,11,39,0
30,4,344512,1,4,8,1,4,1,0,0,22,39,0
43,1,175585,11,2,11,0,4,1,0,0,40,39,1
20,2,265117,11,4,6,3,4,1,0,0,50,39,0
25,4,205276,15,4,3,3,4,1,0,0,27,39,0
37,4,218716,15,2,3,0,4,1,7588,0,40,39,1
48,4,220298,11,0,7,4,2,1,0,0,40,39,0
28,4,150776,12,2,4,0,4,1,0,0,40,39,0
29,2,174624,11,2,8,0,4,1,3625,0,21,39,0
27,4,248258,0,4,8,4,3,0,0,0,36,39,0
56,5,136366,15,2,13,0,4,1,0,0,40,39,0
27,4,119829,11,4,8,1,4,1,0,0,44,11,1
37,4,191742,5,4,6,4,3,0,15233,0,49,39,0
57,4,102257,11,2,7,0,4,1,0,0,60,0,0
43,2,29475,12,0,10,1,4,0,0,0,40,39,0
44,4,125171,11,0,1,4,4,0,0,0,37,39,0
17,0,281927,15,4,0,3,4,1,0,0,20,39,0
40,4,144138,11,3,3,1,4,1,0,0,35,39,0
19,4,348509,1,2,6,0,2,1,0,0,40,39,0
29,4,88703,11,4,8,4,1,0,0,0,40,19,0
37,4,130301,12,4,10,1,0,1,0,0,40,39,1
40,5,98980,12,4,4,1,4,0,0,0,50,39,0
59,5,148071,15,2,5,0,4,1,0,0,50,39,0
35,4,263490,1,2,10,0,4,1,0,1985,45,39,0
40,4,202904,15,4,3,1,4,1,0,0,47,39,0
45,6,202574,8,2,3,0,4,1,7484,0,45,39,1
50,4,43858,15,0,13,4,4,0,0,0,40,39,0
49,4,20774,14,2,10,0,4,1,100212,0,60,39,1
26,4,27089,11,4,3,1,4,0,0,0,40,39,0
28,4,217700,11,4,1,1,4,1,0,0,45,39,0
22,4,118064,8,4,3,1,4,1,0,0,40,39,0
49,0,170305,9,2,0,0,4,1,0,0,55,3,0
49,4,308654,11,0,4,4,2,0,0,0,40,39,0
35,5,183469,11,2,3,0,4,1,0,0,40,39,0
53,4,154723,9,2,4,5,4,0,3561,0,40,39,1
44,4,215507,8,0,7,4,2,0,14870,0,50,39,0
36,4,109666,1,3,8,4,1,0,0,0,40,0,0
19,4,350629,1,4,8,3,4,1,0,0,40,39,0
46,4,20030,12,0,8,1,4,0,0,0,37,39,0
40,4,125694,9,0,4,4,4,1,15510,0,50,9,1
18,4,474524,15,4,10,3,4,1,0,0,34,39,0
38,4,302601,8,2,10,5,4,1,0,0,40,39,0
24,1,373323,15,2,4,0,4,1,0,0,51,39,0
49,4,376422,8,2,13,0,4,1,0,0,50,39,1
21,6,74195,9,4,8,2,2,0,0,0,40,39,0
24,7,224714,15,4,1,2,4,1,0,0,26,39,0
45,4,379202,12,2,10,0,4,1,0,0,36,39,1
34,6,220338,11,4,5,1,4,1,0,0,40,39,0
35,4,132035,11,2,14,0,4,1,0,0,40,39,0
49,4,269324,15,0,3,1,3,1,0,0,40,39,0
49,2,273110,12,2,3,0,4,1,0,0,40,39,0
51,5,169031,15,2,12,0,1,1,0,0,55,0,1
39,4,172070,11,6,4,1,4,0,0,0,48,39,0
49,6,313088,9,2,8,0,4,1,0,0,40,39,0
39,4,142697,11,4,8,1,4,0,0,0,35,39,0
75,0,174642,9,2,0,0,4,1,3435,0,40,39,0
39,4,196947,7,4,4,1,4,0,15071,0,85,39,0
29,2,217835,11,2,11,0,4,1,0,0,40,39,0
33,4,170220,9,0,1,4,4,0,0,0,40,39,0
47,4,260461,7,5,8,4,4,0,0,0,40,39,0
54,1,199438,11,0,7,1,4,1,0,0,40,39,0
34,2,210348,15,2,11,0,4,1,0,0,40,39,0
34,4,183956,11,2,7,0,1,1,0,0,40,30,0
33,4,336115,11,2,8,5,4,0,0,0,23,39,0
26,6,132479,8,4,10,1,4,1,0,0,55,39,0
38,6,125203,11,2,3,0,4,1,0,0,45,39,0
42,2,97036,9,2,10,3,1,1,3350,0,35,39,0
25,4,282231,5,4,5,1,4,1,0,0,60,39,0
34,4,128208,11,4,12,1,4,0,0,0,31,39,0
27,4,236671,7,4,12,3,4,1,3137,0,40,39,0
42,4,256764,11,2,3,0,4,1,0,0,40,39,0
33,5,33243,12,4,8,1,4,1,0,0,40,39,0
21,4,180870,11,2,3,0,4,1,0,0,40,39,0
51,4,118287,11,2,3,0,4,1,0,0,40,22,0
41,4,168561,11,2,1,5,4,0,0,0,40,39,0
28,4,116447,11,2,12,0,4,1,0,0,60,39,0
67,4,202717,11,2,1,5,4,0,0,0,40,39,0
31,4,173760,11,2,3,0,4,1,0,0,48,39,0
24,4,190522,15,0,4,1,4,1,0,0,49,39,1
38,2,122364,9,4,10,1,4,1,0,0,40,39,1
33,4,321958,15,4,8,1,4,1,0,0,68,39,0
33,6,39347,6,4,3,3,4,1,0,0,60,39,0
29,4,204354,11,0,8,3,4,0,0,0,43,39,0
62,7,113634,14,0,10,4,2,1,0,0,60,39,0
18,4,125066,9,4,1,3,4,1,0,0,35,39,0
77,4,352814,9,5,3,1,4,1,0,0,40,39,0
53,4,139778,11,2,7,0,4,1,0,0,45,39,0
83,0,200338,9,2,0,0,4,1,0,2013,40,39,1
44,4,212561,15,3,1,4,4,0,0,0,39,39,0
42,4,148495,11,2,7,0,4,1,0,0,40,39,0
19,4,112064,15,4,6,3,4,1,0,0,40,39,0
48,6,262513,9,2,10,0,4,1,0,0,40,39,0
40,2,368724,1,2,10,5,2,0,0,0,50,39,0
38,7,123795,9,2,4,0,4,1,15680,0,48,39,1
42,4,199275,15,2,12,0,4,1,0,0,40,39,0
22,4,354331,1,4,8,3,4,1,0,0,11,0,0
42,4,170958,9,6,10,4,4,0,0,0,40,39,0
44,4,121456,6,2,3,1,4,1,0,0,40,4,0
20,4,125417,7,4,1,3,4,1,0,0,20,39,0
36,4,26204,11,4,11,1,4,1,0,0,38,39,0
39,5,139764,0,0,12,1,4,1,0,0,40,39,0
30,4,84503,11,6,7,1,4,1,0,0,60,39,0
45,4,77779,9,2,10,0,1,1,0,0,40,19,1
27,4,111563,11,4,5,2,4,1,0,0,21,39,0
30,4,144477,1,2,14,3,4,0,0,0,40,39,0
34,4,41024,11,0,3,1,4,1,0,0,40,39,0
54,4,242903,11,0,4,4,4,0,0,0,50,39,0
67,5,94246,9,2,12,0,4,1,0,0,40,39,1
41,4,154015,15,4,1,1,4,0,0,0,44,6,0
56,4,109646,11,0,7,1,2,1,0,0,40,39,0
47,2,179050,11,2,12,0,4,1,0,0,48,39,1
19,4,378527,15,4,10,3,4,1,0,0,21,39,0
21,4,238494,15,4,8,3,2,1,0,0,22,39,0
33,4,215077,11,4,12,1,2,0,0,0,40,33,0
37,4,151692,11,2,12,0,4,1,0,0,40,39,0
26,4,175364,11,4,3,1,4,1,0,0,50,39,0
54,6,198480,8,2,12,0,4,1,0,0,50,39,1
25,4,114649,15,2,3,0,4,1,0,0,60,39,0
22,7,257053,12,4,1,3,4,0,0,0,20,39,0
27,2,203327,8,0,6,2,4,0,0,0,40,39,0
41,4,311103,5,0,3,1,4,1,0,0,40,39,0
68,4,312967,3,6,6,1,2,1,0,0,40,26,0
24,4,185876,1,4,6,3,4,1,0,0,32,39,0
27,4,385672,15,4,12,3,4,1,0,0,40,39,0
34,4,82076,0,6,4,4,4,0,0,0,22,39,0
47,4,163079,15,6,4,1,4,0,0,0,40,39,0
32,4,192622,9,4,7,1,2,0,0,0,40,39,0
35,4,358840,11,2,4,0,4,1,0,0,82,39,1
26,4,119039,15,0,3,1,4,1,0,0,37,39,0
21,4,120407,15,4,3,3,4,0,0,0,45,39,0
18,4,169198,9,4,1,3,4,1,0,0,40,39,0
55,0,343798,15,6,0,4,4,0,0,0,18,39,0
40,4,227362,15,2,7,0,4,1,0,0,40,39,0
31,4,83795,11,0,12,4,4,0,0,0,40,39,0
22,6,117030,9,4,10,1,4,0,0,0,40,39,0
49,4,186783,11,2,11,0,4,1,0,0,51,39,1
21,4,227349,0,4,12,2,4,0,0,0,39,39,0
34,4,445426,15,0,9,1,4,0,0,0,40,39,0
47,4,306544,11,2,7,0,2,1,0,0,40,39,0
68,4,99707,11,6,12,1,4,0,0,0,40,11,0
19,4,123134,1,4,12,1,4,1,0,0,28,39,0
54,6,181248,11,2,5,0,4,1,0,1531,60,39,0
75,6,103785,4,2,5,0,4,1,0,0,50,39,1
41,4,96587,9,2,8,0,2,1,0,0,11,0,0
27,5,83035,11,2,4,0,4,1,0,0,55,39,1
41,4,254318,11,0,10,4,4,1,7970,0,39,39,1
35,6,221645,11,6,12,1,4,0,0,0,40,39,0
36,4,20662,8,2,10,0,4,1,0,0,60,39,0
32,4,106947,11,4,7,1,4,1,0,0,50,39,0
42,4,211441,15,0,4,4,4,1,0,0,21,39,0
30,4,174830,11,2,7,0,2,1,0,0,40,39,0
26,4,235711,11,4,1,2,4,0,0,0,35,39,0
35,4,167794,11,3,3,4,4,1,0,0,40,39,0
42,7,107214,11,4,1,3,2,0,0,0,34,39,0
45,2,114137,15,0,1,4,4,0,0,0,40,39,0
23,5,90050,15,2,12,0,1,1,0,0,50,39,1
37,4,134559,15,2,12,0,4,1,0,0,40,39,0
20,4,192738,15,4,1,3,4,1,0,0,40,39,0
32,4,211349,11,2,12,0,4,1,0,0,40,39,0
25,4,421923,15,4,12,3,4,0,99465,0,50,39,0
40,4,172256,7,4,12,1,4,0,0,0,40,39,0
56,4,167910,9,2,10,1,4,0,9597,0,50,39,1
50,4,339676,11,6,4,1,2,0,0,0,44,39,0
51,7,89215,10,2,10,0,4,1,14880,0,51,39,1
58,6,196926,11,5,3,4,2,1,0,0,40,39,0
59,4,334935,9,2,13,0,4,1,0,0,40,39,1
51,2,209040,12,0,10,1,4,0,0,0,50,39,0
20,4,264573,7,4,6,3,4,0,0,0,34,39,0
31,4,148493,9,2,4,0,4,1,0,0,60,39,0
41,6,224421,7,2,12,0,4,1,0,0,40,39,0
26,4,371045,15,2,3,0,4,1,0,0,40,39,0
40,4,49049,11,2,3,0,4,1,0,0,40,39,1
47,4,109048,12,2,14,0,4,1,0,0,50,39,1
51,4,32415,15,5,12,4,4,0,0,0,34,39,0
39,4,297520,9,2,12,0,4,1,0,0,40,39,1
45,4,178666,10,2,10,0,4,1,0,1885,50,39,1
44,2,184072,15,2,1,0,4,1,0,0,25,39,0
41,4,171483,9,5,4,1,4,1,0,0,60,29,0
31,4,56145,9,4,13,1,2,1,0,0,40,39,0
50,7,56214,10,2,10,0,4,1,0,0,49,39,1
29,4,168269,11,2,7,0,4,1,0,0,40,39,0
24,4,282583,11,4,1,2,4,0,0,0,46,39,0
27,4,201602,0,4,7,2,3,1,0,0,45,39,0
50,5,242316,9,2,14,0,4,1,0,0,40,39,1
21,4,115459,9,4,1,1,4,0,0,0,12,39,0
42,4,109321,15,2,7,0,4,1,0,0,40,39,0
44,4,196684,11,2,12,0,4,1,0,0,40,39,1
27,6,173821,15,0,4,1,4,1,0,0,40,39,0
23,4,239999,1,4,8,4,4,0,0,0,45,39,0
38,4,36451,15,4,8,1,4,0,0,0,35,39,0
31,4,321864,9,4,12,1,2,0,0,0,38,39,1
20,2,84418,9,4,10,3,4,0,0,0,21,39,0
56,4,99561,9,2,3,0,4,1,0,0,40,39,0
24,4,177410,15,4,4,3,2,0,0,0,23,39,0
23,4,305405,1,4,10,3,4,0,0,0,22,39,0
47,4,41555,5,5,8,4,0,1,0,0,35,39,0
43,7,33292,11,0,11,1,4,1,0,0,40,39,0
33,6,231098,11,2,12,0,4,1,0,0,34,39,1
29,2,435213,11,0,1,1,2,0,0,0,40,39,0
24,4,154911,11,4,3,3,4,1,0,0,40,39,0
23,4,219168,11,4,1,2,4,0,0,0,14,39,0
21,4,261938,15,4,12,1,4,1,0,0,40,39,0
63,4,224598,11,2,11,0,4,1,0,0,37,39,0
38,4,133039,11,2,3,0,4,1,0,0,40,39,0
39,5,124003,11,2,3,0,4,1,0,0,60,39,1
35,4,141717,9,2,13,5,4,0,0,0,35,39,1
55,4,195304,9,2,3,0,4,1,0,0,40,39,0
35,4,189449,9,4,9,1,4,1,0,0,40,0,0
49,4,124168,8,0,4,4,4,1,0,0,45,39,0
63,5,311489,7,2,10,0,4,1,0,0,45,39,1
41,4,192012,15,0,4,1,4,0,0,0,50,29,0
28,4,236002,9,4,10,1,4,1,0,0,40,39,0
30,4,69667,15,2,4,0,4,1,0,0,40,39,1
55,4,101277,9,2,4,0,1,1,0,0,40,30,1
26,4,119277,0,2,8,0,4,1,0,0,45,39,0
41,4,24962,8,2,3,0,4,1,0,0,68,39,0
31,4,188436,10,4,10,1,4,0,0,0,50,39,0
55,5,160367,11,2,12,0,4,1,3508,0,50,39,1
28,4,264083,15,2,6,5,4,0,0,0,21,39,0
42,1,35752,12,5,10,4,4,0,0,0,36,39,0
45,4,186824,9,2,4,0,4,1,0,0,40,0,0
36,4,260795,9,2,4,0,4,1,0,1987,35,39,1
33,1,206916,10,2,10,0,4,1,9442,0,56,39,1
42,4,267027,15,0,13,1,4,0,0,0,40,39,0
40,4,160209,9,2,7,0,4,1,0,0,45,39,1
30,4,84414,11,4,1,4,4,0,0,0,34,39,0
46,2,171871,12,0,4,1,4,0,0,0,35,39,1
22,4,130194,11,6,8,2,4,0,0,0,35,37,0
21,6,198260,1,4,1,3,4,0,0,0,15,39,0
40,6,358649,7,4,5,4,4,1,0,0,50,39,0
23,6,192620,9,4,10,1,4,0,0,0,40,39,0
50,4,160795,9,2,12,0,4,1,0,0,50,39,0
47,4,43444,5,2,14,0,4,1,0,0,40,39,0
28,6,249848,9,4,13,1,4,1,0,0,50,39,1
40,4,111359,0,2,7,0,4,1,0,0,50,39,0
56,6,169906,9,2,4,0,4,1,0,0,45,39,0
25,4,163532,15,4,3,4,4,1,0,0,40,39,0
33,7,352135,9,4,12,1,2,0,0,0,40,39,0
40,4,180123,8,3,3,1,4,1,7997,0,36,39,1
32,4,181718,1,4,6,1,4,1,0,0,40,39,0
20,4,556937,15,4,8,3,4,0,0,0,52,16,0
19,4,180992,15,4,12,1,4,1,0,0,40,39,0
26,4,97367,15,4,8,1,4,0,0,0,20,39,0
18,4,208374,15,4,6,3,4,1,0,0,40,39,0
36,4,223991,11,2,7,2,4,1,0,0,40,39,0
65,4,116356,11,5,13,1,4,1,0,0,68,39,0
62,4,156592,9,2,7,0,4,1,0,0,40,33,1
55,1,157996,9,2,12,0,4,1,0,0,40,39,1
21,4,49882,9,4,1,3,2,0,0,0,40,39,0
65,4,101492,5,2,3,1,4,1,0,0,40,8,0
43,2,256771,7,2,1,5,2,0,0,0,40,39,0
18,7,129697,15,4,0,3,4,0,0,0,40,39,0
18,4,53868,11,4,8,3,4,1,0,0,40,39,0
62,6,71567,9,5,10,1,4,0,0,0,40,39,0
32,4,338380,7,4,10,1,2,0,0,0,45,39,0
22,4,50711,0,4,8,3,4,0,0,0,45,39,0
28,4,159849,9,4,4,1,4,1,0,0,40,0,0
24,4,152559,11,4,14,1,4,1,0,0,32,39,0
33,4,407279,9,4,1,1,4,1,7420,0,45,39,1
32,4,109616,15,2,3,0,4,1,0,0,40,39,0
32,6,105441,7,4,10,1,4,1,0,0,50,39,0
41,1,133086,15,2,1,0,4,1,0,0,40,39,0
34,4,200090,15,0,1,3,4,0,0,0,40,39,0
19,7,164394,15,2,8,0,4,1,0,1605,12,39,0
20,4,166228,15,4,12,3,4,1,0,0,26,39,0
39,4,87415,15,2,4,0,4,1,0,0,40,39,1
48,6,38251,9,2,12,0,4,1,0,0,50,39,1
30,4,105513,15,2,1,1,4,0,0,0,24,39,0
43,4,132715,10,4,10,1,4,1,24303,0,55,0,1
44,2,355984,12,4,10,1,4,0,2591,0,20,39,0
41,4,119742,11,2,5,0,4,1,4778,0,49,39,0
32,4,352591,8,2,3,0,4,1,0,0,40,39,0
58,2,138039,12,4,10,3,4,1,0,0,20,39,0
25,4,69269,15,4,6,1,4,1,0,0,45,39,0
45,4,187610,0,2,8,0,4,1,0,0,40,39,1
48,4,184586,11,2,14,0,2,1,0,0,40,39,0
26,4,178062,11,2,3,0,4,1,2942,0,49,39,0
38,4,191950,15,2,1,0,4,1,0,0,40,39,0
52,5,137107,14,2,12,0,4,1,14895,0,60,39,1
45,4,169021,11,2,13,0,4,1,0,0,40,39,1
42,2,225882,10,2,10,0,4,1,7561,0,60,39,1
41,4,128675,15,2,14,0,4,1,0,0,40,39,0
28,0,128515,0,4,0,1,4,1,0,0,37,39,0
42,4,124929,11,2,3,0,4,1,0,0,40,39,0
40,4,265365,15,0,4,1,4,0,0,0,40,39,0
50,4,109203,11,3,8,1,2,0,0,0,40,39,0
37,4,31455,15,2,1,0,4,1,0,0,40,39,0
72,0,258989,11,0,0,1,4,0,0,0,13,9,0
26,4,276332,9,2,12,0,4,1,0,0,60,39,1
28,4,205865,11,4,7,3,2,1,0,0,40,39,0
22,2,384451,7,4,10,1,4,0,0,0,52,39,0
23,4,172507,11,4,13,4,2,0,0,0,40,39,0
23,4,165126,11,4,3,3,4,1,0,0,40,39,0
21,4,43174,2,4,1,3,4,0,0,0,13,39,0
22,6,224926,15,4,4,1,4,1,0,0,45,39,0
21,4,186170,2,4,10,1,4,1,0,0,27,39,0
55,4,195376,11,6,9,1,4,0,0,0,40,9,0
52,5,93580,14,2,10,5,4,0,9489,0,50,0,1
28,4,226480,11,3,8,4,4,0,0,0,40,39,0
41,4,116417,11,2,3,0,4,1,0,0,50,39,0
34,4,140853,11,0,13,4,4,0,0,0,40,39,0
40,4,189324,8,3,13,1,4,1,0,0,60,39,1
36,6,137056,2,0,5,4,4,0,0,0,45,39,0
81,4,133096,15,6,12,1,4,1,0,0,27,39,0
30,4,260900,4,2,6,0,4,1,0,0,40,26,0
39,4,51275,15,2,3,0,4,1,0,1871,40,39,1
23,4,179890,11,4,8,3,2,1,0,0,21,39,0
39,5,201495,11,2,4,0,4,1,0,0,48,39,1
22,4,111821,1,0,12,4,4,1,0,0,40,39,0
48,4,198810,9,4,4,1,4,0,0,0,40,7,0
42,7,39778,5,5,8,1,4,1,0,0,19,39,0
42,2,202364,11,2,3,0,4,1,0,0,40,39,0
20,4,399346,11,4,13,1,4,1,0,0,40,39,0
49,4,250202,9,2,14,0,4,1,3402,0,50,26,0
21,4,460346,15,4,10,1,4,1,0,1554,40,39,0
49,6,137567,9,0,12,1,2,1,0,0,40,39,0
45,7,87446,9,0,4,1,4,0,0,0,40,39,0
22,4,197597,11,2,3,0,4,1,0,0,91,39,0
52,4,101382,15,2,3,0,4,1,0,0,40,39,0
18,0,194920,9,4,0,4,2,1,0,0,40,39,0
25,4,191053,9,4,10,1,4,0,0,0,60,39,0
51,6,104512,3,6,5,4,4,1,0,0,40,39,0
34,6,183218,12,2,4,0,4,1,0,0,50,39,0
34,4,280577,9,2,4,0,4,1,0,0,50,26,0
33,4,248434,11,2,1,5,2,0,0,0,40,39,0
21,6,259994,15,4,12,1,4,1,0,0,20,5,0
48,4,206468,11,2,10,0,4,1,14968,0,48,39,1
55,2,106841,12,2,4,5,4,1,0,0,50,39,1
20,4,105476,15,2,1,3,4,0,0,0,40,39,0
42,4,243560,7,2,4,0,4,1,14949,1873,50,39,1
44,4,425735,9,2,4,0,4,1,0,0,50,39,1
18,4,403988,15,4,12,3,4,1,0,0,30,39,0
28,1,232768,15,4,1,1,1,0,0,0,68,39,0
31,4,210808,15,4,12,2,4,1,0,0,60,39,0
34,6,119455,15,4,4,1,4,0,0,0,36,39,0
52,6,310781,11,6,4,4,4,0,0,0,19,39,0
48,7,299535,9,0,4,1,2,0,0,0,40,39,0
57,6,96988,9,2,12,0,1,1,0,1635,60,19,1
38,4,287592,11,4,3,1,4,1,0,0,50,39,0
32,4,50794,11,6,7,1,4,0,0,0,40,39,0
54,4,116716,11,0,7,1,4,1,0,0,35,39,0
24,4,378445,1,0,8,4,4,0,0,0,42,39,0
29,4,515252,9,4,13,1,4,1,0,0,40,39,0
30,4,360566,15,2,14,0,4,1,0,0,40,39,0
34,1,302381,7,2,1,0,4,1,0,0,40,39,0
34,5,296155,7,4,6,1,4,1,7532,0,50,39,0
37,4,97380,11,2,1,0,2,1,0,0,40,39,1
34,4,169479,11,4,3,1,4,1,0,0,40,39,0
50,0,214540,11,6,0,1,2,0,0,0,21,39,0
64,6,342189,6,2,3,0,4,1,0,0,40,39,0
31,4,277826,10,4,10,4,4,0,0,0,40,39,0
25,4,134876,15,4,1,3,4,0,0,0,31,39,0
30,6,113351,11,4,14,4,4,1,0,0,31,39,0
45,4,183926,9,2,7,0,4,1,0,0,40,39,0
21,4,41158,9,4,10,3,4,1,0,0,40,39,0
50,0,86071,11,5,0,1,4,1,0,0,62,39,0
39,4,142541,11,2,14,0,4,1,3329,0,50,39,0
35,0,424495,5,4,0,3,4,0,0,0,40,39,0
55,4,395679,9,2,10,0,4,1,0,1879,45,39,1
50,4,286446,11,2,3,0,4,1,0,0,50,39,0
46,4,213059,12,2,4,0,4,1,0,0,45,39,0
36,4,198118,11,2,14,0,4,1,0,0,50,39,0
22,2,189667,9,4,10,1,3,1,0,0,49,9,0
18,4,203045,15,4,0,1,4,1,0,0,21,39,0
26,4,342624,10,2,13,0,4,0,7449,0,40,39,0
35,4,189856,11,4,3,1,4,1,0,0,40,39,0
39,2,141619,8,2,10,0,4,1,14834,0,35,39,1
49,7,195205,8,2,11,0,4,1,0,0,40,39,0
30,4,86471,9,2,10,0,4,1,0,0,45,39,0
50,4,163181,8,2,13,5,4,1,0,0,45,39,1
53,4,112197,8,2,4,0,4,1,0,0,49,39,1
42,0,181748,11,2,0,0,4,1,0,1887,40,39,1
50,4,106240,15,2,14,0,4,1,0,0,40,19,0
25,4,372472,11,4,1,1,0,0,0,0,34,39,0
27,2,172568,11,4,3,1,0,1,0,0,45,39,1
30,4,202329,7,2,1,5,4,0,14948,0,40,39,0
35,4,192843,11,2,10,1,4,1,0,0,40,39,0
23,4,157710,11,2,3,0,4,1,0,0,40,39,0
