date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
110,3,3.62,4759,245481,2.0,1,3,4,7,3430,1745,1979,0,98075,47.5771,-122.281,3091,22148,2223643
308,4,1.72,1295,4248,1.0,0,0,4,9,782,0,1983,0,98133,47.4057,-122.31,1124,4245,431352
104,6,1.51,1077,7104,1.0,0,0,3,6,725,251,1964,0,98109,47.2825,-122.191,1086,5172,283404
31,4,6.0,3983,8254,1.0,0,0,3,8,3304,0,2002,0,98155,47.2831,-122.254,2509,29120,1662203
312,4,2.03,3868,8740,2.0,0,0,3,9,3942,930,2005,0,98006,47.3702,-121.949,3665,18440,1559555
351,4,2.27,1323,181857,1.0,0,0,3,5,735,610,1980,0,98038,47.3123,-122.397,942,6161,639364
356,2,2.96,1542,19214,2.0,0,0,3,7,1169,0,1994,0,98144,47.535,-122.131,1394,5287,263608
353,4,2.66,2785,9965,1.0,0,0,3,9,3842,0,2008,0,98155,47.5517,-122.016,2799,13438,244933
141,4,2.14,1781,253816,1.0,0,0,3,10,1248,0,1998,0,98022,47.3476,-122.182,1313,38925,376243
222,0,4.9,4931,10542,1.0,0,1,5,5,3102,1942,1974,0,98075,47.542,-122.293,2504,109081,763430
106,4,2.03,1374,17962,1.0,0,0,3,8,828,0,1988,0,98023,47.4582,-122.142,1110,4611,284958
25,3,3.1,2172,10591,2.0,0,0,3,8,2910,0,2006,0,98059,47.2447,-122.086,1631,9932,479053
207,3,1.94,4256,8376,2.0,1,4,5,8,3683,204,2003,0,98105,47.5215,-121.923,3660,18500,671426
105,4,2.26,4788,15985,2.0,0,0,3,7,2999,1156,1992,2006,98004,47.5745,-122.217,3744,14887,898311
120,4,2.76,3042,230316,1.0,0,0,3,9,2018,0,1979,0,98144,47.554,-122.353,1914,17826,503253
147,3,1.9,1415,4096,1.0,0,2,3,8,1639,0,1913,0,98112,47.6921,-122.3,2319,9154,630436
210,3,2.49,3840,8079,2.0,0,3,3,8,3424,0,2006,0,98144,47.6581,-122.154,2996,2773,794539
122,2,4.09,1880,40506,1.5,0,0,4,7,2074,389,1989,0,98034,47.6043,-122.201,1926,3742,326141
58,4,1.51,4387,7116,2.0,0,0,3,10,3050,0,1993,0,98075,47.7562,-122.092,3812,3955,2041627
60,4,3.29,2940,8494,2.0,0,0,3,8,2469,0,2010,0,98023,47.6345,-122.344,1676,2535,306880
308,3,2.06,2263,40221,2.0,0,0,3,8,2180,0,2005,2005,98198,47.4109,-122.049,1887,1722,353797
311,3,2.96,2144,10320,2.0,0,0,3,9,2343,0,2007,0,98023,47.4759,-122.292,1247,7531,1885967
223,5,3.78,3864,109232,1.0,0,2,3,8,3011,1061,1958,0,98052,47.655,-122.251,2667,12125,921977
278,2,1.91,1417,238866,1.5,0,0,3,9,915,0,1991,0,98059,47.4716,-122.177,1080,204131,438234
21,3,2.41,1559,19063,1.0,0,0,4,6,1153,0,2000,0,98125,47.3385,-122.133,1188,3990,278415
274,4,2.36,1864,3002,1.0,0,0,3,6,1380,0,1991,0,98117,47.625,-122.354,1423,5712,404802
110,4,2.78,2279,21575,2.0,0,0,3,9,3523,0,2009,0,98092,47.4854,-121.921,2186,7486,760447
349,3,0.99,884,5769,1.0,0,0,3,5,725,750,1944,0,98011,47.5616,-122.11,1210,14550,378723
175,3,1.61,1128,7859,1.0,0,0,4,7,902,0,1957,0,98112,47.5594,-122.119,1405,9916,1152875
311,2,1.87,1313,8296,1.0,0,0,4,7,860,796,1988,0,98045,47.2591,-122.143,1134,6866,583649
128,10,4.05,2198,217172,1.0,0,0,3,8,2254,0,1963,0,98003,47.4538,-122.12,2076,8328,259623
67,4,3.56,1913,8965,2.0,0,0,3,8,2381,0,2003,0,98077,47.6497,-122.147,1950,167765,234782
126,2,3.28,1427,3649,1.0,0,1,4,7,1460,899,1921,0,98148,47.6903,-122.333,2077,8058,582979
353,3,1.12,853,3196,1.5,0,0,4,7,770,245,1936,0,98117,47.7483,-122.355,1129,65905,469705
64,4,3.24,2140,7261,1.5,0,0,4,9,1390,0,1997,0,98115,47.642,-122.311,1430,3410,261681
172,4,2.49,3881,44532,2.0,0,3,3,8,3569,0,2003,2008,98019,47.5182,-122.281,2448,11226,1143820
349,3,2.03,1216,4341,1.0,0,0,4,11,729,0,1987,1989,98198,47.6015,-122.386,947,23722,568270
146,2,2.94,2528,6783,1.0,0,0,3,7,2566,0,1939,0,98166,47.5757,-122.303,2781,10493,773746
184,1,4.42,5243,10219,2.0,0,0,3,7,3999,213,2002,0,98040,47.3342,-122.111,2995,44595,587043
283,4,3.08,4591,7842,1.0,0,0,4,9,3160,0,1997,0,98199,47.3122,-122.369,2620,12587,958071
354,5,1.12,2080,8350,1.5,0,2,5,8,2050,548,1922,0,98107,47.6901,-122.227,3070,4673,943660
24,2,2.88,2331,4318,1.0,0,1,4,8,2098,1855,1934,0,98146,47.5351,-122.412,2260,5309,832019
313,4,2.24,3016,9777,2.0,0,0,3,9,3859,0,2004,0,98011,47.354,-121.975,2970,14608,335495
23,3,1.6,1095,81216,1.5,0,0,3,6,799,987,1962,0,98052,47.3609,-122.261,1101,8466,236182
293,4,5.04,5725,21231,1.0,1,3,4,10,3367,1055,1987,0,98031,47.465,-122.296,2655,6481,409942
168,6,1.0,943,6194,1.0,0,0,4,8,1141,919,1908,0,98166,47.6338,-122.419,1920,10931,505823
322,3,2.62,1402,8476,1.0,0,0,4,9,1048,0,1957,2012,98198,47.7653,-122.137,1396,8238,522879
105,4,1.36,2257,10897,2.0,0,0,3,9,3337,408,1995,2006,98115,47.3484,-121.896,2673,41500,1319680
145,4,2.71,4388,42537,2.0,0,4,4,7,3723,0,2003,0,98001,47.3212,-122.228,2897,8097,317044
153,4,2.83,2585,7914,1.0,0,2,3,10,2192,0,1940,0,98115,47.7623,-122.2,2479,11182,411297
103,3,2.31,2669,10057,2.0,0,0,3,9,3551,0,2010,0,98126,47.4541,-121.924,2649,9898,1189540
171,6,2.17,1655,3500,1.5,0,4,4,8,2074,596,1918,0,98058,47.7202,-122.388,2337,10322,645808
356,6,5.03,5563,43211,2.0,1,4,3,8,3218,1407,1992,0,98075,47.7149,-122.336,2802,12118,3615034
25,2,1.48,1556,113483,1.0,0,0,3,9,1258,948,1969,0,98034,47.6434,-121.978,1704,11513,523214
110,1,1.97,2641,4819,1.0,1,0,4,8,2217,0,1948,0,98105,47.6851,-122.308,3204,11571,386637
101,4,0.91,2337,2800,2.0,0,3,4,10,2325,1397,1933,0,98112,47.6387,-122.283,3704,10906,1403815
361,3,4.88,2181,18669,2.0,0,0,3,7,2821,191,1998,0,98188,47.7241,-122.127,2137,4781,973546
23,3,1.62,2059,45184,1.0,0,0,3,7,2026,578,1994,0,98117,47.6969,-122.155,1726,8550,251104
171,4,1.61,1554,3182,2.0,0,2,5,8,1794,841,1914,0,98122,47.7537,-122.354,2291,22504,404835
60,4,0.97,795,4956,1.0,0,0,4,6,774,757,1929,0,98118,47.59,-122.15,1341,6740,578669
209,3,0.8,661,17304,2.0,0,0,5,8,805,1329,1919,2006,98105,47.4839,-122.201,1519,4133,378495
140,4,2.43,2187,54109,2.0,0,0,3,10,4055,0,2007,0,98092,47.5491,-121.997,2614,6506,792122
317,3,2.12,1399,238449,1.0,0,0,3,7,1238,0,1990,0,98053,47.4848,-122.011,1535,7162,782906
336,2,5.54,3511,19195,2.0,0,0,3,7,3507,1169,1967,0,98006,47.5636,-122.207,2371,8937,414928
152,4,4.56,3824,6821,2.0,0,0,3,9,3125,347,1980,0,98146,47.5768,-122.324,2621,6115,1409995
281,4,2.16,2859,47396,2.0,0,0,3,9,3388,0,2001,0,98177,47.3677,-122.17,3029,34515,1029489
150,0,3.55,2761,10254,1.0,0,0,3,8,2654,749,1994,0,98198,47.6834,-122.071,1821,13000,502917
313,4,1.54,977,1760,3.0,0,0,4,8,892,198,1949,0,98058,47.5328,-122.351,1485,5362,181403
105,5,2.91,2823,4787,3.0,0,0,3,9,1907,461,2001,0,98112,47.2378,-122.352,1844,3662,611994
182,3,3.87,2453,53213,2.0,0,0,4,8,3046,1132,2000,0,98058,47.4564,-121.983,2084,21568,529700
102,5,2.3,2939,7223,1.0,0,4,2,13,2296,0,1948,0,98116,47.5968,-122.397,2838,5512,545016
175,4,3.43,3737,9503,1.5,0,1,5,7,4258,1119,2006,0,98144,47.2763,-122.064,3080,19737,258915
310,3,1.44,2631,8955,1.0,0,4,5,8,2379,0,1940,0,98198,47.5644,-122.287,3502,7173,1052773
119,5,2.46,2215,14041,1.0,0,2,4,12,1705,426,1955,0,98034,47.6382,-122.2,1881,244757,359086
181,3,2.43,1489,10026,1.0,0,0,3,8,1479,456,1988,2012,98001,47.4506,-122.06,1620,15585,618740
163,3,1.9,1355,84085,2.0,0,0,3,6,854,0,1995,0,98115,47.6735,-122.203,1052,5653,290016
67,3,2.31,1686,9337,1.0,0,0,4,6,1345,549,1976,0,98155,47.7501,-122.039,1563,6619,305248
65,3,1.52,1393,5950,1.0,0,0,5,7,1377,400,1961,0,98199,47.5552,-122.107,1997,7155,277377
31,2,2.53,1695,5815,1.0,0,0,3,7,2229,1223,1940,0,98045,47.56,-122.182,2301,11089,434774
351,3,1.33,2074,3428,1.0,0,4,4,8,2502,1648,1927,0,98146,47.6949,-122.312,3273,8200,1545148
111,5,2.97,2911,15833,2.0,0,0,1,8,1816,0,1966,1964,98118,47.6133,-122.409,2135,1554,675494
108,3,0.75,636,11815,1.0,0,0,4,7,961,378,1906,0,98042,47.7234,-122.328,1985,9207,565996
302,4,4.56,2444,7624,2.0,0,2,4,9,2025,476,1932,0,98022,47.7109,-122.297,2245,10963,431432
317,5,2.7,2059,20617,1.5,0,1,3,9,2790,0,2007,0,98148,47.3314,-122.012,2238,6410,530820
108,5,2.34,1375,7142,1.0,0,0,1,6,989,1175,1993,0,98125,47.7365,-122.186,1167,3153,504967
357,3,3.26,1653,10047,2.5,0,0,3,7,1509,0,1997,0,98115,47.5467,-122.073,1408,14664,514056
218,3,4.32,2316,10391,2.0,0,0,3,7,3273,436,2010,0,98004,47.6538,-122.087,1966,11005,433772
22,5,2.54,1690,9908,2.5,0,0,3,5,1530,0,2001,1994,98053,47.4635,-122.164,1268,4853,276794
76,1,4.4,2258,5837,1.0,0,0,4,7,1922,1382,1936,0,98177,47.5423,-122.387,2163,8912,787916
213,4,2.7,2554,680,2.0,1,3,4,7,1952,369,1936,0,98038,47.5745,-122.45,2176,4866,716832
168,5,0.71,627,948,1.0,0,0,4,7,786,917,1911,0,98042,47.7674,-122.309,1560,13900,374307
20,2,1.08,904,660,2.0,0,0,3,7,1047,0,1930,0,98053,47.5038,-122.324,1724,5536,320600
115,4,3.54,2575,7926,1.0,0,0,3,8,2766,0,2005,0,98144,47.6422,-122.215,2259,50973,209737
117,4,3.25,2501,9816,1.0,0,0,3,10,3106,0,2009,0,98178,47.6524,-122.118,1924,6005,241883
65,3,3.77,2381,39281,2.0,0,0,3,7,1993,642,1981,0,98045,47.4661,-122.342,2206,1473,1491095
164,3,0.68,1760,7785,2.0,0,0,3,9,1860,0,1965,0,98033,47.4861,-121.962,3068,79176,410432
102,3,1.95,2281,8447,1.5,0,0,3,8,2027,0,2006,0,98146,47.6725,-122.119,1700,2665,486755
212,2,2.5,1444,42813,1.0,0,0,4,7,941,239,1992,0,98105,47.5431,-122.175,1144,7046,446307
111,3,2.89,2684,10342,2.0,0,0,4,10,3991,0,2009,0,98144,47.5509,-121.93,2612,81123,1895937
312,4,2.36,2727,19590,2.0,0,2,3,10,3604,0,2009,2014,98125,47.3437,-121.911,2845,60552,315047
285,5,2.79,4652,46859,2.0,1,1,4,9,3431,1558,1984,0,98103,47.6996,-122.207,3379,19730,991734
318,4,2.94,2270,122685,2.0,0,0,3,7,3765,0,2007,0,98010,47.4852,-121.992,2228,6500,619260
348,5,1.31,937,193952,3.0,0,0,3,5,726,0,1963,0,98031,47.7431,-122.166,1166,180743,423677
216,3,1.45,968,6708,3.0,0,2,4,8,828,756,1928,0,98122,47.3119,-122.159,1520,10798,460750
110,4,3.37,2354,52218,2.0,0,0,3,8,3924,0,2010,0,98177,47.734,-121.996,2543,4428,1272908
31,4,5.29,4317,52661,1.0,0,2,5,8,3086,0,1964,0,98027,47.3518,-122.265,2470,20252,997635
273,4,1.35,4223,7132,2.0,0,4,3,9,3292,0,1993,0,98106,47.525,-121.954,3733,8787,574025
72,4,3.94,2987,9047,2.0,0,3,5,8,1584,0,1952,0,98106,47.5283,-122.204,1600,14703,513692
64,4,1.72,2852,13218,3.0,1,2,5,8,2842,1082,1941,0,98133,47.5186,-122.259,3161,22317,1344917
313,4,2.6,2006,10184,2.0,0,0,4,7,2361,0,2008,0,98053,47.3286,-122.036,1666,33941,246965
350,2,2.44,2510,9160,2.0,0,0,3,7,2655,0,2008,0,98059,47.5131,-122.123,2217,9100,732210
280,3,2.82,1571,6474,1.0,0,0,3,11,965,775,1998,0,98032,47.4489,-122.325,1188,2518,244407
280,3,3.37,3173,7709,2.0,0,0,3,9,1811,0,2006,0,98024,47.3878,-122.464,1154,5170,278000
308,4,1.58,5044,6668,2.0,0,0,3,7,3101,0,1996,0,98072,47.5747,-122.108,4079,6854,1646012
25,4,3.05,1435,8469,2.0,0,0,3,7,1073,0,1993,0,98199,47.3352,-122.174,1323,4414,336646
152,4,4.59,3577,112365,2.0,0,1,3,7,4342,0,2003,0,98146,47.726,-122.119,2515,12718,2447743
211,3,1.03,1200,726,1.0,0,0,5,11,1646,0,1911,0,98002,47.6561,-122.322,2584,6346,576347
109,4,1.49,2580,4894,1.0,0,2,5,9,1994,0,1936,0,98117,47.5731,-122.293,2755,9696,702603
56,2,1.9,4303,8396,2.0,0,0,4,8,3673,0,2005,0,98144,47.6407,-121.847,3929,7830,525092
211,4,1.62,1715,7522,1.0,0,3,4,9,1838,0,1925,0,98033,47.7128,-122.441,2031,19677,800210
206,3,1.8,1546,112452,2.0,0,0,4,9,1506,0,2002,0,98168,47.685,-122.145,1310,7740,560214
112,4,2.24,1458,9190,2.0,0,3,5,7,1290,0,1990,0,98030,47.2651,-122.086,1467,4764,481364
150,4,3.48,2362,118726,2.0,0,2,5,10,3948,0,2005,0,98178,47.6179,-122.015,2558,42333,1024401
126,3,1.03,4844,13686,2.0,0,0,3,8,3011,1171,1979,0,98074,47.601,-121.878,4318,6752,629477
316,3,2.07,1533,48590,1.0,0,2,4,8,1894,0,1914,0,98105,47.4337,-122.35,2380,7753,975359
284,3,1.08,905,5251,2.0,0,0,4,7,891,448,1930,0,98103,47.4296,-122.192,1396,7438,263903
25,4,1.27,1843,8146,1.0,0,0,2,9,2098,0,1938,0,98118,47.7254,-121.969,2693,12791,1459415
57,4,1.32,4188,7672,2.0,0,0,2,8,3289,0,1983,0,98115,47.6434,-122.071,3981,17460,823415
164,3,1.81,1214,7453,3.0,0,0,3,8,847,828,1987,0,98118,47.3175,-122.156,1148,3392,242884
180,2,2.02,1444,5889,1.0,0,0,4,7,1002,767,1931,0,98045,47.5276,-122.207,1393,13000,493404
114,4,3.61,1617,9894,2.0,0,0,3,7,1548,0,2000,0,98027,47.3162,-122.111,1488,196505,282108
358,3,1.43,1834,6481,1.0,0,0,3,9,1618,391,1924,0,98059,47.5768,-121.993,2275,11084,587072
351,7,1.53,4765,43130,2.0,0,0,3,10,3480,0,1993,1951,98074,47.577,-122.042,3862,19445,558078
357,4,4.59,5002,51456,2.0,1,3,4,7,3728,0,1986,0,98199,47.5574,-122.271,2751,11859,783236
317,1,2.78,4512,47312,2.0,0,4,3,8,3633,984,1990,0,98107,47.4802,-122.073,3340,9397,2300884
135,5,1.57,1032,6559,2.0,0,0,3,6,718,0,1973,0,98002,47.6843,-122.234,1024,6821,312013
64,3,0.91,965,4182,1.0,0,0,4,8,1354,0,1914,0,98034,47.6418,-122.101,1996,13077,344960
314,3,0.95,896,1531,3.0,0,0,4,6,1069,0,1925,0,98136,47.5501,-122.281,1915,3959,727489
183,1,4.5,3094,7470,1.0,0,2,3,7,2379,1296,1941,0,98010,47.6097,-122.354,2424,7673,783006
313,3,2.17,3724,8013,2.0,0,0,3,4,3382,0,1997,0,98075,47.6322,-122.262,3117,13647,2699360
325,2,3.39,3440,18850,2.0,0,0,4,10,3111,545,2002,0,98092,47.3631,-122.097,2147,6039,474978
206,4,2.22,3356,46606,2.0,0,2,3,10,3743,0,2009,0,98075,47.4983,-122.009,3325,6339,1331831
345,5,1.13,4665,6287,1.5,1,0,3,11,2746,1335,1993,1963,98074,47.7548,-121.88,4176,30836,569879
192,6,6.58,2715,116475,1.0,0,0,4,10,3903,410,2001,0,98188,47.2338,-122.08,2190,11679,875156
211,4,2.47,1573,10259,1.0,0,0,3,7,1103,0,1998,0,98070,47.7414,-122.133,1218,9100,309924
213,3,2.86,1914,5773,2.0,0,0,5,7,1187,1115,2000,0,98034,47.6575,-122.345,1335,2367,433364
21,2,2.31,2664,10575,1.0,0,0,3,7,3844,0,2008,0,98105,47.6852,-121.932,2932,35982,731168
291,2,2.27,1161,6465,1.0,0,0,4,8,919,0,1962,0,98022,47.7412,-122.163,1387,5038,431299
112,1,3.68,2630,4574,2.0,0,0,3,9,1764,0,1998,0,98136,47.5659,-122.415,1567,1635,452406
220,5,3.11,2274,15471,1.0,0,4,4,8,1929,798,1921,0,98136,47.676,-122.247,2317,12560,851295
350,4,1.16,1432,18865,1.0,0,0,4,9,1696,0,1980,0,98029,47.5223,-121.897,2009,14462,590976
169,4,1.72,1106,51510,1.0,0,0,3,7,811,0,1971,0,98155,47.6101,-122.247,1276,2483,232203
19,3,1.68,1952,1273,1.0,0,1,5,8,1609,915,1925,0,98059,47.6554,-122.446,2214,8182,745088
55,7,0.79,684,2338,1.0,0,0,3,8,732,0,1926,0,98118,47.3168,-122.26,1264,4274,265628
106,4,2.63,1701,8647,1.0,0,0,3,6,1192,0,2003,0,98178,47.7341,-122.156,1233,5856,237902
116,3,2.26,2543,245165,1.0,0,0,4,8,2157,0,1953,0,98052,47.3725,-122.017,2450,20002,595943
23,2,1.78,4615,14248,2.0,0,0,3,9,2734,1158,1979,0,98125,47.7555,-122.095,3650,46311,902163
63,5,1.61,1055,2434,1.0,0,0,3,7,851,1239,1953,0,98188,47.5384,-122.354,1214,2825,442865
319,3,1.75,1010,5169,1.0,0,0,2,7,974,747,1950,0,98022,47.4646,-122.211,1457,3626,201078
105,3,2.17,3732,7631,2.0,0,3,4,9,2944,1723,1966,0,98074,47.6988,-122.33,3106,11591,1622520
182,3,5.2,3206,50113,2.0,0,0,3,9,4266,0,2006,1988,98106,47.5173,-122.117,2427,9351,1201515
125,3,3.0,3660,9057,1.0,0,0,4,7,3100,1732,1960,0,98022,47.6338,-122.067,3203,10493,1809720
21,5,1.44,4900,6940,2.0,0,4,3,10,2962,1147,1984,0,98144,47.5769,-122.128,4061,191247,1552330
58,3,1.79,3328,4377,2.0,0,0,3,7,2273,772,1959,1998,98023,47.5574,-122.405,3092,6741,3504169
354,2,2.85,2328,53161,2.0,0,0,5,9,2790,0,2005,0,98010,47.7437,-121.972,1652,10330,311170
215,4,0.83,1118,2377,1.0,0,0,4,7,1876,717,1915,1987,98118,47.7363,-122.226,2716,9055,674385
351,5,2.99,2221,7374,3.0,0,0,3,7,1558,0,2006,0,98199,47.702,-122.282,1316,150916,253624
60,3,2.29,1347,7157,1.0,0,0,3,10,783,0,1991,0,98105,47.676,-122.263,1039,5904,289148
281,3,1.87,3407,9175,1.5,0,0,3,7,3601,0,2005,0,98065,47.6311,-121.853,3000,6846,478232
315,5,2.55,1920,9849,2.0,0,0,3,9,2726,0,2006,0,98034,47.225,-121.999,2120,31981,306152
294,4,3.45,3469,8456,2.0,1,0,3,7,3153,0,1998,0,98065,47.5329,-122.028,2796,3193,258692
210,4,1.11,930,5506,1.0,0,0,3,6,691,0,1941,0,98103,47.3334,-122.233,1077,6095,331350
65,10,3.8,4396,16951,2.0,0,3,4,8,2906,0,1978,0,98199,47.7423,-122.365,2836,4501,2379132
270,3,0.49,739,1363,1.0,0,0,4,6,1292,1089,1913,0,98006,47.603,-122.128,2665,8267,681723
91,4,1.17,4686,6509,2.0,1,3,3,4,3112,540,1997,0,98116,47.5744,-122.026,4110,6526,1092513
272,4,2.0,5103,33484,2.0,0,2,3,7,2839,0,1997,0,98115,47.513,-122.261,3445,7049,545625
29,5,3.41,1867,5513,1.0,0,0,3,7,1841,155,1971,0,98052,47.5962,-122.292,2080,6008,306101
312,3,1.18,891,2640,1.0,0,0,3,5,1211,703,1952,0,98103,47.3453,-122.221,1855,5302,308962
216,3,2.89,1704,10297,1.0,0,0,3,8,2008,0,2002,0,98077,47.6782,-122.057,1629,45815,494200
126,4,4.67,1852,9706,1.0,0,0,4,7,1652,0,1982,0,98034,47.3278,-122.097,1672,65907,1684661
108,2,2.63,2221,7741,2.0,0,0,4,7,1911,0,2005,0,98042,47.2865,-122.138,1703,5059,351479
276,4,1.37,1232,8073,1.0,0,0,1,7,1098,0,1983,0,98178,47.627,-122.096,1460,4483,331889
171,5,2.65,4384,14131,2.0,0,0,3,7,3031,1057,2000,0,98053,47.5965,-122.291,2906,5414,1404568
142,3,3.09,2261,10904,2.0,0,0,3,10,3691,0,2010,0,98053,47.3112,-121.982,2133,4749,356862
64,4,2.61,4060,230876,2.0,0,0,4,8,3748,0,2003,0,98199,47.6412,-122.044,3730,15529,995970
281,4,2.42,4028,2878,2.0,0,0,3,6,2296,1004,1965,0,98059,47.5739,-122.389,2703,7892,775384
314,3,1.98,1256,17356,1.0,0,0,5,5,1073,0,1991,0,98033,47.3407,-122.166,1299,3927,542359
108,2,0.95,734,14308,1.0,0,2,2,8,1056,0,1909,0,98133,47.6955,-122.36,1972,4231,360332
362,3,4.56,2153,6647,2.0,1,0,4,7,1327,1495,1963,0,98045,47.7519,-122.401,1418,9923,1160566
56,3,1.34,992,6720,1.5,0,0,3,7,677,1241,1964,0,98042,47.3536,-122.221,1024,12714,250655
204,5,0.9,3145,15441,1.0,0,0,3,6,2842,906,1984,0,98178,47.641,-121.929,3841,7333,1405303
138,2,1.3,952,1222,1.0,0,0,3,8,1081,0,1939,0,98118,47.7465,-122.328,1639,2611,318524
349,4,1.63,1458,4286,2.0,0,0,5,6,1400,498,1990,0,98198,47.4364,-122.199,1842,160853,653235
166,4,1.81,2610,10311,2.0,0,0,4,6,3244,920,2007,0,98178,47.3478,-121.796,2515,6434,691145
218,3,4.08,5332,112670,1.0,0,0,3,10,3495,525,1989,1994,98029,47.5098,-122.167,3144,8021,2784308
220,3,2.87,2041,5482,2.0,0,0,3,6,1869,1052,1981,0,98136,47.521,-122.289,2157,9917,733661
174,4,2.72,2102,10427,2.0,0,0,3,9,2546,0,2006,1981,98038,47.4519,-122.051,2107,190469,427654
182,4,3.29,2185,10801,1.0,0,0,4,8,2344,0,1996,0,98034,47.7488,-122.063,1741,11393,304803
180,4,2.85,2700,8213,1.0,1,0,5,10,2303,574,1941,0,98144,47.6574,-122.323,2333,8846,3259923
275,5,1.79,3655,16731,2.0,0,0,4,7,3686,0,2005,0,98006,47.5706,-122.091,3685,13856,940844
66,3,1.14,912,2786,3.0,0,0,5,7,1120,1093,1912,0,98045,47.6898,-122.231,1778,8601,312550
352,4,2.06,3774,18769,2.0,0,0,3,9,3898,0,2005,0,98031,47.3652,-121.894,3364,7298,645073
23,5,2.74,3613,6220,1.0,0,0,4,7,2675,1019,1963,0,98075,47.6574,-122.279,2841,11739,1560147
21,3,1.59,1114,93437,1.0,0,0,4,8,781,0,1967,0,98108,47.4652,-122.135,1228,5515,385871
58,4,1.53,1163,5796,1.0,0,0,3,7,692,0,1964,2003,98033,47.4589,-122.178,1027,7093,273496
171,3,1.21,842,7513,1.0,0,0,4,6,762,759,1929,0,98042,47.4784,-122.301,1207,8065,491673
51,2,1.49,4027,16597,2.0,0,4,3,5,3432,745,2004,0,98006,47.7539,-121.905,3746,14238,903414
315,5,2.39,3487,19227,2.0,0,0,3,10,4140,0,2007,0,98053,47.5579,-121.959,3086,5933,1218730
22,4,1.59,1092,1633,3.0,0,0,4,7,996,509,1951,2012,98118,47.6421,-122.359,1502,4989,329433
