date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
205,3,0.99,848,6943,1.0,0,0,3,7,744,0,1976,0,98042,47.2672,-122.138,1568,8256,475376
216,2,2.13,4056,18158,1.0,0,3,3,6,3316,1253,1989,0,98052,47.6297,-122.384,2212,257748,2605688
318,4,3.08,4374,8013,2.0,0,0,3,9,4381,0,1989,0,98116,47.56,-121.918,3356,263172,808046
20,3,0.99,1007,7261,1.0,0,0,4,7,1208,0,1980,1987,98107,47.6104,-122.08,1642,5163,351552
26,3,2.05,3619,2793,1.0,1,3,3,7,1418,1325,1907,2007,98038,47.5411,-122.322,2554,6299,604321
167,3,2.62,1563,8070,1.0,0,0,3,9,1331,0,1992,0,98103,47.3908,-122.045,1610,7018,232615
350,3,2.48,1345,8069,2.0,0,0,3,6,1745,0,1999,0,98144,47.5362,-122.205,1720,6564,390951
174,4,2.2,3266,8470,3.0,0,0,3,7,3888,0,1990,0,98107,47.602,-122.373,2171,7442,1727124
271,3,1.12,840,5895,1.0,0,0,3,7,881,0,1969,0,98038,47.2576,-122.155,1854,7481,260342
212,3,3.66,4179,8530,2.0,0,0,3,9,4244,0,1998,0,98052,47.5685,-121.91,3239,9012,1413288
134,2,1.01,948,5998,1.0,0,0,3,6,730,229,1970,0,98177,47.7384,-122.247,1284,4689,332347
289,3,4.09,3323,9905,2.0,0,0,3,8,2727,824,2003,1987,98178,47.654,-122.249,1552,8026,374638
350,1,3.01,1998,14766,2.0,0,0,3,7,3535,997,1988,2010,98075,47.535,-122.088,2410,136526,775321
146,4,2.35,3805,18622,2.0,0,4,5,10,3911,0,1987,0,98136,47.6915,-122.172,3680,16272,1538014
321,2,3.07,2919,16791,2.0,0,4,5,9,2570,1919,1962,0,98070,47.7006,-122.232,3507,17541,2248960
317,3,2.82,2686,3849,1.0,0,0,3,8,975,173,1927,0,98040,47.5313,-122.45,1289,2523,563831
135,4,1.37,1255,2589,1.5,0,0,5,8,836,874,1915,0,98005,47.4989,-122.345,1343,6286,336670
59,5,1.61,1125,42299,1.0,0,0,4,13,816,0,1992,0,98116,47.5806,-122.192,1372,6477,284212
68,4,4.05,5002,20171,1.0,0,0,3,9,4125,471,2004,1991,98053,47.6357,-122.206,3476,193363,817789
350,3,2.53,1402,7540,1.0,0,0,3,7,1465,0,1987,0,98119,47.69,-122.137,1600,10508,667487
63,3,4.07,3618,4971,2.0,0,0,4,7,1540,1255,1935,0,98198,47.5679,-122.406,1973,11226,1421463
283,33,3.03,2358,8034,1.5,0,0,3,9,1564,1195,1997,0,98106,47.6571,-122.372,1182,4915,233535
349,2,1.27,1194,36377,2.0,0,0,3,8,997,0,1970,0,98003,47.6787,-121.931,1666,7406,175666
351,2,3.25,2269,16926,2.0,0,2,3,7,2319,0,1997,0,98108,47.42,-122.401,1327,5501,368244
274,4,0.7,840,4997,1.5,0,1,4,7,553,465,1946,0,98102,47.6792,-122.218,1520,7518,335647
277,2,0.71,819,5411,1.0,0,0,5,10,495,0,1956,0,98118,47.5135,-122.214,1334,7734,407126
106,3,2.12,2216,16257,1.5,0,0,3,9,3801,0,1994,2003,98056,47.6232,-122.148,3093,2876,1375036
321,4,2.2,2570,39134,1.0,1,4,4,9,2083,2053,1942,0,98133,47.5587,-122.282,2967,115523,1369834
209,3,1.5,1686,201436,1.0,0,0,3,8,1327,0,1968,0,98199,47.6888,-122.386,1060,4414,593599
108,4,2.29,2438,42494,1.0,0,0,3,6,2053,0,1993,0,98136,47.7426,-122.259,1280,5591,1172921
349,4,1.24,1026,6776,1.0,0,0,3,6,1017,0,1979,0,98188,47.7401,-121.936,1685,13169,292408
68,5,2.72,2629,45587,2.0,0,1,3,10,2806,1882,1968,0,98045,47.6356,-122.281,3253,16695,1179947
62,2,5.13,4058,19702,3.0,0,0,5,8,3655,0,2003,0,98042,47.7069,-122.143,3122,3422,378633
20,2,1.44,1179,2398,1.0,0,3,3,5,722,0,1915,0,98003,47.3788,-122.341,1395,5213,300393
354,5,2.76,2380,6287,2.0,0,0,5,7,3333,259,1980,0,98136,47.678,-122.32,2265,5712,607857
282,4,2.0,2410,15557,1.5,0,0,3,7,3949,0,1993,0,98045,47.5574,-121.923,3020,17061,1709555
20,2,1.55,1023,6775,1.0,0,0,3,6,741,0,1974,0,98058,47.7649,-122.1,1448,5136,180984
150,4,2.45,4225,9539,1.5,0,4,3,8,4187,1203,1988,0,98166,47.6859,-122.085,3740,95103,857649
322,4,2.41,2622,8018,2.0,0,4,4,1,2657,0,1953,0,98006,47.5087,-122.263,2887,45694,1891059
58,3,0.71,1030,3624,1.0,0,0,5,8,1096,1026,1929,0,98075,47.7351,-122.248,1962,12979,540952
310,6,1.23,1440,6920,2.0,0,0,3,8,1481,0,1973,0,98052,47.6199,-121.869,2001,9925,1254096
307,3,0.88,750,4860,1.0,0,0,4,7,684,404,1954,0,98144,47.7409,-122.182,1799,11465,316074
168,5,2.02,1272,4615,1.0,0,0,5,7,1023,137,1952,0,98126,47.6972,-122.33,1466,3764,303933
66,4,3.49,4652,106549,2.0,0,0,3,11,4323,0,2001,0,98074,47.5122,-122.042,3553,7419,1570085
217,6,1.95,3108,45535,2.0,0,4,4,11,3330,1689,1977,2003,98004,47.3356,-122.244,3471,6480,373839
55,3,0.75,784,178974,1.0,1,0,3,7,627,136,1948,0,98033,47.626,-122.25,1572,5093,251315
24,4,4.02,4476,9949,2.0,0,0,3,7,3958,190,2003,0,98014,47.343,-122.164,3126,13660,734098
134,3,0.85,788,4845,1.0,0,0,4,9,666,0,1954,0,98005,47.2608,-122.257,1524,3340,316693
135,2,1.31,982,152736,1.0,0,0,3,7,707,777,1920,0,98115,47.747,-122.291,1590,4585,388878
349,3,1.37,1053,39520,1.0,0,0,3,8,1304,0,1990,0,98122,47.4932,-121.98,2092,5087,496174
19,2,0.76,722,66423,1.0,0,0,3,6,553,318,1958,0,98023,47.6925,-122.209,1659,6553,380829
312,3,0.79,761,13966,1.5,0,0,1,7,597,0,1975,0,98042,47.3562,-122.109,1591,3911,196795
207,5,1.33,1827,16538,1.0,0,0,5,8,946,84,1903,0,98133,47.6656,-122.355,1567,5039,1322916
63,2,3.53,3049,8972,2.0,0,0,3,9,3112,0,2001,2010,98040,47.5794,-121.918,2322,7785,269471
19,3,0.82,835,6627,1.0,0,0,3,8,632,0,1966,0,98005,47.3358,-122.01,1646,17248,176401
62,3,2.65,3984,17671,1.5,0,0,3,8,3888,0,1992,0,98004,47.5221,-122.313,3183,32987,587329
353,3,4.21,2341,7358,2.0,0,0,3,8,2788,622,1993,0,98027,47.7443,-122.158,2516,7683,277959
167,3,1.23,1151,7633,1.0,0,0,3,7,627,905,1980,0,98045,47.3694,-122.094,1342,4359,227885
308,3,1.1,949,12263,1.0,0,0,4,7,1696,0,1971,0,98031,47.4829,-122.178,1919,7569,727199
208,3,1.43,1063,85474,1.0,0,0,4,7,728,0,1979,0,98148,47.365,-122.092,1445,7341,354029
103,5,0.9,911,4151,1.0,0,0,3,12,594,375,1936,0,98005,47.6269,-122.241,1548,4228,306081
278,4,1.92,1499,7677,2.0,0,0,3,8,1917,0,1992,0,98116,47.331,-122.214,1465,211907,626407
177,4,3.02,3516,4887,1.0,0,0,3,9,1304,0,1930,0,98103,47.644,-122.464,1349,14025,534544
311,3,0.55,784,4558,1.0,0,0,4,6,537,0,1934,0,98116,47.7412,-122.146,1738,9215,349951
105,3,1.29,1235,8095,2.0,0,0,4,7,758,259,1925,0,98006,47.7429,-122.374,1228,4481,698415
107,1,1.97,2523,6291,3.0,0,0,3,7,4064,476,1973,2005,98065,47.1732,-122.14,2793,4961,1440884
106,4,3.27,1855,15186,1.0,0,0,3,8,1861,216,1994,1966,98133,47.4528,-122.384,1543,2257,338368
214,3,2.07,1886,6858,1.5,0,0,3,7,2476,0,1990,0,98103,47.4821,-122.356,1757,4683,629783
349,3,0.97,856,7099,1.0,0,0,3,9,783,0,1976,0,98103,47.5507,-122.057,1725,8650,256726
57,3,1.76,1285,178775,1.0,0,0,4,6,2098,1270,1957,0,98117,47.6803,-121.999,2675,272264,556816
57,6,1.84,1110,5613,1.5,0,0,3,7,959,1136,1975,0,98077,47.3727,-122.354,1243,4093,1023358
311,3,0.74,838,5967,1.0,0,0,4,6,478,390,1961,1966,98077,47.6413,-122.221,1368,7969,339985
170,4,4.68,2647,6521,2.0,0,3,3,8,1945,0,1984,1990,98103,47.652,-122.362,2057,5624,475321
61,5,2.18,2998,230148,2.0,0,0,3,9,2602,0,1995,0,98033,47.5386,-121.928,1890,11818,631612
136,3,1.84,1392,4686,1.0,0,0,3,4,1171,0,1940,0,98105,47.744,-122.326,1683,2961,519754
322,5,2.44,3576,6077,1.5,1,4,5,9,1639,1094,1932,0,98040,47.4991,-122.406,2213,11585,973237
353,3,2.0,2295,226142,1.0,0,0,3,3,3329,0,1998,1988,98028,47.631,-122.234,1764,16957,561175
285,4,2.29,2722,39599,2.0,0,0,4,8,2839,1243,1987,0,98122,47.6527,-122.375,1811,24779,727324
108,3,3.56,2372,8664,2.0,0,0,3,8,2497,601,2001,0,98126,47.6188,-122.28,1959,4543,298812
208,3,1.1,1120,3952,1.0,0,0,5,7,751,108,1927,0,98117,47.4862,-122.321,1401,3442,391781
59,3,1.56,1361,8329,2.0,0,0,3,7,948,0,1991,0,98178,47.5746,-122.108,1411,8988,324299
136,2,1.04,828,5583,1.5,0,0,3,6,686,0,1969,0,98116,47.5703,-122.26,1456,3340,293432
64,6,4.75,3574,7558,2.0,0,0,4,7,2450,625,1985,0,98126,47.639,-122.253,1545,41635,289842
20,0,1.21,1302,1579,1.0,0,0,4,9,703,746,1904,0,98122,47.4965,-122.325,1529,8618,524864
60,3,3.23,2226,5049,1.5,0,0,3,8,1280,190,1958,0,98116,47.5706,-122.441,1312,4081,609813
315,2,1.78,3658,2197,1.0,0,0,1,7,1300,199,1902,0,98022,47.3662,-122.33,2228,6931,591728
58,3,1.07,1091,7462,1.0,0,0,3,8,1143,0,1979,0,98023,47.2641,-122.091,1570,9992,406318
18,3,0.77,736,5590,1.0,0,0,5,7,592,0,1962,0,98199,47.3336,-122.2,1590,8588,209563
208,3,2.82,2138,7873,1.0,0,0,3,9,2960,0,1993,0,98115,47.7508,-122.012,2392,125854,810565
205,3,1.25,1067,2728,3.0,0,2,3,7,720,0,1910,0,98040,47.2293,-122.18,1912,3406,481235
166,3,1.12,1047,5933,1.0,0,0,4,7,769,329,1971,0,98022,47.4963,-122.385,1012,5105,421866
141,6,3.09,3457,2704,2.0,0,3,3,7,1424,1003,1910,0,98002,47.6777,-122.401,1853,7463,1258095
203,3,1.28,926,14215,2.0,0,0,3,8,711,0,1975,0,98126,47.6316,-122.043,1643,7034,398629
352,4,3.05,2761,19455,1.0,0,0,3,7,2778,0,2005,0,98023,47.6884,-122.169,2121,6023,498152
207,5,0.61,857,4061,1.0,0,0,3,8,488,0,1929,0,98116,47.6163,-122.206,1622,14549,357254
113,5,3.61,3779,43239,1.0,1,0,3,8,2627,881,1977,2012,98155,47.6639,-122.309,3291,36299,1402862
66,4,2.18,5290,8773,2.0,0,0,3,10,4469,0,1996,0,98004,47.6271,-122.02,3485,6404,2630463
64,5,4.09,4454,6618,2.0,1,2,4,8,2046,586,1950,0,98119,47.5571,-122.325,2924,3106,318702
176,5,1.3,3185,6625,2.0,0,2,3,8,2962,1886,1939,0,98040,47.7298,-122.222,3251,9955,723480
279,3,2.53,1499,7565,1.0,0,0,3,7,1908,773,1994,0,98056,47.3615,-122.308,1442,4613,271444
134,3,1.21,1088,10780,2.0,0,0,2,7,2100,0,1966,2012,98059,47.6747,-122.211,1950,9971,403225
277,3,1.94,1782,7701,2.0,0,0,3,6,1515,0,1990,2010,98198,47.2621,-122.202,1345,14351,199853
210,4,1.83,1706,15808,1.0,0,0,3,13,2767,0,1995,0,98119,47.2483,-122.26,1501,14262,461024
108,5,2.05,3556,7357,2.0,0,3,4,8,3033,0,1984,0,98125,47.4981,-121.792,2230,7942,1008332
309,3,0.79,769,4932,1.0,0,0,3,6,517,170,1949,0,98118,47.746,-122.123,1798,4899,328323
63,4,2.6,3572,17718,1.0,0,0,3,9,4208,0,1998,2011,98168,47.5284,-122.178,3467,2126,781148
20,2,2.28,1223,226429,2.0,0,0,3,8,2460,0,1999,0,98001,47.6418,-122.159,2022,6966,279960
294,4,3.73,3451,9448,1.0,0,2,3,11,3227,0,1979,0,98072,47.5392,-122.327,2777,20058,781442
280,5,1.31,1897,5233,2.0,0,0,3,7,1838,396,1942,0,98178,47.6641,-122.403,1235,11137,519238
278,4,1.05,840,5638,2.0,0,0,3,6,1048,0,1972,0,98126,47.6866,-122.336,1381,9529,458610
323,4,3.7,4664,49605,2.0,1,0,3,8,4002,0,1996,0,98004,47.4767,-122.209,3562,8348,2512701
166,3,1.37,1028,6627,2.0,0,0,3,7,1370,1004,1983,0,98005,47.7409,-122.191,1638,9267,296086
66,3,1.74,4330,8013,2.0,0,2,3,11,4305,0,1982,0,98077,47.6283,-122.044,2885,9390,374228
109,3,1.61,1634,1349,1.5,0,0,4,6,761,629,1905,1987,98004,47.551,-122.358,1579,11383,567902
19,3,0.91,858,30850,2.0,0,0,3,5,667,434,1960,0,98122,47.54,-122.187,1586,87003,212156
137,3,1.87,1240,40073,1.0,0,0,4,7,1374,0,1995,2001,98168,47.6906,-122.211,1658,5053,360987
278,4,1.34,1068,12507,1.0,0,0,3,8,2171,0,1977,2011,98155,47.6105,-122.274,1638,8254,630401
136,5,1.94,1623,8273,2.0,0,0,3,13,2004,0,1994,0,98011,47.7492,-122.013,1830,8378,415710
208,6,1.49,1097,7141,2.0,0,0,3,9,1792,0,1990,0,98008,47.7507,-122.206,1866,15037,354598
353,3,1.89,1969,2506,1.0,0,0,3,5,1028,314,1908,0,98045,47.4837,-122.377,1356,4784,558334
284,2,2.82,3771,3671,1.0,1,2,3,7,1557,482,1919,0,98118,47.6617,-122.401,2169,8635,579059
206,3,0.87,1151,28793,1.0,0,0,4,8,1673,1028,1955,0,98003,47.4613,-121.97,2606,10232,234782
204,3,0.72,811,48541,1.0,0,0,4,8,562,805,1921,1990,98118,47.7406,-122.144,1949,8496,230903
113,6,4.83,4983,5939,1.5,0,3,3,10,1497,1503,1941,2015,98112,47.7387,-122.411,1989,3599,922496
316,9,3.34,2782,95272,2.0,0,0,2,8,2156,0,1994,0,98033,47.47,-122.442,1251,2377,688154
207,3,0.99,1405,6187,1.0,0,2,5,9,1347,0,1910,0,98034,47.3363,-122.16,2194,12463,464713
209,5,0.95,1191,3563,1.0,0,1,1,7,754,0,1919,0,98126,47.6659,-122.227,1573,6728,291682
314,4,2.56,1828,8841,1.0,0,0,3,1,2505,0,2001,0,98118,47.7093,-122.299,1880,5641,484104
67,5,2.58,4601,9354,1.0,0,0,3,13,1439,1283,1911,0,98034,47.5399,-122.421,1870,11003,3581194
26,3,1.87,2811,17954,3.0,0,4,4,13,3332,1564,1970,0,98033,47.6268,-122.182,3735,54338,825649
19,3,0.69,795,4443,1.0,0,0,3,7,752,0,1948,0,98002,47.4541,-121.95,2235,105929,535094
