age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
43,4,190200,13,4,0,2,4,0,0,0,34,39,0
27,4,324333,11,4,12,4,4,0,0,0,40,30,0
68,2,21435,7,4,12,1,4,0,0,0,45,39,0
35,4,142601,9,2,5,0,4,1,0,0,50,39,0
46,4,266574,14,2,0,0,4,1,0,0,40,2,0
30,3,110417,1,4,8,4,2,1,0,0,50,20,0
68,5,68734,15,2,5,0,4,1,1061,0,40,39,0
27,4,349625,11,4,14,3,2,0,0,0,40,39,0
58,6,52825,15,0,10,3,4,0,0,0,52,6,0
44,4,103244,1,4,12,3,4,1,0,0,34,39,0
61,5,196517,15,1,4,0,4,0,0,0,32,39,1
39,0,129553,8,4,1,3,1,1,0,0,40,39,0
61,6,203789,11,4,1,1,4,0,0,0,14,3,0
59,6,70892,10,2,11,0,4,1,0,1997,40,39,0
48,4,238791,10,2,10,0,4,1,0,0,40,11,1
35,4,86290,11,4,14,3,4,1,0,0,10,39,0
26,4,47085,11,1,4,1,2,1,0,0,50,39,0
68,0,213318,15,4,0,5,4,1,0,0,60,6,0
31,5,683388,11,2,14,4,4,1,0,0,40,39,0
48,4,144754,1,3,4,1,1,0,0,0,24,39,0
48,4,211769,7,0,10,1,4,1,0,0,38,39,1
47,1,129192,15,3,10,1,4,1,0,0,36,39,0
33,0,203189,15,4,6,2,4,0,0,0,12,2,0
40,6,254717,11,0,1,1,4,1,0,0,40,39,0
31,4,237805,11,4,7,1,4,1,0,0,67,39,0
29,4,131362,15,0,4,1,2,0,0,0,50,39,0
29,4,246807,11,2,1,5,4,1,0,0,50,39,1
48,4,54025,7,0,12,4,4,1,0,0,46,39,0
45,4,250094,5,2,3,5,4,1,0,0,40,39,0
71,7,135586,15,2,0,5,4,1,0,0,53,39,0
27,4,257946,14,4,1,1,3,0,0,0,11,39,0
37,7,126742,15,2,7,0,4,1,0,0,40,39,1
29,0,383775,11,2,8,5,4,1,0,0,40,39,0
39,1,142043,11,2,14,0,1,1,0,0,50,39,0
26,4,357881,11,2,5,2,2,1,0,0,40,0,0
61,0,201748,8,0,12,4,4,0,0,0,35,28,1
29,4,244240,11,4,7,5,2,1,0,0,83,23,0
30,4,223005,11,3,7,3,4,0,0,0,40,39,0
39,4,208428,15,2,4,0,1,1,0,0,40,39,1
61,4,133499,0,2,4,5,4,1,0,0,60,39,0
37,4,194980,15,4,5,4,1,1,0,0,40,6,0
29,4,296277,11,4,3,5,2,1,0,0,40,10,0
67,4,16258,8,2,0,1,4,1,0,0,50,39,1
30,2,345684,7,3,12,4,4,1,2421,0,40,23,0
31,4,114341,11,2,7,0,4,1,0,0,40,32,0
44,7,126533,11,2,3,3,4,1,0,0,40,39,0
75,2,64383,15,4,0,2,4,0,0,0,13,39,0
41,4,222922,15,2,5,0,4,1,0,0,45,39,1
39,4,190015,15,2,4,0,4,1,0,0,60,39,0
30,6,153566,11,4,1,0,3,1,0,868,40,5,0
46,6,68046,0,4,14,2,4,1,0,0,40,32,0
51,4,319754,8,0,3,1,4,1,0,0,35,39,0
42,5,136129,4,2,3,0,4,1,0,1880,40,39,1
50,2,392766,14,2,12,0,4,1,0,0,35,12,0
43,6,434150,12,2,5,0,4,1,0,1977,50,39,1
26,4,169255,14,6,8,1,3,1,0,0,35,39,0
32,5,339957,8,0,8,3,2,1,0,0,40,40,0
39,4,57722,12,2,12,0,1,1,0,1995,40,39,0
74,0,20908,15,4,12,3,4,0,0,0,13,39,0
50,4,125876,15,2,3,0,4,1,0,0,50,39,1
27,4,181431,9,6,8,4,2,1,0,0,40,39,0
35,4,187391,15,2,3,0,4,1,0,0,60,39,0
53,4,204759,12,0,10,3,4,0,0,0,34,5,0
64,7,29573,15,2,14,0,4,1,94449,0,45,39,1
46,1,119167,4,5,6,4,4,1,0,0,35,39,0
28,4,364279,11,3,8,3,1,1,0,0,55,39,0
28,4,198702,11,4,3,5,4,0,0,0,40,39,0
29,5,292288,9,1,3,1,4,1,0,0,55,39,0
38,2,128868,14,2,11,0,4,1,0,0,68,39,1
36,6,206826,9,2,6,0,2,1,0,2366,68,39,0
28,4,112563,10,2,10,0,4,1,0,0,40,39,1
50,4,201005,7,2,5,0,4,1,1642,0,45,39,0
27,4,131300,7,0,4,3,1,0,0,2325,33,39,0
40,4,137253,0,0,0,1,2,0,0,0,81,39,0
28,0,192275,15,6,10,0,4,1,0,0,50,39,0
33,4,119823,8,4,6,1,4,0,0,0,20,39,0
37,4,173213,11,4,10,0,4,1,0,0,50,39,0
39,6,129477,12,2,5,0,4,1,7857,0,40,39,1
47,4,38355,11,4,3,1,4,0,0,0,34,39,0
30,4,104615,8,4,14,1,4,0,0,0,20,6,0
30,4,276403,11,4,1,4,4,1,0,0,40,39,0
51,4,142052,15,2,3,3,4,1,0,0,50,39,0
46,4,130888,15,2,5,0,4,1,0,0,55,39,1
30,4,403347,11,4,0,0,4,1,0,0,21,39,0
37,4,316749,15,4,4,1,4,1,0,0,40,2,0
26,0,207099,15,4,4,4,4,0,0,0,40,39,0
31,4,206897,1,4,1,1,4,0,0,0,40,39,0
30,4,50747,6,0,13,1,4,0,0,0,20,33,0
40,1,317464,15,2,3,0,4,1,0,0,40,39,0
44,2,65813,14,2,3,0,4,1,0,0,40,39,0
45,4,181155,11,4,1,1,4,0,0,0,40,40,0
36,4,214534,9,0,10,2,4,1,0,0,40,39,1
29,2,202665,11,4,4,1,4,0,0,1567,20,39,0
27,7,345401,11,4,14,3,2,1,0,0,34,2,0
32,4,221345,15,5,13,3,4,1,0,0,20,33,0
68,5,132322,12,4,12,4,4,1,0,0,40,39,0
26,4,183183,15,4,1,1,2,1,0,1563,40,39,0
28,4,210203,11,0,10,1,4,0,0,0,40,39,0
32,4,277953,9,2,7,0,4,1,0,0,82,39,0
37,4,190964,12,2,1,0,4,1,0,0,40,39,0
32,4,138510,9,4,4,1,4,0,0,0,50,39,1
39,4,466448,7,2,10,0,1,1,7628,0,40,0,1
34,4,255814,11,0,8,4,4,1,0,0,34,39,0
56,2,121393,15,2,1,0,4,1,0,0,50,39,0
28,4,391363,4,4,6,3,4,0,0,0,35,39,0
27,4,138989,9,0,1,1,4,0,0,0,45,8,0
49,1,161352,11,4,1,1,4,1,0,1661,35,39,0
39,4,213707,11,2,6,0,4,1,0,0,40,39,0
56,0,37400,12,2,4,5,4,0,105861,0,40,29,1
33,4,209424,4,1,4,2,4,1,0,0,40,39,0
27,0,371333,0,0,1,1,4,1,0,0,40,39,0
74,0,68947,9,2,10,5,4,0,16012,0,43,39,1
36,2,145619,11,2,14,2,4,1,0,1687,40,39,0
37,4,210786,15,2,12,0,4,1,0,0,55,39,0
64,4,163392,2,2,3,0,4,1,0,0,45,39,1
43,4,149340,7,2,6,0,4,1,0,0,35,39,0
46,0,16841,8,2,10,0,4,1,0,0,50,39,1
65,4,177489,11,2,10,1,4,1,3028,0,40,39,0
46,4,194544,11,2,10,0,4,1,0,0,34,39,1
74,2,74284,5,0,4,0,4,0,17375,0,58,29,1
61,2,175210,7,2,0,3,4,1,0,0,33,0,0
46,4,291556,12,2,4,0,4,1,14107,0,20,39,1
41,5,184810,9,2,10,5,4,1,1532,0,50,39,0
29,0,627743,6,0,1,2,4,1,0,0,40,39,0
31,0,196735,11,0,14,1,4,1,4730,1569,10,39,0
39,2,131135,9,5,14,1,4,0,0,0,40,23,0
41,1,194450,9,4,8,1,4,0,0,0,37,39,0
34,4,266947,15,2,1,0,1,1,0,0,55,39,0
50,2,212997,15,6,4,4,4,1,0,2197,24,39,0
57,4,50960,11,4,10,4,4,0,0,0,50,39,0
40,4,136446,11,2,10,0,4,0,0,2538,50,39,1
27,4,125012,15,4,14,4,2,0,0,0,40,5,0
44,4,152997,15,1,4,0,4,1,0,0,40,30,1
36,4,382131,8,2,4,0,2,1,2559,0,40,39,0
74,0,137468,11,4,0,3,4,0,0,0,48,39,0
27,4,170975,11,0,7,1,1,0,0,0,40,39,0
35,6,15984,7,3,8,3,2,1,0,0,40,30,0
26,4,204020,6,4,8,1,4,1,0,2332,50,39,0
27,4,299898,11,4,11,1,2,1,0,2525,20,3,0
50,4,138357,7,0,0,1,4,0,0,0,45,39,0
29,4,276558,13,4,1,3,2,0,0,0,50,33,0
38,4,214684,11,2,6,0,4,1,6391,0,55,39,0
51,4,126286,11,2,14,0,3,1,89582,0,50,26,0
34,2,167784,11,4,14,0,4,1,0,0,50,39,0
47,2,200021,4,4,8,3,4,0,0,0,40,39,0
30,7,239183,15,5,14,4,4,0,0,0,40,39,0
30,4,229524,11,6,1,3,4,1,0,0,40,26,0
71,4,166694,9,0,4,1,4,0,6252,0,28,39,0
28,7,112102,5,5,7,3,2,1,0,0,40,39,0
61,0,23677,1,4,12,1,4,1,7049,0,48,39,0
61,6,246776,9,4,0,4,4,0,0,0,22,39,0
27,4,258643,15,0,12,4,2,0,0,810,20,39,0
29,4,211583,15,4,8,1,2,1,2598,0,40,39,0
31,4,115107,3,6,4,1,4,0,0,0,55,39,0
46,2,176842,11,2,8,3,4,1,0,0,40,39,0
52,0,180010,9,2,12,0,4,1,0,1576,45,39,0
31,4,244804,11,2,7,0,4,1,0,0,55,39,0
33,6,109193,1,4,9,1,4,0,0,0,33,39,0
40,3,312620,9,2,7,0,1,1,0,0,40,39,1
63,4,136202,11,4,10,3,4,0,0,1494,41,39,0
40,0,200949,4,1,5,2,4,0,18185,753,51,39,1
63,4,72409,15,2,4,0,4,1,0,0,50,39,1
54,6,105515,12,2,8,0,4,1,0,1879,50,39,1
28,4,180158,15,4,7,1,1,0,0,0,40,22,0
66,2,14124,15,2,4,0,4,0,0,0,34,39,0
68,0,45169,15,4,4,1,4,0,0,0,40,39,0
35,4,224817,9,2,6,0,3,1,0,0,40,0,0
41,4,132110,9,2,14,0,4,1,0,1881,40,35,1
39,2,467350,9,2,14,0,4,1,0,2364,50,39,1
26,4,171872,11,4,4,2,2,1,0,0,40,39,0
47,4,161355,9,2,8,0,4,0,0,0,50,39,0
41,6,378917,15,2,12,0,4,1,0,0,50,39,0
26,4,319461,15,4,1,1,4,0,0,0,10,39,0
29,4,384855,7,0,6,1,4,0,0,0,40,39,0
30,4,41904,1,4,8,4,4,0,0,0,40,26,0
34,6,198233,11,2,13,0,4,1,0,0,50,39,0
28,2,308489,15,4,10,3,4,1,0,0,40,39,0
47,1,123274,15,2,3,0,4,1,0,0,40,13,0
38,2,144783,11,2,12,0,4,1,0,0,40,39,0
34,8,137925,8,2,4,5,4,1,0,0,11,39,1
34,4,193548,12,2,3,0,4,1,0,0,45,39,1
31,2,389179,9,0,8,4,4,0,0,0,35,39,0
48,4,205322,12,6,13,2,4,0,0,0,50,39,0
41,7,256167,11,2,14,0,4,1,0,0,50,39,0
32,4,381354,12,2,10,0,4,1,0,0,67,1,1
27,4,208383,15,4,8,2,4,0,0,1564,40,39,0
28,4,169412,11,5,10,5,4,1,0,0,40,39,1
61,4,260241,4,4,10,3,4,0,0,0,40,39,0
32,4,108216,11,3,10,1,2,1,0,0,40,39,0
28,4,142337,11,4,11,2,4,0,0,0,40,39,0
27,4,126762,15,4,14,3,4,0,0,0,40,19,0
39,4,191475,15,4,8,1,3,1,0,0,40,39,0
38,4,211782,15,2,14,0,1,1,0,0,50,28,0
36,4,55901,2,4,5,1,1,0,0,1584,40,12,1
75,5,69370,0,4,12,0,4,1,0,0,48,24,0
29,4,123426,14,2,0,0,4,1,0,0,40,39,1
33,4,144071,12,2,12,0,4,1,0,0,55,39,0
59,4,182535,11,2,7,0,4,1,0,0,69,39,0
57,4,75578,9,2,14,0,4,1,5971,0,33,39,1
35,0,321528,11,0,10,3,4,0,0,2350,21,39,1
52,4,186131,9,2,5,0,4,1,0,0,60,9,0
52,4,203779,9,2,4,0,4,1,0,0,40,39,1
36,7,54042,11,2,5,0,4,1,0,0,35,7,0
59,1,204700,8,5,8,1,4,0,0,1456,46,39,0
39,1,187691,9,2,10,0,4,1,7484,0,40,39,1
39,7,200160,11,4,3,0,2,1,0,0,40,39,0
38,4,213311,14,2,10,0,4,1,0,0,40,24,0
30,4,240545,13,2,1,0,4,1,0,0,60,39,0
62,4,79274,12,2,12,0,4,1,0,0,40,22,0
51,4,102484,14,4,12,1,4,0,0,0,45,39,0
49,6,63504,4,2,3,3,4,1,0,0,50,39,0
54,4,402744,8,0,1,4,4,0,0,158,21,39,1
33,4,251518,11,2,4,3,2,1,7997,0,21,13,0
33,4,374834,11,0,4,3,4,1,0,0,20,39,0
49,4,92647,15,2,4,0,4,1,0,0,55,39,0
65,4,177780,15,4,0,4,4,0,0,0,29,39,0
26,4,191230,11,4,14,1,0,1,0,0,40,39,0
61,0,98955,8,2,14,0,4,1,0,0,50,39,0
41,4,207856,0,2,6,0,4,1,0,0,40,39,0
44,4,181798,9,2,8,0,4,1,0,0,45,39,1
54,4,66284,12,2,10,0,4,1,0,0,50,39,0
42,4,141641,1,0,4,1,4,1,0,0,40,3,0
39,6,467746,2,2,4,0,4,1,0,0,21,39,1
45,7,314013,6,4,8,4,4,1,0,0,51,39,0
31,4,301335,14,2,11,5,4,1,10385,0,78,39,1
37,4,207288,15,2,10,0,4,1,0,0,60,39,1
75,4,118416,12,4,12,3,4,1,0,0,13,39,0
34,4,329170,11,2,7,5,4,1,0,0,40,39,0
32,4,323212,15,6,1,4,4,1,0,1565,35,39,0
39,4,181464,15,4,12,2,4,1,0,0,82,39,0
33,4,135739,15,2,2,0,1,1,0,0,60,39,1
38,8,46413,9,4,1,3,1,0,0,0,67,27,0
46,6,129505,6,0,4,1,4,1,0,0,40,39,1
45,4,81373,15,4,12,1,4,0,0,2317,52,3,0
25,4,190105,11,2,10,4,4,1,0,0,40,39,0
49,7,264288,15,0,1,1,4,0,0,0,68,39,0
45,4,185630,9,0,4,1,4,0,0,0,40,39,1
29,4,193211,1,0,1,4,1,0,0,0,40,39,0
35,4,120699,9,6,8,1,4,1,0,0,41,39,1
38,4,325399,15,2,4,5,4,0,0,0,34,39,0
28,4,253145,6,0,9,4,4,0,0,0,40,39,0
60,4,199654,15,2,3,0,4,1,1580,0,40,39,1
56,0,193356,11,2,10,0,4,0,0,0,50,39,1
27,4,187429,11,2,14,3,3,1,0,0,40,0,0
51,5,141931,12,2,10,5,4,1,2865,0,40,39,1
41,4,176529,8,2,4,0,4,1,26373,0,40,39,1
29,4,188477,11,4,10,1,2,0,0,0,67,3,0
27,4,127633,15,4,12,1,4,0,0,1559,50,39,0
30,4,158069,15,2,10,0,4,1,4852,0,40,39,1
68,6,57269,11,4,1,1,4,0,0,0,68,39,0
27,4,201319,1,4,1,1,4,0,0,0,40,39,0
28,4,123525,11,2,8,5,2,1,0,0,45,26,1
32,7,326138,15,2,3,0,4,1,0,1891,34,7,1
67,4,184313,12,2,4,0,4,1,0,0,81,39,1
38,7,259106,15,2,14,0,4,1,0,0,40,39,1
47,4,175799,9,2,4,5,4,1,15072,0,40,39,1
25,0,46495,4,0,1,1,4,1,0,0,40,32,0
47,4,34087,3,4,1,3,4,1,7196,1890,20,39,0
38,4,138993,9,0,8,3,4,0,0,0,40,39,0
29,4,316508,1,6,6,2,3,0,0,0,45,26,0
33,4,104808,9,2,10,5,4,1,0,0,40,39,1
39,6,210185,9,2,1,0,4,1,0,1887,60,39,1
36,4,266148,15,2,3,0,4,1,0,0,60,39,0
37,5,136637,11,2,12,0,1,1,0,2008,40,35,0
28,4,123672,11,5,12,4,4,0,0,0,45,6,0
39,4,138103,15,2,10,0,4,1,0,0,50,39,1
68,0,130379,0,4,10,2,4,0,0,0,50,6,0
36,4,51066,14,4,4,1,4,0,0,0,34,39,0
46,6,310307,9,2,3,0,4,1,0,2319,40,39,0
34,4,142193,8,2,10,0,4,1,0,0,60,39,1
34,4,472726,1,0,1,3,4,0,0,0,34,39,0
30,4,125986,1,5,1,1,4,1,0,0,50,39,1
50,4,246237,2,4,4,3,4,1,0,0,80,39,0
26,2,359260,11,4,14,5,4,1,0,0,40,41,0
26,0,181822,15,4,12,1,4,0,0,0,40,39,0
54,4,136121,11,4,1,4,4,0,0,0,36,39,0
33,4,265273,8,2,4,0,4,1,0,1982,55,39,0
28,4,54560,9,5,14,1,4,1,0,0,40,39,0
36,4,113993,15,4,12,4,4,0,0,0,40,39,0
33,4,125357,15,2,0,0,4,1,0,0,40,39,0
30,4,140674,11,4,1,1,4,0,0,1565,40,39,0
37,4,262730,3,2,7,0,4,1,0,0,40,39,1
34,4,235708,11,3,8,3,2,1,0,0,40,26,0
28,4,116054,12,0,4,5,4,1,17605,0,40,39,1
33,4,367266,9,2,3,0,4,1,0,1893,68,39,1
26,4,189202,9,0,7,0,4,0,0,0,40,19,1
34,4,116148,12,2,4,0,4,1,0,0,40,39,1
58,0,144768,8,2,13,0,4,1,0,0,60,39,0
30,6,163432,11,4,3,1,4,0,0,0,40,39,0
60,0,179498,15,4,0,4,4,1,0,0,33,39,0
28,4,238829,11,2,8,1,2,1,0,0,55,39,0
28,4,234859,15,0,0,1,2,0,0,0,40,39,0
56,4,225481,4,2,10,0,4,1,7104,0,40,39,1
40,4,139151,12,2,5,0,4,1,0,0,40,39,0
30,4,183958,9,4,1,4,4,0,0,0,40,39,0
39,4,184048,11,3,10,1,4,1,0,0,40,39,1
28,4,337376,11,4,5,1,4,0,0,0,20,39,0
33,7,391173,3,2,7,0,4,1,0,0,55,39,0
29,4,136654,12,4,4,4,3,0,0,0,20,39,0
36,7,294372,11,2,8,5,3,0,0,0,40,19,0
26,4,202171,11,4,1,3,4,0,0,0,40,39,0
60,7,183478,9,6,11,2,4,0,0,0,26,39,0
36,6,181504,11,2,11,0,4,1,0,0,40,26,0
35,4,54658,5,0,10,1,4,0,0,0,50,39,0
44,6,599311,9,4,0,3,4,0,0,0,11,39,0
29,6,338051,11,4,7,3,4,1,27483,0,40,39,0
70,6,44917,0,4,0,1,4,0,0,0,25,39,0
54,4,320379,11,4,10,4,4,0,0,0,22,39,0
30,6,130544,12,2,7,0,4,1,9842,0,40,20,1
53,4,213775,9,2,10,5,4,1,0,0,40,0,1
29,4,264376,15,2,12,3,4,0,0,0,40,39,0
38,5,382155,10,2,10,5,4,1,15273,0,50,39,1
61,4,127538,9,0,12,1,4,1,0,0,50,39,0
59,4,142690,9,2,4,0,4,1,0,0,40,20,1
63,6,103556,4,4,12,3,4,0,0,0,32,39,0
34,3,187068,6,2,12,0,4,1,0,0,40,39,0
50,4,155940,9,2,4,0,4,1,14722,0,40,25,1
32,4,32091,11,0,13,1,4,1,0,0,40,39,0
54,4,20125,15,2,10,0,4,1,0,0,40,39,1
27,7,45098,11,4,13,1,4,0,0,0,55,39,0
31,4,37658,11,4,7,3,4,1,0,0,50,29,0
37,4,208969,14,2,7,5,4,1,3182,0,40,39,0
69,4,45901,9,0,4,4,4,1,0,0,17,39,0
26,4,54714,15,6,8,4,2,0,0,0,40,39,0
29,4,239062,11,4,7,0,1,1,0,0,40,39,0
36,2,50916,9,0,0,1,4,1,12064,0,40,39,1
29,4,242648,11,4,3,4,4,1,0,0,40,8,0
57,4,185887,10,4,1,1,4,1,0,0,33,39,0
40,5,212308,11,2,10,0,4,1,0,1889,60,39,1
65,6,241997,6,4,0,4,4,0,0,1556,38,12,0
66,7,16838,15,2,4,5,4,0,0,0,60,39,1
39,4,38424,12,0,8,3,4,0,0,0,40,39,0
47,4,104464,12,2,5,0,4,1,0,0,40,39,1
53,4,184202,15,4,10,1,4,0,0,0,40,39,0
38,4,188341,8,2,7,5,4,1,0,2305,21,39,1
44,1,55989,15,4,1,3,4,1,0,0,35,39,0
36,4,469217,11,2,7,0,4,1,0,1896,60,22,0
30,4,395537,9,4,3,4,4,1,0,0,50,39,0
49,6,296045,12,2,4,0,4,1,0,0,40,39,1
32,4,229960,9,2,4,0,4,0,0,0,32,39,1
63,7,135791,12,0,12,3,4,0,0,0,34,39,0
30,4,394984,9,2,5,2,4,1,0,0,60,0,1
32,4,123693,11,2,12,1,4,1,0,0,21,39,0
28,4,337557,11,4,8,1,2,1,0,0,40,26,0
36,4,264696,15,4,1,1,4,0,0,1664,40,39,1
39,4,138175,11,2,12,5,4,1,0,1880,68,39,1
44,8,194320,15,0,13,1,4,0,0,0,34,39,0
39,6,41026,1,4,11,0,4,1,0,0,40,39,0
31,4,262308,9,4,0,3,4,1,0,0,40,39,0
74,2,20410,15,4,0,3,4,0,0,0,43,39,0
37,4,128510,15,2,14,0,4,1,0,0,60,26,0
40,2,261261,11,2,14,0,4,1,0,3284,40,39,0
27,4,297848,11,4,3,1,2,1,0,0,40,39,0
26,4,191697,1,4,7,3,4,1,0,0,40,39,0
55,4,112471,15,2,10,0,4,1,14027,0,55,39,1
28,4,117993,4,4,1,1,4,0,0,0,33,39,0
30,4,138385,12,4,10,2,4,1,0,0,50,39,1
30,2,259313,11,2,9,0,4,1,0,0,60,23,0
60,6,181878,11,4,4,4,4,1,0,0,49,39,0
37,4,321943,11,6,8,4,4,1,0,0,40,39,0
32,4,212375,1,0,13,4,4,0,0,877,50,39,0
39,4,450408,11,2,10,5,4,1,0,0,40,22,1
30,1,331364,7,0,8,1,2,1,0,0,40,24,0
42,4,85068,14,0,4,4,4,0,39073,0,40,39,1
40,4,207075,9,2,4,0,4,1,0,0,40,39,1
47,4,111105,15,2,4,5,4,1,0,0,50,39,1
28,4,130925,11,5,8,4,2,0,0,0,40,39,0
32,3,391922,15,2,3,0,4,1,3620,0,35,39,0
60,5,162411,15,2,4,0,4,0,14513,0,50,0,1
39,4,211522,15,5,4,1,4,0,0,0,34,39,0
64,6,220885,11,2,7,0,4,1,0,0,20,39,0
57,4,269353,12,2,10,5,4,0,14819,0,40,39,1
40,6,210718,15,0,1,1,4,1,0,1566,21,39,0
27,4,48703,1,4,1,1,4,0,1358,0,33,39,0
35,4,190960,15,0,3,2,4,0,0,0,33,0,0
47,5,204999,11,2,7,0,1,1,0,0,35,39,0
67,4,120243,15,2,4,0,4,1,0,0,45,39,0
33,7,211818,11,0,12,1,4,1,0,0,40,39,1
40,6,649707,15,2,12,0,0,1,0,0,11,39,0
39,7,247392,15,2,12,0,4,1,100829,0,40,39,1
33,4,309483,15,0,1,1,4,0,0,0,55,39,0
29,4,188861,11,0,12,4,4,0,0,0,40,29,0
36,4,473712,9,0,6,4,4,0,0,0,42,39,1
40,4,148644,8,1,8,5,4,1,0,0,50,39,1
27,4,201816,15,4,4,4,4,0,0,2327,40,39,0
42,4,129228,8,2,10,0,4,1,103880,0,67,39,1
27,4,134955,15,6,3,1,2,0,0,0,50,6,0
39,6,51144,9,2,4,0,4,1,0,0,60,39,1
34,4,208118,1,6,4,1,4,1,0,0,20,39,0
30,2,104329,11,4,3,5,4,0,0,0,40,33,0
31,1,44043,8,4,7,4,0,1,0,0,40,39,0
36,4,473084,11,2,7,0,4,1,0,0,11,39,0
27,4,122436,11,6,6,2,1,1,0,0,20,0,0
28,4,140665,9,0,10,1,4,0,0,1662,50,39,0
26,4,398378,15,6,4,1,2,0,0,0,20,39,0
63,6,46294,9,2,10,1,4,0,107588,0,21,39,1
30,4,207394,1,6,1,3,4,1,0,1662,40,39,0
40,2,138149,12,2,5,0,4,1,3215,2288,40,39,1
50,4,67106,15,2,11,5,4,1,97192,0,40,39,0
41,7,132542,12,2,10,0,4,1,0,0,45,9,1
62,6,190163,9,1,0,3,4,0,7211,0,61,26,1
40,4,129822,11,4,4,1,4,1,0,0,40,39,0
73,0,159274,15,2,9,0,4,0,0,0,43,39,1
45,6,138120,7,0,8,1,4,0,0,1669,35,39,0
48,4,256948,15,4,3,1,4,0,0,0,40,39,0
61,4,337637,12,0,0,4,4,1,0,0,40,39,0
34,5,316471,15,2,14,0,4,1,8301,1617,50,39,1
39,2,303148,11,2,0,0,4,0,0,0,82,39,0
38,5,213726,9,2,0,0,4,1,97506,0,68,26,1
48,4,459043,7,4,12,1,4,0,0,2342,36,39,0
49,4,43773,15,2,10,0,4,1,0,0,20,39,1
30,4,188411,1,0,14,1,4,1,0,0,40,39,0
31,4,41804,11,4,7,2,4,1,0,0,50,39,0
28,4,129432,15,0,4,4,4,1,0,0,40,39,0
28,4,127924,5,0,8,3,2,0,0,1659,20,39,0
35,4,275074,11,2,4,0,4,1,8263,2715,79,39,1
55,4,310556,7,4,8,1,4,1,0,1576,27,39,0
31,5,166113,11,2,8,5,4,1,0,0,40,12,0
28,4,122224,11,4,12,4,4,0,0,0,10,19,0
68,2,125862,2,6,3,1,4,1,0,0,19,39,0
27,4,317869,15,0,9,1,4,1,0,0,55,39,0
40,4,272244,11,2,3,0,4,1,0,0,21,39,0
