date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
99,3,2.88,1737,3081,1.5,0,0,3,8,1997,0,1909,0,98117,47.7314,-122.376,1603,1976,552096
354,1,1.17,986,4982,1.0,0,0,3,6,912,0,1932,0,98125,47.7092,-122.29,1367,7625,308554
173,4,2.65,2016,25555,1.5,0,0,4,8,2287,0,1972,0,98059,47.5732,-122.131,1978,8567,530297
70,5,2.22,2726,5610,1.0,0,0,4,7,1718,474,1952,0,98059,47.5184,-122.125,2154,6199,417106
100,3,2.07,1788,6541,1.0,0,0,3,8,1485,341,1980,0,98006,47.5672,-122.108,2033,7382,380704
80,2,1.6,1344,115572,1.0,0,0,3,7,927,0,1916,0,98144,47.5381,-122.197,1734,6596,273835
205,3,3.09,2231,2046,2.0,0,0,3,8,2063,0,2015,0,98027,47.527,-122.14,1920,3642,454422
91,3,2.99,1896,4626,2.0,0,0,3,8,2244,231,1986,0,98053,47.5529,-122.058,1598,3334,583532
28,5,3.79,6261,50278,2.0,0,0,3,11,5283,0,2010,0,98053,47.6698,-122.126,3906,25552,3007994
171,2,1.51,925,4086,1.0,0,0,3,6,922,0,1971,0,98126,47.5589,-122.35,1792,5085,229336
331,3,1.68,1896,8340,2.0,0,0,4,8,2532,0,1972,0,98052,47.7621,-122.211,1892,12082,627313
24,4,3.25,3413,10559,2.0,0,0,3,8,3285,0,1989,0,98059,47.5287,-122.1,2577,10610,579969
5,3,1.4,1300,7623,1.0,0,0,4,7,1502,0,1951,0,98155,47.7612,-122.094,1340,15521,221312
168,5,3.25,3962,5739,1.0,0,0,5,7,1711,1548,1969,1988,98004,47.6882,-122.265,1986,7220,519497
324,3,2.2,2499,9654,1.0,0,0,3,8,1687,643,1971,0,98004,47.534,-122.065,3274,20583,871275
95,3,2.24,2134,7776,1.0,0,0,3,7,1717,0,1969,0,98133,47.7392,-122.208,2139,6525,476745
148,3,2.11,2327,18111,1.0,0,0,3,7,1949,0,1978,0,98042,47.3926,-122.041,2277,14147,346024
358,2,0.81,961,8138,1.5,0,0,3,6,1256,0,1934,0,98106,47.5101,-122.163,1216,10870,185823
256,3,2.73,2592,5202,2.0,0,0,3,8,2477,0,2011,0,98058,47.429,-122.06,2506,6651,358598
280,3,1.57,1873,9079,1.0,0,0,3,7,1765,0,1964,0,98008,47.6586,-121.965,1756,7708,460454
349,5,3.76,3318,4319,2.0,0,2,3,10,2223,1018,2012,0,98092,47.6328,-122.198,3037,6445,1067268
153,5,2.19,1536,10486,1.0,0,0,4,5,909,1210,1950,0,98148,47.7414,-122.211,1372,9024,224244
90,2,1.04,1019,5197,1.0,0,0,3,6,1040,0,1932,0,98118,47.7544,-122.331,1653,5735,332724
79,2,1.87,1924,4671,1.5,0,0,3,7,1461,0,1912,1991,98103,47.6758,-122.304,1774,3649,368454
92,3,0.99,763,8509,1.0,0,0,3,6,928,0,1923,0,98109,47.4726,-122.309,1217,2621,403692
189,6,4.53,2645,2251,2.0,0,0,3,8,2413,477,1974,0,98119,47.6356,-122.382,1823,1104,1257702
190,6,2.48,2106,8036,1.0,0,0,3,8,1574,0,1963,0,98125,47.7293,-122.159,1430,10571,266886
36,5,2.46,2548,5274,1.5,0,0,3,9,1853,756,1959,0,98004,47.6249,-122.097,2945,8784,1771077
188,3,1.43,1325,44451,1.0,0,0,3,7,1281,0,1968,0,98033,47.695,-122.141,1911,28217,526503
320,3,2.58,2068,7174,2.0,0,0,3,8,1984,0,1996,0,98188,47.4457,-122.12,1761,5439,278700
159,3,2.18,1878,108477,1.0,0,0,5,7,1675,0,1965,0,98042,47.3276,-121.801,1247,66645,291533
307,4,3.61,2337,17027,2.0,0,0,3,10,2650,0,2007,0,98007,47.6184,-122.155,2400,7638,779338
203,2,1.33,1353,4411,1.0,0,2,4,7,1091,0,1911,0,98103,47.6171,-122.339,1950,3431,458793
94,4,2.91,2855,19188,2.0,0,1,3,8,3254,0,1986,0,98058,47.3697,-122.148,2447,7961,432791
322,3,2.22,2142,22862,1.0,0,0,4,7,1046,724,1959,0,98133,47.7427,-122.285,2027,8838,255498
139,4,3.4,2322,2975,2.0,0,0,5,9,2343,0,1963,0,98115,47.7064,-122.309,1604,7196,699302
367,4,2.01,1937,9539,1.0,0,0,4,7,1703,0,1952,0,98027,47.4679,-122.155,1325,9829,205730
344,2,1.53,1613,7385,1.0,0,0,3,6,1455,0,1951,0,98058,47.4026,-122.126,1537,6442,193753
48,4,2.0,1182,10963,1.0,0,0,4,7,1654,0,1969,0,98042,47.4211,-122.237,2276,9754,436219
340,3,1.05,1083,7897,1.0,0,0,3,6,916,425,1918,0,98106,47.5329,-122.342,1571,7235,180951
230,3,2.51,2591,8984,1.0,0,0,3,8,1880,600,1985,0,98188,47.3777,-122.251,2208,18965,376384
314,4,1.34,1734,16790,1.5,0,0,5,6,1884,0,1933,0,98118,47.5344,-122.198,1575,4057,154357
71,4,2.09,2415,7378,1.0,0,0,5,7,1610,0,1977,0,98188,47.3981,-122.157,1222,8914,204940
78,2,1.95,2216,14808,2.0,0,0,3,8,2182,0,1953,0,98058,47.4047,-122.203,2882,5586,449942
238,5,3.12,2846,6153,2.0,0,0,3,7,2855,0,2012,0,98038,47.3817,-122.01,2186,6802,365338
92,4,2.63,2516,13648,1.5,0,0,3,8,2226,0,1965,0,98001,47.7142,-122.141,2337,27291,246211
297,4,2.76,2951,2859,3.0,0,0,3,9,3372,0,2015,0,98133,47.6787,-122.349,1641,2535,772392
60,3,2.23,1490,17638,1.0,0,0,3,7,1599,349,1963,0,98059,47.4895,-122.162,2175,13599,399144
165,4,3.28,4217,4811,2.0,0,0,3,8,3549,0,2011,0,98038,47.3242,-121.986,3154,5760,498134
77,3,2.37,1960,5910,2.0,0,0,3,7,2095,0,1991,0,98023,47.2543,-122.22,1904,30668,293106
211,4,2.61,2349,28486,2.0,0,0,4,9,2987,0,1970,0,98058,47.4783,-122.124,2784,31528,468953
160,3,1.5,1830,11746,1.0,0,2,4,8,1184,0,1943,0,98022,47.269,-122.14,1763,12016,298211
93,3,1.46,1509,3244,1.5,0,0,4,7,1439,0,1901,0,98103,47.7264,-122.352,1329,3075,593890
47,4,1.93,1229,8018,1.0,0,0,3,7,878,0,1947,0,98122,47.6626,-122.213,2038,4475,471229
129,6,5.16,6247,16644,2.0,0,2,3,11,4017,1116,1970,0,98122,47.6472,-122.328,3051,8526,2176697
352,4,1.53,2188,8182,1.0,0,1,4,7,1587,644,1907,0,98199,47.6864,-122.315,2481,4247,840767
43,3,2.12,1625,6935,1.0,0,0,3,7,1280,380,1977,0,98023,47.3607,-122.27,2002,6779,178677
284,4,3.62,3479,13424,2.0,0,0,4,8,2568,846,1949,0,98144,47.5842,-122.312,2675,8029,765125
54,4,3.44,3437,35083,2.0,0,0,3,9,3379,0,1994,0,98074,47.6423,-122.034,3094,8170,750223
350,3,2.18,1405,3200,3.0,0,0,3,8,1128,153,2005,0,98115,47.6914,-122.284,1991,4912,385309
307,4,2.87,2532,6221,1.0,0,0,4,9,1871,1551,1932,0,98115,47.6872,-122.22,2271,4471,632795
151,4,2.8,2807,10310,2.0,0,0,3,8,2789,0,1994,0,98059,47.733,-122.05,2149,12162,456791
119,4,2.35,2393,20266,1.0,0,0,4,7,1981,731,1988,0,98042,47.3448,-122.24,2819,10085,196638
52,4,2.33,2714,8540,1.0,0,0,3,7,1955,820,1947,0,98133,47.7508,-122.292,2039,9353,403858
333,1,3.05,2464,3678,2.0,0,0,3,8,2648,0,1996,0,98133,47.7336,-122.22,1965,5353,509335
94,3,2.11,1382,28891,1.0,0,0,4,7,2232,450,1980,0,98058,47.322,-122.078,2433,16653,448977
122,4,0.95,1344,36325,1.5,0,3,4,9,2184,241,1943,0,98056,47.4679,-122.093,1881,32358,501946
18,3,1.57,1498,8222,1.0,0,0,4,7,1606,0,1970,0,98058,47.4896,-122.111,1305,17760,227296
226,4,3.38,3084,8901,1.0,0,0,4,8,2225,953,1975,0,98008,47.591,-122.095,2410,18837,804690
184,3,2.17,1409,4876,1.0,0,2,3,7,1085,1150,1939,0,98133,47.7634,-122.287,1997,34410,598366
181,4,2.43,1832,6815,1.0,0,0,5,7,1788,719,1979,0,98052,47.7042,-122.042,1799,50399,597385
67,2,1.58,1143,8889,1.0,0,4,3,8,828,417,1938,0,98166,47.45,-122.331,1927,10996,332785
151,2,1.35,1247,5978,1.0,0,0,4,6,1311,0,1933,0,98116,47.5611,-122.353,1562,3777,263203
246,4,2.3,1765,6291,1.0,0,0,3,7,1902,0,1974,0,98038,47.3437,-122.046,1757,13100,304509
99,3,2.0,1344,5149,2.0,0,0,3,7,1349,0,1935,0,98125,47.6973,-122.313,1248,4259,410371
312,4,1.64,1426,4823,1.0,0,0,4,6,817,1280,1944,0,98108,47.682,-122.254,1707,4954,490124
162,3,2.27,1241,16099,1.0,0,3,3,7,1567,593,1960,0,98116,47.3992,-122.124,2630,6302,414835
231,4,3.24,2494,12513,2.0,0,0,3,9,3302,0,2005,0,98032,47.728,-122.123,2847,6677,475988
355,5,2.35,2414,3733,1.0,0,0,3,8,1824,1265,1942,0,98006,47.5927,-122.172,1705,9983,447992
76,3,2.65,2295,3946,2.0,0,0,3,8,1948,434,2007,0,98117,47.6791,-122.264,1792,2399,694126
238,4,2.4,2109,10046,1.0,0,0,4,9,1996,0,1962,0,98008,47.5974,-122.089,2195,10175,560258
338,2,1.29,1863,3836,1.5,0,0,3,7,1201,486,1903,0,98103,47.6719,-122.37,1727,3823,375704
299,3,3.64,3812,11173,2.0,0,0,3,9,3832,0,1975,0,98039,47.6001,-122.195,3518,29976,1521381
383,4,2.0,1392,7433,1.0,0,4,3,7,1469,805,1938,0,98118,47.5456,-122.244,1627,4089,450925
318,4,2.17,2537,7431,1.0,0,0,3,8,1764,441,1946,0,98117,47.5588,-122.26,2341,6486,667157
273,4,2.44,2648,16637,2.0,0,0,3,8,3021,0,1981,0,98001,47.3544,-122.241,1914,15134,234535
188,3,2.6,1723,2492,2.0,0,0,3,7,1518,0,1961,0,98119,47.5306,-122.426,1286,2608,367875
315,4,2.86,3250,35878,1.0,0,0,3,10,2747,0,1991,0,98059,47.5898,-121.978,3459,24279,949400
289,4,2.8,3007,7799,2.0,0,0,4,8,2756,0,1989,0,98006,47.4425,-122.079,2964,11415,662852
369,5,3.28,2796,8386,2.0,0,0,3,8,3034,0,2011,0,98022,47.2824,-122.051,1787,8165,480449
334,3,1.99,1006,9301,1.0,0,0,3,7,1828,0,1987,0,98028,47.3726,-122.277,1375,3778,364619
323,4,3.05,2220,6671,2.0,0,0,3,8,1966,1106,2007,0,98056,47.3439,-122.243,1697,4553,507823
77,4,4.0,5461,13607,2.5,0,0,3,11,4848,0,2012,0,98033,47.6693,-122.235,3500,9880,1644966
8,3,1.59,1595,7329,1.0,0,0,4,6,1306,0,1953,0,98004,47.4429,-122.145,2117,6931,139507
358,3,1.31,1361,18010,1.0,0,0,2,6,1274,0,1948,0,98022,47.3633,-122.079,1367,7691,185900
86,2,1.06,1228,9063,1.0,0,0,4,6,1224,0,1931,0,98178,47.417,-122.194,1539,9594,178045
319,4,1.39,2011,7661,1.5,0,0,3,7,1876,0,1968,0,98155,47.7593,-122.177,1763,8804,325035
301,4,3.18,3542,3786,1.0,0,4,3,9,2132,721,1946,0,98118,47.5772,-122.251,2116,4540,678983
335,4,2.46,1754,3895,2.0,0,0,3,7,1675,0,1999,0,98038,47.2796,-121.97,1837,29583,222566
332,4,1.37,1039,5911,1.0,0,0,3,7,1183,0,1930,0,98133,47.7587,-122.353,1493,8450,271750
176,3,2.42,2187,4515,2.0,0,0,4,8,2316,367,1952,0,98004,47.6574,-122.237,2116,4821,756710
72,3,2.85,3161,220370,2.0,0,0,3,10,3746,0,2012,0,98038,47.5997,-121.919,2453,231942,627186
323,3,2.85,3279,5625,2.0,0,3,3,8,1743,359,1984,0,98023,47.3316,-122.329,2907,7474,292182
253,2,2.31,2174,10497,1.0,0,0,4,7,1968,0,1949,0,98075,47.5484,-122.144,1918,11084,231463
180,3,3.28,2117,3968,3.0,0,0,3,8,2571,0,2015,0,98038,47.5478,-122.077,1633,2172,298942
29,3,3.25,1855,6816,1.0,0,0,3,8,1862,0,2007,0,98001,47.2665,-122.285,1780,3640,212347
368,2,1.24,1203,5511,1.0,0,0,3,6,1212,0,1942,0,98146,47.4696,-122.289,1474,6840,179502
285,1,0.99,1015,8830,1.0,0,0,4,6,1197,0,1940,0,98168,47.4751,-122.299,1462,7439,287094
150,3,2.79,2654,4815,1.0,0,2,4,7,1369,869,1941,0,98177,47.7387,-122.391,2313,10628,325396
357,3,2.66,2122,3651,2.0,0,0,3,8,2463,0,2013,0,98038,47.3513,-121.955,2807,5335,423777
224,0,2.3,2504,6999,1.0,0,0,3,7,1610,734,1951,0,98125,47.7767,-122.281,1740,4328,420002
350,5,3.39,3843,10779,2.0,0,3,3,8,2914,976,1966,0,98040,47.5946,-122.2,3070,7328,882196
228,0,3.49,2672,7801,1.0,0,0,3,7,1667,823,1929,2003,98004,47.6437,-122.266,2048,5743,1077844
338,3,2.4,1671,6144,1.0,0,0,4,7,1420,171,1950,0,98188,47.3567,-122.313,1858,8020,266434
257,3,2.28,1556,7908,1.0,0,0,4,7,1585,227,1976,0,98023,47.3219,-122.245,2237,8646,192832
144,4,2.44,2407,8372,1.0,0,0,3,8,2185,0,1975,0,98125,47.7533,-122.185,2154,11081,274145
296,3,1.41,1951,6755,1.0,0,0,3,5,1363,551,1951,0,98055,47.4518,-122.381,1697,8751,253920
173,4,2.21,2093,6834,2.0,0,0,3,7,2328,0,2009,0,98038,47.3598,-121.982,2537,4884,222703
198,3,3.72,3614,295269,2.0,0,0,3,8,3036,0,1972,0,98019,47.7404,-121.989,1283,138655,307478
341,3,1.68,1141,15582,1.0,0,0,3,7,1254,544,1963,0,98077,47.7601,-121.829,1277,13772,229206
270,1,2.25,1744,3123,2.0,0,0,3,9,2363,0,1929,0,98115,47.6806,-122.276,2397,5656,706293
210,3,2.16,1866,7677,1.0,0,0,3,7,1787,0,1982,0,98038,47.386,-121.888,1197,4278,195138
186,3,2.06,1655,71436,1.0,0,3,4,9,1690,0,1972,0,98027,47.5645,-121.874,2475,82454,403213
95,4,2.77,2396,5857,2.0,0,0,3,8,2979,0,2006,0,98003,47.4049,-122.25,2655,6880,410408
327,3,2.89,2922,10414,3.0,0,0,3,5,2671,561,1976,0,98034,47.7519,-122.19,2214,17332,364840
36,4,2.76,2768,8548,2.0,0,0,3,8,3584,0,1991,0,98058,47.5948,-122.148,3160,8954,579085
245,3,0.8,1010,7661,1.0,0,0,4,6,794,0,1926,0,98118,47.4738,-122.346,1202,5972,215783
81,3,2.06,1979,38135,1.0,0,0,3,8,2150,0,1993,0,98092,47.7353,-121.974,2750,38833,469732
139,4,2.05,1961,10430,2.0,0,0,3,7,2506,0,1975,0,98125,47.7192,-122.226,1290,10013,331105
72,4,3.27,3534,36488,2.0,0,0,3,12,4591,0,1991,0,98053,47.7694,-122.014,3561,30723,944233
369,5,2.82,2554,65308,2.0,0,0,3,8,2512,0,1996,0,98042,47.3887,-122.034,2092,9412,332833
260,4,1.73,1959,9807,1.0,0,1,3,8,1302,904,1946,0,98028,47.5599,-122.268,1897,5720,776809
276,3,2.87,2283,2439,1.0,0,0,3,9,1674,466,1998,0,98052,47.6871,-122.046,2190,2781,507179
30,3,2.52,2300,7641,1.0,0,0,3,7,2160,0,1989,0,98038,47.4088,-122.286,1983,4554,301799
326,2,1.72,1308,6722,1.0,0,0,3,7,1225,336,1971,0,98023,47.3178,-122.352,2299,8875,217268
89,4,3.47,4110,54103,2.0,0,0,3,11,3961,0,1998,0,98072,47.7413,-122.157,2867,14615,741522
128,4,3.52,3367,2624,2.0,0,2,3,8,2660,1028,1909,0,98144,47.5967,-122.396,1675,3443,801695
82,4,3.25,3753,14729,1.0,0,0,3,11,2784,986,1976,0,98052,47.7147,-122.163,2627,9365,1273398
82,4,2.19,2060,9769,1.0,0,0,4,8,1408,818,1966,0,98166,47.7169,-122.215,2459,24250,356706
186,4,2.94,2588,4676,2.0,0,1,3,9,2637,769,1973,0,98052,47.7142,-122.224,1961,8256,678433
159,4,1.97,1577,4884,1.0,0,0,4,6,1274,482,1920,0,98118,47.5562,-122.274,1846,5038,263491
348,4,3.25,3458,14282,2.0,0,3,3,9,3053,0,2002,0,98092,47.3513,-122.192,3057,12105,535303
275,4,3.04,1844,5005,2.0,0,0,3,8,1664,803,1980,0,98003,47.5247,-122.336,2184,7159,282403
183,5,2.74,2313,7879,1.0,0,0,3,7,1918,0,1984,0,98072,47.7467,-122.13,1698,6676,287227
363,3,0.57,687,5590,1.0,0,2,3,7,733,0,1923,0,98155,47.5209,-122.093,959,8116,246293
12,3,2.91,2811,9621,2.0,0,0,3,10,2064,385,1934,1991,98199,47.6791,-122.264,2975,6391,1248921
340,3,2.78,2118,6546,1.0,0,1,4,7,1777,825,1924,0,98116,47.5893,-122.33,1723,4587,586330
145,3,2.96,1581,44384,2.0,0,2,4,9,2080,0,1949,0,98024,47.5788,-121.901,2514,29590,858344
127,3,1.2,1146,9371,1.0,0,0,3,7,961,0,1942,0,98155,47.7491,-122.226,1389,9256,319446
38,5,2.21,1454,10487,1.0,0,0,5,8,1485,0,1961,0,98027,47.7578,-122.175,2268,5150,403280
280,1,1.96,1456,8320,1.0,0,0,4,7,1635,0,1973,0,98042,47.3739,-122.14,1868,10431,201678
154,3,1.12,1049,9560,1.0,0,0,4,6,1103,0,1936,0,98004,47.5476,-122.219,1908,5886,159860
194,2,1.75,1138,10480,1.0,0,0,3,7,1369,0,1961,0,98042,47.3718,-122.163,973,7530,170464
306,2,2.11,1353,10588,1.0,0,0,4,7,1197,0,1924,0,98059,47.5733,-122.355,1786,1097,412035
284,5,2.7,2790,34428,1.5,0,0,3,7,2097,0,1973,0,98077,47.4935,-122.096,2304,36651,442263
192,3,3.14,2159,9456,2.0,0,0,3,7,1671,537,1976,0,98188,47.4365,-122.197,1737,6377,470194
58,4,3.2,2557,17763,2.0,0,0,3,9,3031,0,2002,0,98028,47.5987,-121.95,2773,40274,534910
155,6,3.32,4161,4927,2.0,0,0,5,9,3187,1599,1900,0,98105,47.6361,-122.345,2527,3979,1160949
286,4,2.6,2129,8448,2.0,0,0,4,9,2273,0,1974,0,98007,47.6232,-122.075,2701,8827,602418
155,4,2.57,2244,10364,1.0,0,0,3,9,1971,0,1991,0,98058,47.6134,-122.08,2457,11341,400404
358,3,2.13,1394,4154,1.5,0,0,3,9,1392,0,1998,0,98107,47.6404,-122.354,1903,3845,576556
182,3,1.31,1281,7317,1.5,0,0,3,7,1154,0,1902,0,98144,47.565,-122.241,1913,4163,374476
70,3,2.59,2184,9926,1.0,0,0,4,7,1491,0,1967,0,98031,47.388,-122.146,1393,7782,260858
204,3,3.2,2264,5039,1.0,0,0,4,7,2606,433,1923,0,98199,47.6441,-122.248,1975,5589,756366
104,3,1.29,1717,6086,1.0,0,0,3,7,1271,505,1928,0,98116,47.5464,-122.321,1748,4654,430786
357,3,1.95,1097,15139,2.0,0,0,3,8,1767,0,1947,0,98008,47.7154,-121.99,2585,12147,613591
119,4,1.64,1313,5121,1.5,0,0,3,6,1494,0,1915,0,98118,47.588,-122.227,1663,5393,275323
160,3,2.66,2009,5878,2.0,0,0,3,8,1886,0,1993,0,98042,47.3035,-122.024,1775,5609,484325
239,5,2.29,2661,8137,1.0,0,0,3,6,1426,757,1943,0,98168,47.4573,-122.291,1547,7936,310252
46,3,2.76,1876,4866,1.0,0,0,3,7,1040,150,1988,0,98027,47.4912,-122.084,2022,6328,399837
244,4,2.66,2369,9316,1.0,0,0,3,7,1341,0,1961,0,98059,47.4407,-122.141,2245,10317,404332
225,3,1.92,1901,6243,2.0,0,0,4,7,1680,438,1970,0,98053,47.6678,-122.087,1631,6641,532743
104,3,2.06,1612,4500,1.0,0,0,3,8,1203,556,1953,0,98103,47.5887,-122.335,1484,3185,606376
284,6,3.76,2957,11467,1.0,0,0,4,9,2763,1164,1959,0,98004,47.618,-122.177,2941,12323,1095591
173,2,1.14,888,6983,1.0,0,0,3,6,1042,0,1910,0,98116,47.5696,-122.312,1425,7398,224453
294,4,2.71,3302,8568,2.0,0,0,3,8,2893,0,2009,0,98029,47.5341,-122.108,2724,6993,532754
54,2,2.17,2779,5451,2.0,0,0,3,7,2669,0,1967,0,98034,47.7774,-122.138,2269,5884,340089
328,4,2.68,2387,13703,2.0,0,0,3,8,2091,524,1991,0,98027,47.5247,-122.135,2282,9514,292281
283,4,2.95,3121,4551,2.0,0,0,3,8,2408,1004,1916,0,98115,47.7089,-122.326,2129,5218,745410
268,5,2.77,2937,13246,1.5,0,0,3,9,2847,953,1968,0,98155,47.7458,-122.242,2373,31123,462972
300,3,2.2,1530,8992,1.0,0,0,3,7,1416,0,1974,0,98042,47.4002,-122.162,2189,4627,201945
76,5,3.12,2401,10015,2.0,0,0,3,7,1749,0,1983,0,98008,47.7214,-122.173,1431,6879,442311
167,2,1.91,1311,2140,2.0,0,0,3,7,1098,238,1957,0,98115,47.7008,-122.372,1464,2602,439276
346,2,2.29,1863,1645,2.0,0,0,3,8,1703,394,2013,0,98029,47.697,-122.254,1512,1309,602661
270,4,2.36,2140,7770,2.0,0,0,3,8,2480,0,1985,0,98003,47.3794,-122.219,1549,7447,322718
353,4,2.27,1947,11286,1.0,0,0,4,8,1733,0,1953,0,98155,47.7199,-122.218,2069,13927,566264
139,3,1.89,1351,1579,1.5,0,0,3,7,1395,224,1920,0,98117,47.5515,-122.343,1108,2065,340243
40,4,2.16,1633,9858,1.0,0,0,3,7,1720,0,1958,0,98056,47.6855,-122.193,1395,8552,278350
262,4,2.39,1838,8722,2.0,0,0,3,9,2442,0,1962,0,98072,47.7489,-122.111,2523,8608,601363
30,3,2.79,2151,22437,1.0,0,0,3,7,1489,427,1960,0,98075,47.5811,-122.086,2108,4115,532136
204,3,1.04,1575,5269,1.0,0,0,3,7,1498,0,1919,0,98136,47.5347,-122.277,1485,4127,358228
273,3,2.16,1957,13747,1.0,0,0,3,8,2400,0,1977,0,98014,47.6476,-122.079,2392,32789,613029
293,3,2.57,1691,4897,3.0,0,0,4,8,1867,0,2007,0,98118,47.5284,-122.328,1752,4465,397768
197,3,0.77,1298,6659,1.5,0,0,3,6,1238,0,1919,0,98136,47.5147,-122.337,1647,5999,199437
274,3,2.48,2392,6169,2.0,0,0,4,7,2763,0,1972,0,98023,47.3376,-122.301,2751,7818,573466
384,2,0.47,824,3350,1.0,0,4,4,6,977,0,1925,0,98116,47.5468,-122.339,2067,7072,381668
27,4,1.52,1469,5248,1.0,0,0,4,6,960,474,1911,0,98188,47.4989,-122.295,1343,3990,262950
8,5,3.24,2546,1989,3.0,0,0,3,10,3574,0,2014,0,98074,47.6503,-122.034,2894,2404,523160
134,2,1.51,1221,7710,1.0,0,0,3,7,1300,0,1930,0,98178,47.5504,-122.297,1304,5311,219576
350,4,1.39,1604,9648,1.0,0,0,4,7,1381,449,1954,0,98058,47.3521,-122.198,1881,9268,169231
252,2,2.24,2216,21770,2.0,0,0,3,9,2446,0,1992,0,98059,47.421,-122.076,1635,20789,455324
116,5,2.82,1988,7980,1.5,0,0,3,7,1600,0,1973,0,98033,47.5783,-122.11,1498,7955,488406
364,5,3.32,3225,7253,2.0,0,1,4,10,2775,735,1911,0,98144,47.5864,-122.238,2716,8588,1638659
247,4,3.03,3841,8314,2.0,0,2,3,10,2712,962,1954,0,98199,47.5415,-122.255,2626,7954,1182183
69,3,2.44,1483,9695,1.0,0,0,3,8,1308,560,1957,0,98028,47.6979,-122.106,1554,8698,619908
355,3,6.86,2094,10941,1.0,0,0,3,7,1721,495,1958,0,98155,47.7269,-122.272,1846,9526,245113
344,3,2.97,2833,6797,2.0,0,0,3,8,2586,0,2003,0,98045,47.4415,-121.922,2676,12276,561564
272,5,2.55,1792,8382,1.0,0,2,4,8,1454,485,1987,0,98038,47.3792,-122.05,2375,13000,395444
82,3,2.69,1614,3640,2.0,0,0,3,7,1539,416,1947,0,98034,47.7063,-122.318,1477,4571,449992
42,2,2.3,1564,7112,1.0,0,0,3,7,1045,0,1994,0,98133,47.5026,-122.309,1461,9544,295829
62,3,1.0,1070,2301,1.0,0,0,3,7,1331,0,1910,0,98136,47.5159,-122.265,1292,6244,143272
135,4,1.34,1554,5602,1.0,0,0,3,7,1192,0,1935,0,98133,47.7405,-122.385,1507,5295,387628
268,4,1.79,2399,9836,1.0,0,0,5,7,1445,1118,1951,0,98168,47.4523,-122.371,2262,17084,459054
88,3,2.81,1824,6338,1.0,0,0,3,7,1802,0,1987,0,98055,47.4713,-122.091,1463,5264,252509
106,5,3.61,4149,60026,1.0,0,2,4,9,2180,1382,1966,0,98040,47.5762,-122.07,3404,7681,564189
94,4,2.14,2496,4648,2.0,0,0,3,8,1884,0,2012,0,98052,47.6361,-121.989,2319,5674,448263
322,4,3.02,2107,95132,1.0,0,0,4,7,1729,806,1982,0,98058,47.4316,-122.014,2513,9775,401947
199,2,1.5,989,3577,1.0,0,0,3,6,796,204,1981,0,98126,47.5815,-122.342,1325,4294,324431
209,4,2.8,2124,10010,1.0,0,0,3,8,1976,475,1989,0,98188,47.4904,-122.114,2289,8669,420142
327,4,1.84,1974,10292,1.0,0,0,4,7,1202,224,1946,0,98155,47.7449,-122.251,2378,11786,224677
364,2,3.36,3463,3579,2.0,0,0,3,8,2301,236,2008,0,98029,47.5438,-121.974,2525,2839,425997
