age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,4,37175,11,2,3,0,4,1,2776,0,33,39,1
32,4,319895,15,4,8,1,4,0,0,0,21,39,0
46,4,529084,14,2,8,0,4,1,0,0,11,39,1
64,0,120695,8,2,0,0,2,1,0,0,40,39,0
35,6,425472,9,2,4,0,4,1,7998,0,45,39,1
23,4,192840,11,6,0,1,4,0,0,0,34,39,1
37,6,105110,11,2,4,0,4,1,0,3049,40,39,1
24,4,36852,15,4,8,1,4,1,0,0,45,39,0
23,4,335057,6,3,8,4,4,0,0,0,12,39,0
52,4,108959,11,2,4,0,4,1,0,0,50,39,1
54,0,109293,9,2,4,0,4,1,0,0,20,24,0
42,4,325869,11,2,8,1,4,0,0,0,40,39,0
64,4,357429,15,2,4,0,4,0,0,0,50,39,1
41,4,159535,11,4,0,1,2,1,0,0,35,2,0
24,4,116535,15,4,8,1,4,0,0,0,40,39,1
31,6,352915,9,0,10,1,4,0,0,0,40,39,1
40,4,148378,11,4,0,3,2,0,0,0,40,39,0
35,4,191891,1,4,7,3,4,0,0,0,35,39,0
34,5,245873,11,0,1,4,4,0,0,0,40,39,0
32,4,40499,11,2,3,0,4,1,0,0,40,39,0
28,4,171692,1,3,4,3,4,1,0,0,21,39,0
32,4,327377,15,0,8,1,2,1,0,0,40,39,0
33,4,170355,15,4,14,3,4,1,0,0,40,39,0
41,4,191948,3,3,3,3,4,0,2318,0,40,2,0
49,7,190480,12,2,7,0,4,1,3106,0,40,4,0
27,2,213925,15,0,8,2,4,0,0,0,40,30,0
53,6,124268,4,2,10,0,4,1,0,0,40,39,0
26,4,347420,9,4,10,1,4,0,33735,0,60,39,1
27,4,211721,11,4,1,5,3,0,4494,0,36,39,0
40,0,208746,9,0,1,3,4,0,0,0,21,39,0
38,4,93780,6,4,0,1,2,1,0,0,40,39,0
49,6,188256,15,2,3,0,4,0,0,0,50,39,0
38,7,177810,11,2,7,5,4,1,0,1632,40,32,0
62,4,192106,9,2,10,0,4,1,0,1989,40,39,0
25,4,98788,11,4,5,1,4,1,0,0,50,39,0
47,4,41556,9,2,7,0,4,1,0,0,40,2,0
29,7,168165,11,4,0,5,4,1,0,0,40,39,0
38,3,327957,15,4,1,3,2,1,0,0,17,39,0
41,0,203934,12,0,7,1,4,0,0,0,20,34,0
27,4,223921,11,0,6,1,2,1,0,0,35,39,0
40,4,231371,5,0,14,0,2,1,0,0,34,8,0
35,2,303592,12,0,12,3,4,0,0,0,50,3,0
42,4,100333,11,0,4,4,0,0,0,1889,25,28,0
64,4,245361,15,2,4,0,0,1,0,1994,56,39,0
28,2,382984,11,0,8,4,4,0,0,0,36,39,0
29,4,174014,15,4,3,3,4,0,0,0,40,39,0
39,2,267808,0,4,0,3,0,0,0,0,13,39,0
26,6,232871,7,2,4,0,4,1,0,0,60,39,1
35,6,164168,15,4,1,0,4,1,0,0,40,39,0
37,7,255618,15,4,12,1,2,0,0,0,35,39,0
33,4,49161,12,2,4,0,4,1,0,0,45,39,1
61,6,47495,1,2,4,0,4,1,0,0,45,26,1
49,0,349389,10,0,10,1,2,1,0,0,40,26,0
25,4,239599,8,6,7,3,4,0,0,0,35,39,0
39,2,30881,2,4,14,4,2,1,0,0,55,39,0
59,6,43661,15,2,3,0,4,1,99436,0,40,39,0
31,4,191511,11,6,11,0,4,1,25204,0,40,39,0
51,2,40141,14,2,10,0,4,1,0,0,40,39,0
32,4,190112,15,4,10,3,4,0,0,0,35,39,0
28,4,116167,15,0,10,1,4,0,0,0,40,39,0
27,4,258218,11,6,12,3,4,0,0,0,21,39,0
60,4,46494,5,2,10,0,4,1,0,2377,40,36,1
40,6,96511,15,2,3,4,4,1,0,0,50,39,0
29,4,124715,12,0,10,0,4,0,0,1511,45,39,1
45,4,223679,10,2,11,5,4,1,0,0,40,39,1
46,4,477517,3,1,8,2,4,0,0,0,40,39,0
59,4,170736,9,2,10,0,4,1,0,0,21,39,1
35,4,198641,11,4,0,3,4,1,0,0,35,30,0
65,5,196038,9,2,7,0,4,1,0,0,40,26,0
48,4,241015,7,2,3,0,4,1,3424,1691,40,39,0
28,4,171040,15,4,8,4,4,1,0,0,35,39,0
29,3,369091,11,4,8,1,4,1,0,0,21,39,0
25,4,317478,7,4,1,3,4,0,0,0,35,39,0
50,5,39541,11,0,0,4,2,0,0,0,40,39,0
32,4,151505,11,0,6,2,4,1,0,0,40,32,1
53,4,293050,9,2,4,2,4,1,21881,0,40,39,0
24,7,144946,12,6,7,1,4,1,0,0,34,39,1
66,5,541088,3,2,5,0,4,1,0,1887,36,3,0
68,4,155027,11,2,4,0,1,1,0,0,40,0,0
38,0,227191,9,4,0,3,4,1,0,868,14,8,0
48,7,197261,7,2,10,0,4,1,3582,0,34,39,0
28,5,168530,14,0,4,1,4,0,0,2405,40,39,1
44,4,273927,6,2,10,0,4,1,3267,0,40,39,1
45,4,233134,11,2,10,1,4,1,95444,1897,10,39,1
25,4,176424,11,2,10,2,4,0,0,1547,20,39,0
28,6,118380,9,2,3,5,4,0,0,4108,33,39,0
54,4,41002,11,2,10,0,4,1,0,1998,60,0,1
36,5,204077,11,4,0,3,3,0,0,0,40,39,0
34,4,110080,11,5,8,1,4,0,0,0,40,39,0
40,6,106209,13,2,5,0,4,1,0,0,40,39,0
65,4,224412,11,2,14,0,2,1,0,0,32,35,0
54,4,352606,10,2,4,0,4,1,0,0,40,39,1
54,4,199985,9,2,10,0,1,0,2835,933,50,22,1
43,5,462850,11,6,3,0,0,1,0,0,35,39,0
40,6,187252,11,2,7,5,4,0,0,1523,40,41,0
19,0,293057,7,0,6,4,4,1,0,0,40,34,0
40,4,56570,11,4,3,1,4,1,0,0,11,20,1
28,4,137488,9,4,3,3,4,0,0,0,50,13,0
50,7,182648,11,2,5,0,4,1,0,0,40,26,0
46,6,309722,11,2,3,5,4,1,0,0,40,39,0
36,7,269927,12,4,11,1,4,1,0,0,21,39,1
33,4,230884,15,5,12,3,4,0,0,0,20,39,1
65,4,574092,15,2,3,0,4,1,0,0,40,39,1
38,1,219256,11,2,1,4,4,1,0,0,40,39,0
51,4,157903,11,2,3,0,4,1,0,0,50,39,0
36,0,236975,15,3,10,1,4,0,0,2553,40,39,0
33,2,184258,1,0,4,0,4,0,0,0,40,39,0
24,4,170481,12,0,1,1,4,0,0,0,34,39,0
37,5,151141,15,4,7,3,1,1,0,0,35,39,0
29,2,136920,11,4,1,1,4,1,0,0,11,39,0
34,2,29482,15,4,12,1,4,1,0,0,36,13,0
35,5,176878,9,2,10,5,4,1,15631,0,40,39,1
49,4,457558,11,2,3,0,4,1,0,0,50,39,0
42,4,60791,11,4,0,4,4,1,0,0,40,4,0
55,4,112341,15,2,10,0,4,1,0,0,55,39,1
32,1,536861,9,2,8,0,4,0,0,1988,40,39,1
29,4,158791,15,4,0,3,4,0,0,0,40,39,0
38,4,211286,14,4,10,1,1,1,0,0,35,39,0
41,5,110527,8,2,11,0,4,1,0,0,34,39,0
32,4,148034,5,0,12,3,4,0,0,0,21,39,0
46,5,235406,11,2,12,0,4,1,0,0,33,39,1
44,2,343339,11,2,6,0,2,1,0,0,40,39,0
48,4,160225,11,2,3,0,4,1,0,0,40,4,0
65,4,34927,11,2,3,0,1,0,0,0,20,39,0
59,0,159448,9,2,10,0,4,1,0,0,40,26,0
53,5,153833,11,2,7,0,0,1,0,0,60,39,0
24,2,216499,9,6,1,1,4,0,0,0,60,39,1
28,4,101076,12,0,13,3,4,0,0,0,40,39,0
27,4,550251,7,6,10,1,4,1,0,0,45,39,1
36,2,123443,15,4,7,3,2,1,14678,0,45,39,0
23,1,82878,11,0,11,1,4,0,0,0,36,39,0
26,0,399416,12,4,1,1,4,1,0,0,60,39,0
61,4,353260,9,2,10,0,0,1,0,0,50,0,1
32,4,250273,9,4,10,1,4,0,0,0,50,39,1
27,0,176310,9,4,1,2,2,1,0,0,35,39,0
64,4,46997,11,2,3,0,2,1,0,2000,61,39,1
43,4,399045,15,4,8,4,2,0,0,0,40,35,0
53,4,362499,14,2,3,5,4,1,0,1993,60,39,1
38,4,109159,11,2,5,0,4,1,14453,2311,40,31,0
64,5,246078,9,2,4,0,1,1,0,1893,37,39,1
32,4,60526,1,6,0,4,4,1,0,0,17,39,0
36,4,181031,2,2,7,4,4,0,0,743,36,26,0
51,4,506986,15,2,7,0,4,1,0,0,40,26,0
33,4,116057,11,2,10,0,4,1,15433,1586,60,39,0
26,4,192101,8,0,12,4,4,0,0,0,83,39,0
58,4,166148,7,2,1,0,4,1,0,0,40,39,0
37,4,89750,11,4,10,4,4,1,0,0,40,39,0
26,4,130971,11,2,4,1,4,0,104096,0,40,39,1
32,4,115636,9,2,0,2,4,1,21041,0,50,39,0
65,5,170482,11,2,14,0,4,1,0,0,40,26,0
22,4,257412,11,0,6,1,4,0,0,0,60,39,0
33,4,94469,11,0,1,4,4,1,0,0,40,39,0
33,4,59875,11,4,3,2,4,1,0,0,21,39,0
27,4,357915,9,2,4,0,4,1,0,0,33,39,1
64,4,234131,11,2,10,0,4,1,0,0,40,39,0
53,4,277583,11,2,0,5,4,1,0,1980,40,39,0
36,4,180673,11,2,8,0,4,1,0,0,40,39,0
34,4,191593,9,2,10,2,4,1,0,0,40,39,0
32,4,162741,9,4,14,1,4,1,0,0,40,39,0
61,5,198871,11,2,12,0,4,1,0,0,40,39,1
64,4,243637,15,2,14,0,1,1,14550,0,51,23,1
40,4,268811,7,4,3,1,4,1,0,0,40,4,0
28,1,524711,12,2,4,2,0,0,9632,0,32,39,1
25,4,156402,11,0,1,0,4,0,0,0,40,39,0
64,5,173545,11,2,10,0,2,1,0,2002,40,39,0
50,4,269347,5,2,3,0,2,1,0,0,34,39,0
46,4,369043,11,4,12,3,4,1,0,0,40,39,0
26,4,161082,2,0,9,1,4,1,0,0,45,39,1
33,4,112517,11,2,7,4,4,0,0,0,40,39,0
39,3,242790,12,0,2,2,4,0,0,0,40,39,0
45,4,152531,11,2,7,4,4,1,0,0,40,39,0
36,0,154470,15,4,13,1,4,0,0,0,40,26,0
55,4,195398,4,2,14,0,4,1,0,0,40,39,0
41,4,128894,15,4,7,1,2,0,0,0,40,39,0
32,8,206249,15,4,4,3,4,1,0,0,50,30,0
62,5,186799,14,2,8,0,4,1,0,0,33,39,0
63,4,347508,9,2,4,0,4,1,0,0,10,39,0
54,4,103333,11,2,6,2,4,1,0,0,40,14,0
46,4,303984,11,4,1,1,3,1,0,0,40,11,0
32,0,181450,11,4,10,1,4,1,0,0,40,39,0
39,3,194794,11,5,8,1,4,0,0,0,14,39,0
25,1,40857,15,2,4,0,4,1,7531,0,33,39,1
38,4,133429,15,4,12,1,2,1,0,0,40,31,0
27,0,270176,9,4,8,4,4,0,0,0,21,11,0
57,4,333169,11,2,4,0,4,1,0,0,33,39,0
27,4,232698,9,4,1,1,4,0,0,0,20,39,0
60,3,241594,11,2,9,0,1,1,0,0,40,39,1
25,0,257173,9,0,8,3,4,1,0,0,36,39,0
32,5,192834,9,0,11,0,4,1,0,0,33,39,1
23,2,103833,3,0,10,4,4,1,0,0,40,39,0
38,4,211680,11,4,7,3,2,1,0,0,35,31,0
55,6,118628,8,2,4,0,4,1,6345,0,45,39,1
28,7,53376,1,5,10,3,4,0,0,0,40,39,0
62,4,234887,9,2,10,0,4,1,0,0,81,39,1
24,2,255816,9,4,13,1,4,0,0,0,40,39,0
24,4,145321,15,5,1,1,4,1,0,0,21,39,0
26,7,214789,11,4,0,1,4,0,0,0,34,39,1
28,4,145273,7,4,8,1,4,0,0,0,40,39,0
32,5,104583,9,4,1,3,4,0,0,0,35,3,0
62,4,423341,9,2,4,0,4,1,0,0,40,39,1
34,6,328687,11,4,3,1,4,1,0,0,20,39,0
54,6,111895,11,2,1,4,4,1,3097,0,40,39,0
53,4,229450,9,2,3,0,4,1,0,0,34,39,0
27,4,54328,8,4,8,3,4,0,0,0,21,39,0
31,4,135916,12,0,5,3,4,1,0,0,40,39,0
57,4,344608,15,2,4,0,4,1,0,0,50,35,0
28,0,45205,8,2,10,0,4,0,0,2274,45,39,1
35,6,107747,8,2,9,0,4,1,0,0,40,39,0
56,5,174198,11,2,11,0,4,1,0,2355,40,39,1
49,0,196061,11,2,12,0,4,1,0,0,50,39,0
29,6,126948,5,4,8,3,4,0,4068,0,40,39,0
63,4,243587,15,2,7,0,4,1,2921,0,51,39,1
31,4,21777,11,4,1,1,1,1,0,0,55,39,0
40,4,181663,11,4,1,3,2,0,0,0,40,15,0
23,4,109801,8,0,10,1,4,1,0,0,34,39,1
30,4,260645,11,4,13,4,2,0,0,0,86,39,0
67,4,192034,11,2,7,0,4,1,0,0,40,35,0
28,4,41353,15,4,12,3,4,1,0,0,40,6,0
32,4,421558,11,4,8,3,2,1,0,0,40,39,0
41,4,189877,15,2,1,3,4,1,0,0,40,39,1
34,1,122768,8,2,10,0,4,1,0,0,50,39,0
24,4,404536,11,0,1,4,4,0,2588,0,69,39,0
28,4,144518,8,6,7,3,4,1,103368,1655,50,39,0
28,4,303418,12,4,12,4,4,0,0,0,35,39,0
47,6,484002,2,2,5,0,0,1,0,0,55,35,0
27,1,185129,9,2,12,4,3,1,0,0,60,4,0
33,2,222586,8,4,1,3,4,0,0,0,35,39,0
33,4,174501,9,0,10,0,4,1,0,1647,9,39,1
31,4,54661,1,3,8,3,3,0,0,0,36,39,0
31,4,106445,11,0,8,1,4,0,0,0,35,39,0
33,2,99822,9,4,1,1,4,0,0,0,40,39,0
52,4,194519,12,2,12,0,4,1,0,0,40,39,1
33,4,192275,10,2,10,5,4,1,0,1574,40,12,1
45,4,287759,14,2,14,0,4,1,0,0,40,6,0
63,4,122323,9,2,4,0,4,1,0,0,51,39,1
31,2,88981,11,4,5,3,1,1,0,0,40,26,0
62,6,244123,10,2,12,0,4,1,0,0,50,39,1
60,4,191492,11,2,5,0,4,1,0,0,20,39,0
62,4,40629,15,2,3,0,4,1,0,0,20,1,0
29,4,118685,9,6,13,1,4,0,0,0,40,0,0
57,4,40019,11,2,1,0,4,1,0,0,40,39,1
27,4,49631,15,4,6,3,4,0,16546,0,40,39,0
30,4,237488,11,0,7,4,4,0,0,0,40,39,0
45,2,169969,11,0,1,1,4,1,0,0,40,39,0
29,4,204408,9,4,8,4,4,0,0,0,81,39,1
33,4,294640,11,4,10,4,3,1,0,0,40,39,0
28,4,405238,14,2,10,4,4,1,0,1674,45,39,1
23,7,197328,15,0,4,4,4,0,0,0,34,39,1
28,4,452132,15,4,8,1,4,1,0,0,40,30,0
43,6,394921,9,2,14,0,4,1,0,0,40,39,0
28,2,140330,9,0,5,2,4,0,0,0,40,39,0
65,2,158448,15,2,8,5,4,0,1591,698,18,39,0
61,6,561913,15,2,4,0,4,1,0,0,71,39,1
61,4,352726,11,2,12,0,4,1,6533,0,50,39,1
31,4,173881,11,0,1,4,2,1,2108,0,40,39,0
36,4,113310,15,2,12,0,4,1,0,0,45,39,1
40,1,309327,8,0,0,3,2,0,0,1891,40,31,0
37,2,158566,11,4,1,4,2,0,0,0,36,39,0
23,1,240428,11,0,8,1,4,0,0,3177,40,39,0
28,0,198422,15,4,4,1,4,1,34233,0,60,39,1
59,4,122830,7,2,5,0,4,1,0,0,40,39,0
