date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
347,3,1.98,1401,5872,1.5,0,0,3,7,853,854,1964,0,98117,47.316,-122.445,1054,14871,324383
211,3,3.05,2623,12490,2.0,0,2,3,8,1167,593,1953,0,98148,47.6593,-122.382,2024,3675,1036002
93,2,1.88,1052,9857,2.5,0,0,4,8,791,677,1927,0,98027,47.6798,-122.486,1045,5896,374609
175,4,2.72,3877,7219,1.5,0,0,4,8,3030,0,1967,0,98105,47.7686,-122.054,3437,51838,375472
350,5,2.43,3176,10760,2.5,0,4,3,10,1918,0,1962,0,98178,47.674,-122.368,2004,7006,989490
125,3,1.98,2599,26274,1.0,0,0,3,8,3210,686,1994,0,98027,47.5475,-122.0,3568,9505,1282094
135,3,2.0,1423,14725,1.5,1,0,5,7,1178,883,1918,0,98004,47.6746,-122.17,2686,2376,1387824
149,3,2.1,1623,7296,1.0,0,0,3,8,1551,781,1963,0,98052,47.3086,-122.267,1986,16045,847818
309,3,1.65,1108,10667,1.0,0,0,4,7,1287,0,1932,0,98103,47.4533,-122.396,1578,1731,445419
306,3,3.08,2328,11684,1.5,0,0,3,9,1106,753,1942,0,98072,47.6128,-122.379,1920,7955,621798
215,4,1.45,1491,11109,1.0,0,0,4,7,1341,1177,1987,0,98198,47.6664,-122.243,1712,5341,954439
144,0,2.08,1845,32545,1.0,0,0,5,7,1626,1467,1969,0,98106,47.3487,-122.038,2114,21244,403381
315,3,2.08,1896,3982,3.0,0,0,4,6,1177,0,1994,2010,98198,47.5584,-122.335,1389,3822,177721
14,3,2.12,1017,10776,1.0,1,0,3,7,760,0,1917,0,98077,47.6408,-122.473,1065,7835,277140
313,2,1.28,1003,8708,2.0,0,0,5,8,1210,602,1948,0,98074,47.45,-122.256,1784,4710,186993
182,4,2.89,2574,21334,1.0,0,0,3,11,1800,0,2000,0,98075,47.5023,-122.205,1889,11047,289881
113,3,1.12,1286,5697,1.0,0,0,3,6,1474,0,1984,0,98053,47.725,-122.04,1862,42037,221379
103,2,1.4,1024,11294,2.0,0,0,4,8,1457,0,1934,0,98042,47.5988,-122.301,1954,5537,875378
327,4,2.8,3106,21493,2.0,0,0,3,9,2988,0,2003,1987,98092,47.3278,-121.971,2473,5388,542294
105,1,3.86,4731,8293,1.0,0,3,5,9,2759,1405,1963,1971,98004,47.6026,-122.111,3454,18954,538144
203,3,1.34,707,12259,2.0,0,0,5,6,947,1037,1914,0,98058,47.7419,-122.369,1609,7251,256901
51,4,2.75,4111,7440,2.0,0,3,5,7,3981,2427,1979,1989,98027,47.6911,-122.207,3852,5281,713549
283,2,4.59,4138,27600,1.0,0,0,3,8,1632,0,1990,0,98004,47.5752,-122.369,1201,7817,757876
149,4,3.6,4992,32268,2.0,0,3,4,7,4179,0,1995,0,98177,47.6148,-122.084,3550,4044,1476786
108,3,1.62,1806,8472,1.0,0,0,2,8,1364,0,1999,0,98027,47.6647,-121.988,1371,183092,655295
55,4,2.52,1698,287187,2.0,0,0,3,9,898,597,1924,0,98148,47.5947,-122.304,2174,10028,617013
206,1,2.69,4404,39706,2.0,0,2,5,9,3717,1907,1981,0,98039,47.6819,-122.269,3344,8775,727440
284,4,1.63,2191,5106,2.0,0,0,3,8,2009,0,1988,0,98119,47.5279,-121.867,2164,34534,377617
166,5,2.26,1927,79000,1.0,0,0,3,8,753,0,1963,0,98115,47.3283,-122.503,750,5574,186158
207,33,3.01,3502,264868,1.5,0,2,4,10,1632,829,1961,0,98023,47.6751,-122.305,2480,2103,1001289
170,4,3.73,4416,20078,2.0,0,1,3,3,3131,0,2006,0,98074,47.7242,-122.052,2412,5043,827544
362,3,2.08,3066,27175,1.0,0,0,2,12,2079,0,1996,0,98125,47.4971,-122.228,1952,7221,405278
100,3,1.98,831,11974,1.0,0,0,5,7,1104,820,1911,0,98028,47.7738,-122.275,1858,9679,462762
170,3,2.49,1356,12460,1.0,0,0,3,7,1317,0,1916,0,98118,47.5976,-122.217,2220,13276,451153
353,5,5.38,4961,23255,1.0,0,0,5,1,2982,495,1993,2012,98103,47.6212,-122.062,2237,12935,603596
350,3,1.5,1478,6275,1.0,0,0,3,7,1223,0,1975,0,98031,47.7339,-122.327,1407,5124,298792
309,3,2.2,1748,66260,1.0,0,2,5,8,1094,507,1974,0,98038,47.5585,-122.318,1313,7547,234994
20,5,2.04,886,13491,1.0,0,0,4,7,1071,702,1910,0,98024,47.6124,-122.354,1675,5981,560484
163,3,1.48,743,22525,1.0,0,0,3,7,1075,634,1914,0,98042,47.2962,-122.311,1787,9257,280877
347,7,2.74,4272,8495,2.5,0,3,3,11,3472,1237,1979,0,98059,47.5472,-122.27,3223,4030,598821
204,1,2.73,1845,5154,1.0,0,0,3,6,1205,0,1975,0,98033,47.4092,-122.205,1281,8556,384289
278,4,3.77,4647,10868,1.5,0,0,3,9,4327,334,1989,0,98006,47.6164,-122.155,3783,13593,872260
215,3,2.11,2238,160248,1.0,0,0,3,8,1739,0,1998,0,98117,47.3573,-121.884,1772,17851,592730
166,4,1.08,1580,4231,2.0,0,0,3,6,2074,0,1992,0,98074,47.2419,-121.881,2250,4899,351310
68,3,2.0,2018,7459,1.0,0,0,3,8,1343,0,2001,0,98074,47.7312,-122.239,1554,9389,235961
345,4,2.78,4444,6287,2.0,1,0,3,5,4007,1240,1989,0,98004,47.6646,-122.382,2531,1045,674714
100,2,1.97,862,13323,1.0,0,0,3,7,950,0,1908,0,98029,47.7131,-122.359,1762,6640,1426932
100,4,2.34,970,11957,2.5,0,2,3,7,1055,0,1917,0,98117,47.5669,-122.415,1451,15524,489147
326,4,4.36,3525,26756,1.0,0,1,4,10,1871,415,1997,0,98001,47.504,-122.22,2189,6274,2708079
171,4,2.53,4880,7792,2.0,0,1,3,10,3757,0,1980,0,98004,47.6236,-122.171,4020,203631,727995
135,2,1.6,1152,8385,1.0,0,0,3,6,1234,0,1951,0,98005,47.4745,-122.369,1542,5147,327599
206,10,5.23,4792,3458,1.0,0,0,5,11,1934,432,1981,0,98011,47.5201,-122.223,1607,10560,554423
359,4,1.46,2756,46725,1.0,0,0,5,7,2430,521,1959,1979,98177,47.6162,-122.111,2709,45621,1588693
216,3,2.68,2641,6592,2.0,0,0,4,9,2233,0,1970,0,98038,47.5896,-122.11,2473,21557,647710
160,3,2.08,1741,10906,1.5,0,0,3,9,737,0,1951,0,98045,47.6646,-122.503,936,8325,627612
70,3,1.41,976,12252,1.0,0,0,4,9,1498,0,1914,0,98023,47.7445,-122.129,2373,9598,494471
282,1,3.85,4670,7625,1.0,1,1,4,11,3751,0,1990,0,98070,47.6778,-122.158,2764,7543,2709369
136,3,1.34,864,9941,1.0,0,0,3,7,1159,0,1930,0,98198,47.6308,-122.162,1830,5620,260819
51,3,1.19,960,11497,1.0,0,4,3,8,959,556,1922,0,98166,47.4369,-122.441,1303,6519,493134
98,2,3.23,4317,49276,1.0,1,4,3,4,1546,741,1972,0,98102,47.6611,-122.353,1946,5445,1016623
62,5,3.6,3437,1585,1.0,0,0,3,9,2655,0,2006,0,98116,47.7699,-122.136,1919,119155,418579
129,4,1.64,708,13479,1.5,0,0,5,7,813,456,1906,0,98178,47.7582,-122.422,1431,8050,429329
318,5,2.52,3602,24591,2.0,0,0,3,9,4075,0,1999,0,98074,47.6811,-122.029,3554,7545,1705815
207,3,1.33,1213,37182,1.0,1,2,3,9,1112,0,1967,0,98117,47.7374,-122.281,1536,6550,223973
346,2,2.97,3306,11780,1.0,0,2,3,10,1279,843,1952,0,98004,47.6333,-122.335,2531,2518,576366
107,0,1.12,1111,8508,1.0,0,0,3,7,1282,610,1950,0,98146,47.4714,-122.186,1720,9465,262716
66,3,1.19,1202,15806,2.0,1,0,4,7,1434,0,1962,0,98003,47.3307,-122.142,1982,8174,253946
320,4,5.08,4230,8489,2.0,0,4,2,7,1969,0,1987,0,98040,47.6408,-122.254,1821,18518,629508
353,6,4.37,3220,112601,1.0,0,2,3,11,1565,826,1960,0,98024,47.7003,-122.3,1946,9370,1036598
126,5,1.97,1822,4429,1.0,0,0,3,8,1028,0,1983,0,98117,47.4971,-122.414,1103,28549,144790
106,4,3.22,4134,289705,2.0,0,2,3,9,1473,1022,1956,0,98055,47.6693,-122.184,2750,41099,656915
53,2,2.35,1491,12369,1.0,0,4,2,9,1229,941,1927,0,98115,47.754,-122.278,2136,5780,515839
170,3,1.79,1683,4096,1.0,0,0,3,8,1319,773,1991,0,98033,47.351,-122.171,1639,18379,240542
315,3,1.97,840,13549,1.0,0,0,3,8,1134,189,1908,0,98166,47.7547,-122.326,2086,7795,396453
350,2,2.15,1683,13411,1.0,0,0,3,6,1008,0,1967,2010,98011,47.5454,-122.426,1282,10109,197592
228,2,2.73,4038,5462,1.0,0,2,3,7,3112,483,1982,0,98103,47.5626,-122.006,2731,11924,572826
57,3,2.94,4568,6389,2.0,0,0,3,8,4371,0,1986,0,98059,47.6868,-122.146,4030,5753,720699
109,4,2.74,4227,5743,2.0,0,0,3,8,4482,0,1993,0,98116,47.4993,-122.141,3323,12235,996450
151,3,2.73,2690,44957,2.0,0,0,3,7,3210,0,2003,0,98038,47.2742,-121.879,2912,14240,353228
21,4,3.42,2505,2626,1.0,0,0,2,7,1472,0,1999,0,98092,47.7345,-122.071,1472,5349,318140
307,9,1.36,944,48568,1.5,0,0,3,8,908,0,1932,2001,98042,47.477,-122.386,1235,14143,347388
60,1,4.62,4059,3411,2.0,0,0,3,8,2895,1112,1992,0,98115,47.445,-122.042,2059,6215,952646
208,3,4.14,4282,9392,3.0,0,0,5,9,2489,0,1960,0,98033,47.6337,-122.166,2672,8231,1559233
164,4,1.64,1168,42153,1.0,0,0,4,6,1261,248,1952,0,98133,47.46,-122.341,1489,4037,474163
355,4,2.26,2206,3817,2.0,0,0,3,7,1558,0,1999,0,98116,47.4336,-122.226,1610,6594,259332
105,6,3.96,4803,35771,2.0,0,0,4,11,3756,1687,1979,1970,98024,47.5717,-122.128,2862,8791,295325
132,3,2.65,1684,5834,2.0,0,0,3,3,1142,0,1969,0,98052,47.5706,-122.423,1276,42253,200690
346,4,3.05,4283,232216,2.0,1,0,3,7,3524,998,1978,0,98007,47.6879,-122.261,3895,8023,981545
352,2,1.52,1670,2678,2.5,0,0,3,8,1544,0,2002,0,98042,47.6756,-122.053,1732,196257,210859
93,4,2.62,1838,4806,2.0,0,0,3,7,873,501,1973,0,98074,47.5633,-122.469,960,3941,393775
211,4,3.93,5197,6743,2.0,1,3,4,9,3495,1076,1970,1990,98116,47.4111,-121.933,2999,9150,878593
158,5,3.0,4298,44144,1.5,0,0,3,8,3525,0,1975,0,98006,47.5631,-122.216,3807,5807,733642
119,2,5.26,3514,22249,1.0,0,0,2,8,1603,0,1996,0,98005,47.7299,-122.369,1421,5695,573357
210,4,1.66,1006,115566,1.0,0,0,4,9,1306,0,1932,1971,98199,47.3178,-122.311,1746,9388,238413
212,3,1.87,3617,9201,1.5,0,0,3,8,2315,0,1967,0,98177,47.5498,-122.223,2685,18168,1094537
64,3,1.93,2018,2913,1.5,0,0,4,6,1641,403,2004,0,98075,47.2718,-122.185,1622,7680,509402
307,4,1.19,975,11793,3.0,0,0,3,7,1163,247,1920,2011,98122,47.5987,-122.403,1523,200117,713767
360,6,1.55,3384,18376,2.0,0,0,2,7,2909,0,1966,0,98103,47.7197,-122.037,3104,9173,593986
104,4,1.69,797,14269,1.0,0,2,4,7,1331,1148,1907,0,98117,47.5282,-122.164,3296,14754,353205
277,5,1.94,1989,3798,1.0,0,1,3,7,1106,0,1992,0,98053,47.4471,-122.348,1416,10050,168452
133,3,2.57,1056,11417,1.0,0,0,3,7,1165,131,1919,0,98007,47.5776,-122.45,1340,5139,368315
18,4,1.82,1267,8089,1.0,0,0,3,9,928,292,1946,0,98188,47.5296,-122.334,1400,10572,749116
67,3,2.43,2990,3873,2.0,0,0,3,9,3496,0,2000,0,98059,47.3544,-122.034,3702,29982,728029
23,4,2.17,2249,58964,1.0,0,3,5,7,1199,102,1951,0,98007,47.6466,-122.428,1494,5575,515664
211,2,2.18,2007,3021,1.0,0,0,3,7,1572,0,2000,0,98059,47.3519,-122.146,1786,4628,179801
22,2,1.48,1101,9755,1.0,0,2,4,7,1176,0,1936,0,98198,47.6726,-122.355,1620,6803,345364
14,3,3.59,4323,10582,2.0,0,1,5,11,1488,854,1966,0,98033,47.4072,-122.296,2433,4438,947208
167,4,2.75,4324,6101,2.0,0,0,3,10,4475,0,1987,0,98031,47.6881,-122.18,4148,12438,509470
66,3,1.83,1293,10292,1.0,0,0,3,8,1381,490,1926,2003,98122,47.748,-122.072,1950,115057,508039
203,1,2.31,729,13981,1.0,0,0,3,8,936,0,1905,0,98102,47.5699,-122.343,1983,3198,919272
18,4,2.54,4291,187153,2.5,0,0,3,7,2382,0,1996,0,98125,47.5731,-122.356,1814,4719,751917
174,3,1.18,1511,5356,1.0,0,0,3,4,1409,0,1985,0,98052,47.671,-122.218,1805,6370,256923
310,3,0.99,1125,5982,1.0,0,2,3,6,980,0,1971,0,98058,47.4356,-122.28,1473,8060,249255
358,2,3.72,3320,2308,1.0,0,0,3,7,2197,0,2000,0,98199,47.5927,-121.946,2124,17699,657970
21,4,3.27,3487,2201,2.0,0,0,3,8,3621,0,2004,0,98059,47.3766,-122.087,2611,3629,775507
192,8,2.1,2473,4807,1.0,0,0,4,11,980,747,1976,0,98144,47.6441,-122.495,732,6553,153951
113,3,3.21,4611,20286,1.5,0,0,3,8,2932,0,2006,0,98118,47.5892,-122.287,1974,1945,673425
352,3,1.5,1315,6518,2.0,0,0,4,7,1142,0,1968,0,98019,47.2604,-122.147,1397,8389,1261814
104,4,2.32,2128,2452,2.5,0,0,3,7,1129,0,2000,0,98070,47.6991,-122.231,1218,41174,343182
323,1,2.31,1709,77294,2.0,0,0,4,8,2264,0,1962,0,98108,47.6521,-121.918,2279,6621,613201
169,3,1.9,2319,2206,2.0,0,0,3,7,2084,0,1998,0,98144,47.5481,-121.89,2061,5789,351304
145,3,1.68,1148,120046,2.0,0,0,3,8,1221,0,1934,0,98007,47.5613,-122.377,1759,231423,496454
133,0,3.19,2934,3336,1.0,0,0,3,7,1137,0,1993,1965,98042,47.6143,-122.381,966,2245,233646
288,3,1.26,1547,5637,3.0,0,0,5,8,1583,0,1985,0,98077,47.441,-122.156,1896,8251,207844
349,3,1.65,1576,5487,1.0,0,0,3,7,1127,0,1979,0,98198,47.6634,-122.373,1362,4494,324171
127,4,1.56,956,10450,1.0,0,3,4,7,825,674,1922,0,98034,47.3363,-122.453,1069,5772,249372
26,3,1.6,1260,8795,1.0,0,0,3,7,1295,0,1948,0,98008,47.4485,-122.122,1861,9284,317457
164,3,3.1,4535,20059,2.0,0,0,5,9,2308,1138,1973,1978,98103,47.5366,-122.189,2715,8907,824792
142,3,2.56,4039,5550,2.0,0,0,3,7,4470,0,1995,0,98027,47.6759,-122.11,3197,54354,770059
314,3,3.03,2957,21913,1.0,0,2,3,7,1467,391,1999,2011,98115,47.6071,-122.415,1073,8193,199815
62,3,2.88,3020,2779,1.0,0,0,3,7,1121,461,1999,0,98144,47.4351,-122.455,989,8307,259224
354,3,1.51,841,13839,2.0,0,0,4,7,1432,0,1907,0,98125,47.5075,-122.107,2424,225927,391305
105,3,1.02,1327,11096,1.0,0,0,3,8,1269,0,1987,0,98122,47.2917,-122.115,1638,13667,742546
314,6,2.94,4855,9993,2.0,0,1,4,9,3118,0,1964,0,98075,47.7542,-122.122,3643,45622,559424
309,4,3.14,2075,10844,2.0,0,0,4,7,1791,0,1975,0,98056,47.6358,-122.09,1989,231307,1497435
211,5,3.22,4610,8597,2.0,0,4,3,8,3663,0,1970,2002,98109,47.589,-122.146,3586,18996,998784
22,2,2.81,2507,2409,1.0,0,0,3,7,1822,0,2001,0,98103,47.7662,-121.85,1808,4406,364459
174,4,3.13,2068,39380,1.0,0,0,4,8,1846,0,1955,0,98117,47.4592,-122.265,2236,9324,721391
211,3,1.41,1370,5076,2.0,0,0,4,7,1094,0,1982,0,98019,47.3142,-122.27,1536,5764,186981
58,3,2.58,2253,3016,1.5,0,0,3,8,1406,422,1995,0,98168,47.5947,-122.062,1915,64060,403260
144,3,1.16,1540,6789,1.0,0,0,4,9,1485,235,1970,0,98126,47.3152,-122.171,2098,7839,533886
107,5,2.55,4854,9909,2.0,1,0,5,9,3063,1129,1968,0,98074,47.6292,-122.221,3274,5858,754391
62,3,1.21,1407,7717,1.0,0,2,4,6,1163,0,1959,0,98119,47.6604,-122.402,1439,6882,497498
116,2,3.89,4975,67968,2.0,0,2,4,9,3313,543,1987,0,98148,47.5484,-122.028,2634,23013,1403490
113,4,2.67,2469,4989,1.0,0,0,3,8,1599,0,2007,0,98038,47.7395,-122.185,1607,4269,465307
21,2,1.99,2562,18811,2.0,0,0,4,8,2217,0,2002,2010,98019,47.5455,-121.815,1745,57684,1399963
19,4,3.39,4926,13119,2.0,0,0,3,10,4194,0,1981,0,98168,47.6179,-122.138,3834,33577,2297759
53,5,3.14,4488,48487,2.0,0,1,2,13,2620,682,1970,0,98052,47.6378,-122.202,3365,10632,763425
51,4,1.5,897,10763,1.0,0,0,4,7,824,839,1920,0,98072,47.4548,-122.442,1193,8769,445386
169,6,1.88,1701,10001,3.0,0,0,3,6,1140,0,1988,0,98103,47.6837,-122.389,1335,8189,388914
350,3,2.43,1994,20821,1.0,0,0,3,7,1348,436,1999,0,98178,47.5919,-122.17,1508,1983,433389
363,4,2.57,3446,4681,1.0,0,0,3,8,3727,0,1997,0,98001,47.6173,-121.976,3152,4918,1124870
21,3,3.5,3809,5475,1.0,0,0,4,6,2673,0,2006,0,98103,47.3688,-122.246,1814,2295,646916
348,2,1.94,1896,4683,1.0,0,0,5,8,1048,0,1987,2001,98034,47.4581,-122.408,1148,5402,633729
101,4,2.25,1373,14246,1.0,0,3,5,7,970,0,1918,0,98198,47.69,-122.273,2324,6140,981417
18,4,3.81,4554,55905,1.5,0,0,1,10,1729,628,1963,0,98004,47.5527,-122.157,2886,7066,1627272
310,3,1.29,1225,4493,2.0,0,0,3,6,1146,975,1985,1986,98092,47.3483,-122.112,1571,8018,274590
31,3,2.51,2733,2797,1.0,0,0,3,7,2497,149,2002,0,98059,47.6794,-122.007,2241,102296,549856
61,3,1.51,1314,5846,1.0,0,0,3,7,1347,0,1981,0,98075,47.3093,-122.111,1919,25590,480619
124,3,1.75,2695,10762,1.0,0,0,3,7,2469,0,1941,0,98103,47.3427,-121.956,3176,9534,1000639
211,2,2.94,4754,12573,2.0,0,4,3,11,3317,0,1988,0,98112,47.7554,-122.277,2347,8254,300695
52,4,2.94,4393,17021,2.0,0,4,3,7,3597,0,1979,1990,98004,47.7486,-122.275,3761,6038,780498
108,4,5.59,3638,208504,1.0,0,0,5,8,2098,205,1963,0,98059,47.479,-122.241,2137,12244,996095
306,0,3.24,4570,259456,2.0,0,3,3,7,2501,0,1969,0,98004,47.6295,-122.271,2878,29491,1259495
353,4,4.03,4158,38192,2.0,0,0,3,9,1617,0,2001,0,98116,47.7455,-122.058,1315,10041,886823
121,2,4.16,3999,263233,1.0,0,4,3,7,2238,671,1980,0,98052,47.1708,-122.262,2346,4123,776199
70,3,1.4,1193,8175,2.0,0,0,4,6,1371,1328,1957,0,98103,47.5363,-122.242,1915,8724,266322
150,1,5.18,5165,92080,2.0,0,1,5,8,3004,1317,1980,0,98034,47.6806,-122.114,2381,9303,443157
19,4,2.76,4494,7296,2.0,0,4,4,11,3824,1785,1988,0,98007,47.5213,-122.321,3006,4231,636443
210,4,5.56,3881,3450,1.0,0,0,4,8,1850,553,1988,0,98106,47.6542,-122.316,1574,716,509837
58,4,3.44,4322,8594,1.5,1,4,3,10,3573,1103,1975,0,98199,47.6419,-122.166,3212,19289,739819
172,3,3.72,3192,139938,1.5,0,0,3,8,2232,0,2005,0,98059,47.4286,-121.934,1649,9209,918075
352,3,2.41,4040,11320,2.0,0,0,3,8,4600,0,1994,0,98055,47.5507,-122.106,3584,65900,419291
58,3,1.36,984,10370,1.0,0,0,3,7,1182,507,1927,0,98052,47.7366,-122.372,1579,5111,449867
61,5,2.21,4352,7605,1.5,0,0,3,8,3708,0,1980,1975,98033,47.5897,-122.174,3260,5875,787506
279,3,2.42,1306,9558,1.5,0,1,4,7,1184,512,1933,0,98070,47.4397,-122.344,1571,7500,354981
310,6,1.24,651,13196,1.0,0,0,4,6,989,252,1908,0,98133,47.3425,-122.369,1638,6945,536788
95,5,2.83,4398,40401,1.0,1,4,2,9,3811,801,1979,0,98004,47.6931,-122.207,3365,9608,1934772
346,4,2.86,4452,6438,2.5,0,1,4,12,4148,2472,1982,0,98065,47.5218,-122.208,3959,9752,750113
17,3,1.57,1017,9353,2.0,0,0,3,7,1029,0,1935,0,98027,47.6926,-122.29,1369,7488,165471
175,3,1.84,1255,14626,1.0,0,0,4,8,1355,0,1912,0,98008,47.741,-122.153,2709,19409,517075
213,3,1.63,1651,4506,1.0,0,0,3,7,1284,0,1993,1988,98106,47.2034,-122.258,1561,6276,365620
141,4,1.21,1173,6148,2.0,0,0,4,7,1227,0,1971,0,98198,47.4927,-122.134,1823,8863,1018340
312,4,1.38,1416,26010,1.0,0,0,3,6,1226,0,1986,0,98105,47.5007,-122.079,1624,95142,269366
347,2,2.79,3089,11858,1.0,0,2,3,9,1344,1111,1958,0,98040,47.6273,-122.309,2374,7354,614238
138,5,3.1,4994,8298,2.0,1,4,3,8,3171,0,1970,0,98042,47.5761,-122.216,2854,12403,563024
324,4,3.1,4044,4383,1.0,0,2,3,8,1922,420,1993,0,98042,47.1737,-122.28,1709,7920,590816
68,3,2.57,2551,7529,2.0,0,0,3,7,2912,0,2003,0,98042,47.345,-121.855,2445,80640,272188
214,3,1.71,1926,9850,1.0,0,0,3,7,1245,1207,1991,0,98038,47.5429,-122.22,1535,49118,517224
146,3,3.43,3747,3342,2.0,0,0,3,11,4091,0,2002,0,98006,47.5717,-122.049,3644,6373,741338
220,4,1.24,1651,10303,1.0,0,1,5,8,1899,0,1997,0,98177,47.4605,-122.01,2040,4716,292496
170,3,1.15,759,12225,2.5,0,0,3,8,1346,0,1918,0,98146,47.469,-122.285,1996,189142,306641
269,3,2.45,1516,13497,1.0,0,3,1,8,831,-1,1919,0,98052,47.6572,-122.306,2277,19330,3369929
149,3,2.83,4049,6316,2.0,0,0,3,9,2924,1164,1968,1971,98103,47.77,-122.078,2985,138201,596373
349,6,1.97,956,11085,2.0,0,0,3,5,1080,269,1921,0,98077,47.6991,-122.372,1384,4539,310729
100,3,2.03,729,15021,1.0,0,0,1,6,796,270,1904,0,98004,47.6517,-122.278,2337,9163,499995
203,3,2.34,2208,3891,1.0,0,0,3,7,922,0,1981,0,98146,47.7757,-122.302,1056,6536,595520
93,4,2.93,4268,8807,2.0,0,4,2,10,3041,0,1978,0,98116,47.6763,-122.351,2859,11428,514580
66,2,1.13,1236,16718,1.0,0,0,4,8,1756,0,1954,0,98038,47.329,-121.981,2470,7434,270390
28,3,3.56,4351,3486,2.0,0,0,1,10,3750,0,2004,0,98059,47.5232,-122.042,2530,6991,625327
316,3,3.24,2575,2655,1.0,0,0,3,9,1302,0,1996,0,98038,47.5012,-122.339,1297,9955,348584
310,3,1.73,1555,12679,2.0,0,0,4,7,1087,0,1972,0,98168,47.5427,-122.379,1227,9908,162117
98,3,1.48,908,11269,1.0,0,0,4,7,870,1308,1920,2010,98116,47.6764,-122.428,1205,8254,275202
61,3,2.71,2616,1558,1.0,0,0,3,10,1293,0,2006,0,98056,47.262,-122.252,1269,6148,357201
66,3,2.11,2444,169774,1.0,0,0,3,7,1680,1171,1996,0,98144,47.4953,-121.923,1360,34685,697691
274,3,1.49,913,10280,1.0,0,0,4,7,1111,0,1929,0,98155,47.3265,-122.184,1555,3993,255052
168,4,3.35,2722,1828,1.0,0,0,3,8,1687,0,2001,0,98040,47.7143,-122.233,1770,9873,381456
349,3,2.44,2894,11509,2.5,0,0,3,9,1051,164,1945,0,98199,47.6871,-122.345,2112,8226,2029262
103,3,1.25,724,12732,2.0,0,0,3,6,1088,0,1911,0,98103,47.5419,-122.346,1865,9268,544224
297,3,1.3,1589,7849,1.0,0,0,3,7,1882,434,1955,1987,98075,47.449,-122.025,2338,46712,309440
291,3,2.41,1966,6521,1.0,0,0,3,7,1706,0,1970,0,98198,47.3614,-122.188,2119,11190,518853
17,4,2.6,2145,4059,1.0,0,0,4,8,879,0,1985,0,98112,47.3519,-122.445,985,8738,196511
216,9,1.96,1547,10107,1.0,0,0,4,8,1247,0,1942,0,98108,47.665,-122.329,1756,16219,303455
312,5,1.45,1741,8905,1.0,0,0,3,8,1529,1150,1995,0,98166,47.2978,-121.948,1896,5194,457931
275,4,2.74,4883,37541,1.0,0,4,3,9,3421,0,1975,0,98045,47.5668,-122.222,2918,21063,570425
121,4,2.93,4400,10017,1.0,0,3,3,7,3721,0,2000,0,98004,47.676,-122.103,2716,19115,445263
319,8,0.95,1257,5516,1.5,0,0,3,5,1413,0,1978,0,98039,47.3357,-122.133,2130,9530,687377
310,4,1.38,1075,7085,1.0,0,3,4,7,1073,512,1961,0,98034,47.4574,-122.269,1616,8639,189823
