fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,payment_type,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,has_other_cards,proposed_credit_limit,device_os,keep_alive_session,device_distinct_emails_8w
0,0.6000000000000001,0.8523713563822588,-1,30,30,AA,20,CA,115,0,BC,0,1,200.0,other,0,1
1,0.9,0.1607591925315382,-1,136,80,AB,1,CA,292,1,BA,0,0,1500.0,windows,0,1
0,0.5,0.878527449235792,-1,39,40,AC,12,CD,29,1,BB,1,0,200.0,linux,1,1
0,0.8,0.9908355871538674,-1,43,40,AD,10,CA,158,0,BA,1,0,200.0,linux,0,1
0,0.9,0.1540682841082287,-1,184,30,AB,9,CB,262,0,BA,1,0,1500.0,linux,1,1
0,0.6000000000000001,0.9080751962634864,215,20,20,AD,18,CB,164,1,BC,0,0,500.0,macintosh,1,1
0,0.9,0.5186085136629089,-1,115,40,AA,6,CA,116,1,BB,1,1,200.0,windows,1,1
0,0.4,0.0343657083010648,-1,63,50,AB,17,CA,25,1,BC,1,0,200.0,linux,0,1
0,0.9,0.9158972015706768,-1,311,50,AA,2,CA,194,0,BC,0,1,200.0,linux,1,1
0,0.7000000000000001,0.6982037524851763,-1,25,40,AC,12,CA,235,0,BA,0,0,1000.0,windows,1,1
0,0.7000000000000001,0.8600070593787292,27,10,40,AA,9,CB,159,1,BC,1,0,500.0,linux,0,1
0,0.9,0.9303627670241936,134,14,30,AC,9,CA,70,0,BC,0,0,200.0,other,0,1
0,0.8,0.0020654173741412,-1,31,30,AA,12,CA,71,1,BC,1,0,200.0,windows,0,1
0,0.6000000000000001,0.1268317376758223,-1,162,30,AA,12,CA,28,1,BC,0,0,200.0,linux,1,1
0,0.6000000000000001,0.767700250219398,-1,107,50,AB,0,CC,203,1,BA,1,1,500.0,windows,0,1
0,0.5,0.5140250367864406,33,1,40,AC,6,CF,150,1,BC,0,0,200.0,windows,1,1
0,0.6000000000000001,0.6485464044507371,-1,29,30,AD,14,CA,251,1,BC,1,0,1500.0,linux,1,1
0,0.1,0.1445779273843904,-1,120,50,AB,6,CB,181,0,BB,1,0,200.0,other,1,1
0,0.9,0.4393118423956567,-1,317,40,AC,4,CA,322,1,BA,0,0,1500.0,other,0,1
0,0.7000000000000001,0.7838088000382157,26,9,20,AB,10,CA,206,1,BE,0,0,1500.0,windows,1,1
0,0.8,0.3694769697019165,49,0,30,AB,9,CA,96,1,BC,0,0,200.0,linux,1,1
0,0.1,0.5551361557741603,-1,79,30,AD,13,CB,123,0,BB,1,0,200.0,other,1,1
0,0.7000000000000001,0.4545731372352689,29,5,50,AB,5,CA,147,0,BB,0,0,1000.0,linux,1,1
0,0.9,0.0579684140710196,29,11,40,AC,4,CA,113,0,BB,0,0,200.0,linux,1,1
0,0.8,0.7692055487918962,-1,29,50,AB,3,CA,298,1,BC,1,0,1500.0,windows,1,1
0,0.4,0.6226344980210482,-1,216,20,AB,10,CB,84,1,BE,0,0,200.0,linux,1,1
0,0.4,0.4651219807180992,-1,182,30,AC,9,CB,225,0,BB,0,1,1500.0,windows,1,1
0,0.9,0.3457123636004454,155,56,50,AA,11,CA,141,1,BC,0,0,500.0,other,1,1
0,0.6000000000000001,0.9988020124031408,-1,155,50,AC,3,CF,59,0,BB,1,0,200.0,other,1,2
0,0.6000000000000001,0.3673289666211565,-1,22,30,AB,9,CA,9,1,BC,1,0,200.0,linux,1,1
0,0.9,0.4859753502137487,-1,53,30,AB,10,CA,166,0,BD,1,0,500.0,other,0,1
0,0.1,0.2685821588567865,-1,111,50,AB,4,CA,148,1,BA,1,0,200.0,linux,0,1
0,0.9,0.3473871968121668,-1,186,60,AB,2,CC,138,0,BA,0,0,200.0,windows,0,1
0,0.8,0.2120370490355585,-1,155,40,AA,4,CF,98,0,BD,0,0,200.0,other,1,1
0,0.4,0.1925903423359009,-1,36,20,AB,15,CA,176,1,BC,0,0,1500.0,macintosh,1,1
0,0.7000000000000001,0.6865957262915705,150,27,50,AC,2,CA,125,1,BB,1,0,200.0,linux,0,1
0,0.9,0.4625875683331054,-1,164,20,AA,14,CA,12,0,BE,0,1,200.0,linux,1,1
0,0.9,0.1231633065608769,-1,47,40,AA,8,CA,153,1,BB,0,1,500.0,windows,0,1
0,0.1,0.8272029844888401,-1,190,30,AA,12,CA,96,0,BE,0,0,200.0,linux,1,1
0,0.1,0.0570806938791927,-1,124,20,AB,9,CA,41,0,BC,0,0,200.0,linux,0,1
0,0.9,0.5587032348266987,-1,210,50,AB,6,CB,297,0,BA,1,0,1500.0,windows,0,1
0,0.1,0.3898087572730519,51,4,20,AB,16,CA,33,1,BC,0,0,200.0,linux,1,1
0,0.5,0.1565329461472784,101,7,60,AD,5,CA,132,0,BC,1,0,200.0,windows,1,1
0,0.2,0.892531067046528,31,5,20,AC,12,CA,141,1,BE,0,0,200.0,linux,1,1
0,0.9,0.4014876262278336,-1,60,40,AC,4,CA,105,1,BD,1,0,200.0,other,0,1
0,0.1,0.4573772117672951,-1,35,20,AB,10,CA,174,1,BC,0,1,200.0,other,0,1
0,0.9,0.3236556786318648,36,361,50,AD,18,CA,267,1,BA,0,0,1500.0,windows,1,1
0,0.9,0.7171887839588944,-1,28,20,AB,12,CA,156,0,BE,0,0,200.0,linux,1,1
0,0.7000000000000001,0.9248011648613728,-1,8,40,AB,6,CA,78,1,BC,1,0,200.0,windows,1,1
0,0.7000000000000001,0.1744855991420596,-1,54,30,AB,15,CA,107,1,BC,0,0,200.0,other,1,1
0,0.9,0.5733686022413879,10,13,50,AC,4,CA,232,1,BC,1,1,1500.0,windows,0,1
0,0.9,0.9024917707757923,-1,49,60,AB,3,CA,112,0,BC,0,0,200.0,windows,0,1
0,0.1,0.9455152881012332,-1,256,10,AB,7,CA,212,0,BE,0,0,500.0,other,1,1
0,0.9,0.0943334117112746,-1,9,50,AC,9,CA,208,1,BB,1,0,1000.0,linux,0,2
0,0.1,0.0216304832947643,-1,126,20,AA,12,CA,153,0,BC,0,1,200.0,windows,1,1
0,0.1,0.8404681250492338,-1,231,10,AB,8,CA,190,0,BE,1,0,1500.0,windows,0,1
0,0.1,0.8884951739937554,-1,366,30,AB,6,CA,37,1,BE,1,1,200.0,linux,1,1
0,0.1,0.4846315909411784,-1,121,40,AC,10,CF,87,1,BB,0,0,200.0,linux,1,1
0,0.9,0.4079688868034072,-1,148,50,AB,1,CC,284,1,BC,0,1,1500.0,windows,0,1
0,0.3,0.6549574863294751,-1,54,50,AB,7,CA,201,0,BA,1,0,1500.0,linux,1,1
0,0.6000000000000001,0.8927672089410069,49,2,60,AB,7,CA,35,0,BC,1,0,200.0,windows,0,1
0,0.9,0.7968561301973184,31,23,40,AC,6,CA,96,0,BB,1,0,200.0,windows,1,1
0,0.2,0.8805034931896246,-1,136,40,AB,5,CB,49,0,BB,0,0,200.0,other,0,1
0,0.1,0.6318855514396751,-1,35,30,AA,13,CA,78,0,BE,1,0,500.0,linux,1,1
0,0.4,0.9996374624850304,49,300,30,AC,9,CC,137,1,BB,1,1,200.0,other,0,1
0,0.5,0.4502041163756117,210,7,20,AB,13,CA,97,1,BC,0,0,200.0,windows,1,1
0,0.9,0.20421317915919,-1,61,50,AD,7,CB,15,1,BC,1,1,1500.0,windows,0,1
0,0.5,0.0610286542780942,22,1,20,AD,15,CA,88,0,BC,0,0,200.0,windows,1,1
0,0.4,0.9902176190044312,-1,81,20,AB,11,CA,161,1,BE,0,0,500.0,windows,1,1
0,0.7000000000000001,0.1909358783619928,33,4,10,AB,2,CA,151,0,BA,0,0,200.0,windows,0,1
0,0.8,0.904717636652336,-1,123,60,AB,13,CB,63,0,BA,0,0,200.0,other,0,1
0,0.3,0.7375620277795412,-1,73,30,AC,13,CA,40,0,BC,0,0,200.0,other,1,1
0,0.2,0.5653931413864818,-1,282,20,AC,7,CA,211,0,BE,0,0,500.0,other,1,1
0,0.8,0.8327064102950503,44,1,30,AD,11,CA,126,1,BC,0,0,200.0,linux,1,1
0,0.9,0.7006752477614665,-1,83,30,AB,14,CA,156,0,BA,1,0,1500.0,other,1,1
0,0.8,0.3677488944623961,47,1,40,AA,7,CA,109,0,BC,1,0,200.0,linux,1,1
0,0.4,0.9073539298931804,163,6,30,AA,6,CA,96,1,BC,1,0,200.0,windows,1,1
0,0.1,0.7840792485038829,-1,195,20,AC,10,CB,99,0,BE,0,1,200.0,linux,1,1
0,0.3,0.4507900584548757,52,23,20,AB,16,CF,56,0,BB,0,0,500.0,linux,1,1
0,0.1,0.9561127982121276,-1,139,10,AC,13,CA,-100,1,BE,0,0,200.0,linux,1,1
0,0.4,0.3786053724889643,60,1,50,AC,4,CA,84,0,BC,0,0,200.0,other,1,1
0,0.8,0.1439892069168924,88,13,40,AB,8,CA,139,0,BA,0,1,200.0,macintosh,1,1
0,0.3,0.5914133393827697,-1,30,10,AB,13,CA,25,1,BE,1,0,200.0,linux,0,1
0,0.6000000000000001,0.4173065241973336,96,14,30,AD,14,CA,111,0,BC,0,1,200.0,windows,1,1
0,0.8,0.3421493394914772,57,10,20,AB,11,CA,254,1,BE,1,0,200.0,other,1,1
0,0.6000000000000001,0.0231118847395525,-1,192,60,AC,8,CB,212,1,BB,0,0,1000.0,macintosh,1,1
0,0.1,0.8827125783796486,-1,49,50,AC,4,CA,151,1,BA,1,0,200.0,linux,1,1
0,0.7000000000000001,0.1060198555374607,32,11,20,AB,8,CA,266,0,BC,0,0,1500.0,windows,0,1
0,0.8,0.2003700970479544,-1,63,30,AA,12,CA,106,1,BC,1,0,200.0,windows,1,1
0,0.5,0.2993960658123057,179,1,50,AB,11,CA,87,1,BB,0,0,200.0,other,1,1
0,0.3,0.3181239403216304,338,35,40,AC,9,CD,95,0,BB,0,0,200.0,other,1,1
0,0.6000000000000001,0.4013858901843365,25,6,50,AB,6,CA,146,0,BC,1,0,200.0,windows,1,1
0,0.5,0.9129527695984756,-1,45,30,AC,9,CA,110,0,BB,0,0,200.0,other,0,1
0,0.1,0.4771428061398382,-1,200,30,AB,9,CA,135,1,BB,0,0,200.0,linux,0,1
0,0.9,0.1208132479359048,28,6,20,AC,9,CA,186,0,BB,1,1,500.0,linux,0,1
0,0.9,0.9978992559666224,-1,76,20,AD,16,CA,161,0,BC,0,0,200.0,macintosh,1,1
0,0.8,0.0904760799267273,114,9,40,AC,7,CB,54,1,BC,1,0,200.0,linux,1,1
0,0.2,0.1414283975973879,-1,117,40,AB,5,CD,72,1,BB,0,0,200.0,linux,1,1
0,0.8,0.0376145802061556,23,6,20,AC,13,CA,91,0,BB,0,0,200.0,linux,1,1
0,0.1,0.3301230356554091,-1,46,30,AC,8,CF,106,1,BB,0,0,200.0,other,0,1
0,0.1,0.668181226631485,-1,58,30,AB,5,CA,7,1,BB,0,0,200.0,windows,1,1
0,0.7000000000000001,0.8747059572260603,-1,40,40,AA,9,CA,264,0,BE,0,0,1500.0,windows,0,1
0,0.1,0.0384979286456461,-1,241,20,AC,9,CA,3,1,BE,1,0,200.0,linux,0,1
0,0.9,0.526867331863421,-1,57,20,AD,15,CC,78,0,BB,0,0,200.0,linux,0,2
0,0.9,0.6323590678649218,-1,197,50,AB,4,CA,89,0,BB,1,0,200.0,other,1,2
0,0.9,0.595539234796525,-1,224,50,AB,9,CB,307,0,BA,1,0,1000.0,windows,1,1
0,0.1,0.5615453066050691,-1,147,20,AB,6,CF,131,1,BE,1,0,200.0,windows,1,1
0,0.9,0.090212816012332,46,26,40,AC,3,CA,175,0,BC,1,0,200.0,windows,1,1
0,0.3,0.5750831005596777,56,16,20,AB,16,CD,23,1,BC,0,0,200.0,linux,0,1
0,0.7000000000000001,0.1425507537413389,-1,212,30,AB,9,CB,181,1,BE,1,0,200.0,linux,1,1
0,0.9,0.7061215366908564,-1,65,20,AB,10,CA,171,1,BA,1,0,200.0,other,0,1
0,0.9,0.3125115347157441,-1,71,60,AB,5,CB,198,0,BA,1,1,1500.0,macintosh,0,1
0,0.1,0.667845063258258,-1,132,20,AC,11,CA,103,0,BE,0,0,200.0,macintosh,0,1
0,0.8,0.2085310428470069,-1,51,30,AC,5,CB,168,0,BD,0,0,200.0,other,1,1
0,0.9,0.3446265652511953,-1,62,30,AC,14,CA,170,0,BC,0,0,200.0,other,1,1
0,0.2,0.9278050316404202,-1,72,20,AB,10,CA,122,1,BB,0,0,200.0,other,0,1
0,0.2,0.9049655980912072,-1,125,30,AB,16,CA,127,1,BE,1,0,200.0,windows,1,1
0,0.6000000000000001,0.996544376982452,-1,53,30,AB,16,CA,58,0,BB,0,0,200.0,windows,1,1
0,0.4,0.4949424570584877,-1,23,30,AC,15,CA,97,1,BC,1,0,200.0,linux,1,1
0,0.3,0.6829245863837271,-1,110,20,AD,11,CA,159,0,BE,0,0,500.0,other,0,1
0,0.9,0.4345785314921508,-1,52,30,AA,12,CE,27,1,BC,1,1,500.0,linux,1,1
0,0.8,0.1532763860354401,127,9,30,AC,8,CA,104,0,BA,0,0,200.0,other,0,1
0,0.4,0.5962157584837898,-1,30,30,AB,12,CA,35,1,BB,0,0,200.0,linux,1,1
0,0.5,0.4505688578203465,219,13,40,AA,7,CA,131,1,BC,0,0,200.0,linux,1,1
0,0.9,0.9174725187890164,-1,28,20,AB,17,CA,100,1,BE,1,0,200.0,linux,0,1
0,0.6000000000000001,0.8237507606553878,-1,46,30,AA,8,CA,140,1,BB,1,1,200.0,linux,1,1
0,0.8,0.996010893348636,-1,200,20,AC,20,CD,181,1,BB,0,0,200.0,linux,0,1
0,0.8,0.0451214574572767,13,5,20,AD,19,CA,50,0,BC,1,0,200.0,linux,1,1
0,0.9,0.2601413731184638,38,11,40,AB,7,CA,147,1,BB,0,1,500.0,other,1,1
0,0.7000000000000001,0.3643350788200304,10,7,50,AB,5,CB,67,1,BB,1,1,200.0,linux,1,1
0,0.6000000000000001,0.4640728453164357,93,7,50,AB,2,CA,221,1,BB,0,0,1500.0,other,1,1
0,0.8,0.6794011152793116,60,1,40,AC,7,CA,117,1,BD,0,0,200.0,windows,0,1
0,0.4,0.2131449366590548,-1,105,40,AB,6,CB,139,0,BC,0,1,200.0,other,0,1
0,0.1,0.2235305803226489,-1,367,40,AB,6,CA,94,1,BE,1,1,1500.0,windows,0,1
0,0.7000000000000001,0.691536380492508,-1,67,40,AB,4,CA,129,1,BA,1,0,200.0,linux,1,1
0,0.9,0.7019016994631171,56,4,30,AD,9,CA,116,1,BC,1,0,200.0,linux,0,1
0,0.1,0.8306014001959202,-1,64,40,AB,15,CA,231,1,BB,0,0,1000.0,other,1,1
0,0.9,0.5041641331458241,54,6,20,AC,10,CA,72,1,BB,0,0,200.0,linux,0,1
0,0.1,0.8324992550039647,44,8,30,AC,12,CA,151,0,BC,0,0,200.0,other,1,1
0,0.2,0.5619200682475489,27,177,40,AA,2,CA,86,0,BC,0,0,200.0,linux,1,1
0,0.7000000000000001,0.5165214918814234,-1,123,30,AB,12,CA,57,1,BE,0,1,200.0,other,0,1
0,0.9,0.318056253325018,92,4,40,AD,9,CE,141,1,BC,0,0,500.0,other,0,1
0,0.8,0.1598726819087511,-1,81,50,AB,4,CC,120,0,BB,0,1,200.0,macintosh,0,1
0,0.9,0.068395209645434,-1,179,40,AA,4,CA,62,1,BC,1,0,500.0,windows,1,1
0,0.1,0.6248266383872297,-1,27,40,AB,9,CA,170,0,BB,0,0,2000.0,windows,0,1
0,0.3,0.9020949904054048,-1,182,20,AB,5,CA,174,0,BE,0,0,1000.0,windows,1,1
0,0.1,0.2165018924952055,33,1,20,AB,5,CA,155,0,BB,0,0,200.0,windows,0,1
0,0.4,0.3020520548871247,-1,197,30,AC,9,CA,170,1,BA,0,1,500.0,other,0,1
0,0.1,0.6962168446661339,25,5,30,AA,12,CF,215,0,BE,0,0,500.0,linux,0,1
0,0.1,0.2337361407756729,-1,170,50,AC,4,CD,24,1,BC,1,0,200.0,linux,0,2
0,0.9,0.6319601317679081,207,8,30,AB,12,CA,16,0,BD,0,0,200.0,linux,1,1
0,0.8,0.9146874461679488,-1,60,20,AB,18,CA,261,0,BC,0,1,1500.0,windows,1,1
0,0.1,0.8322146870455228,103,21,30,AC,20,CA,10,0,BC,0,0,200.0,linux,0,1
0,0.4,0.5170474661325405,170,7,30,AA,13,CA,89,0,BC,0,0,200.0,other,1,1
0,0.9,0.5504097866513327,-1,66,40,AB,4,CB,168,0,BB,0,0,200.0,linux,1,1
0,0.2,0.0986925933511901,13,7,30,AD,11,CE,136,1,BE,0,0,200.0,macintosh,0,1
0,0.8,0.2439350661469452,38,5,30,AB,9,CA,71,0,BC,0,0,200.0,other,1,1
0,0.4,0.6911424516727207,-1,176,40,AB,2,CB,113,1,BC,1,1,200.0,linux,1,1
0,0.8,0.4757982595915609,-1,33,50,AC,10,CA,198,0,BC,1,0,1000.0,linux,1,1
0,0.7000000000000001,0.3130151543634411,-1,164,40,AC,6,CA,202,1,BB,1,1,1000.0,linux,0,1
0,0.1,0.1652150616579342,-1,120,30,AB,11,CA,24,1,BB,0,0,200.0,windows,0,1
0,0.9,0.4312854964488183,48,13,20,AC,16,CA,54,1,BC,1,0,200.0,other,1,1
0,0.8,0.7034697691408067,-1,135,40,AB,6,CB,193,1,BE,0,0,490.0,linux,0,1
0,0.8,0.1351927200409611,-1,181,40,AA,4,CA,114,0,BA,0,0,500.0,linux,1,1
0,0.6000000000000001,0.5052949299883702,-1,82,60,AA,4,CA,157,1,BB,1,1,1000.0,other,0,1
0,0.5,0.007622113078373,-1,18,20,AB,10,CA,193,1,BB,0,0,500.0,other,1,1
